yellowCards,aerialDuelsWon,minutesPlayed,possessionLost,redCards,aerialDuelsWonPercentage,wasFouled,appearances,groundDuelsWon,totalDuelsWon,fouls,matchesStarted,groundDuelsWonPercentage,totalDuelsWonPercentage,dispossessed,rating,player.id,team.id
1,2,129,20,0,66.67,2,4,4,6,3,1,44.44,50.0,1,6.58,1584795,5926
3,4,309,63,0,44.44,10,8,26,30,9,3,61.9,58.82,2,6.58,807767,1982
2,14,632,136,0,46.67,8,22,39,53,10,3,40.63,42.06,16,6.57,871015,1960
2,4,247,16,0,28.57,3,8,9,13,8,3,32.14,30.95,4,6.57,1444694,1974
0,17,506,45,0,68.0,0,7,5,22,10,5,23.81,47.83,0,6.57,368846,1973
2,6,496,72,0,50.0,1,7,31,37,9,7,49.21,49.33,6,6.57,1016912,1968
5,73,2174,211,1,72.28,6,30,40,113,36,24,45.45,59.79,3,6.57,599686,1973
1,11,565,120,0,40.74,13,22,55,66,9,2,48.67,47.14,16,6.57,594428,1977
1,1,267,21,0,25.0,6,7,10,11,7,2,45.45,42.31,1,6.57,989715,1960
1,3,84,12,0,60.0,0,6,2,5,3,0,20.0,33.33,2,6.57,973841,2020
2,9,312,61,0,50.0,3,8,20,29,9,4,46.51,47.54,5,6.56,1176212,5926
0,8,501,98,0,61.54,7,9,26,34,12,7,56.52,57.63,1,6.56,385386,1966
0,5,223,31,0,26.32,6,10,9,14,14,1,28.13,27.45,8,6.56,1014798,1967
4,8,1132,112,0,40.0,3,17,22,30,18,14,34.38,35.71,2,6.56,840118,1973
1,3,516,47,0,30.0,1,13,14,17,12,6,29.79,29.82,2,6.55,559034,1954
11,21,1946,236,1,51.22,17,29,79,100,64,23,35.43,37.88,11,6.55,877599,1968
1,7,217,18,1,50.0,1,10,2,9,5,0,25.0,40.91,1,6.55,29106,1973
2,6,296,26,0,60.0,10,6,18,24,4,2,54.55,55.81,5,6.55,243251,1982
1,0,24,4,0,0.0,0,2,0,0,2,0,0.0,0.0,1,6.55,893524,1960
0,0,39,4,0,0.0,0,2,2,2,0,0,66.67,40.0,1,6.55,1176796,1982
0,1,32,4,0,100.0,2,2,5,6,0,0,62.5,66.67,0,6.55,1465710,49202
0,1,71,2,0,33.33,2,4,3,4,1,0,75.0,57.14,0,6.55,166273,5981
3,0,183,29,0,0.0,5,8,17,17,10,1,47.22,44.74,3,6.55,1016887,1968
0,12,328,45,0,44.44,10,13,18,30,8,2,39.13,41.1,9,6.55,1106681,1957
1,4,424,76,0,44.44,3,9,15,19,8,4,37.5,38.78,5,6.54,1120958,1982
2,1,229,51,0,33.33,5,7,21,22,7,2,50.0,48.89,5,6.54,1112879,1963
1,13,499,42,0,59.09,2,8,7,20,4,6,41.18,51.28,1,6.54,1110173,1967
3,7,295,41,0,30.43,12,11,20,27,6,2,44.44,39.71,8,6.54,1089111,1981
0,0,43,6,0,0.0,1,3,1,1,2,0,33.33,25.0,0,6.53,814723,1973
1,4,589,103,0,36.36,4,10,25,29,16,7,40.98,40.28,4,6.53,1002458,1955
0,3,212,20,0,50.0,0,7,4,7,2,1,57.14,53.85,0,6.53,1502619,1961
0,2,186,23,0,33.33,1,3,9,11,3,2,42.86,40.74,2,6.53,1105815,1958
1,4,33,5,0,66.67,1,8,0,4,1,0,0.0,57.14,0,6.53,39421,1977
2,5,1254,234,1,22.73,7,19,42,47,19,15,45.16,40.87,6,6.53,924073,1955
0,9,394,34,0,47.37,2,7,7,16,7,4,41.18,44.44,1,6.53,926868,1974
1,4,322,75,0,66.67,12,8,29,33,5,3,56.86,57.89,4,6.53,1116956,1966
0,6,1349,116,1,100.0,2,15,1,7,1,15,50.0,87.5,0,6.53,243097,1973
1,2,117,35,0,66.67,0,4,5,7,2,1,33.33,38.89,5,6.53,1009030,1954
0,3,303,63,0,33.33,2,13,13,16,8,2,31.71,32.0,10,6.53,1046740,1954
1,2,74,10,0,66.67,4,4,7,9,5,0,41.18,45.0,2,6.53,1128846,5981
5,37,1432,135,1,52.86,4,22,26,63,21,16,48.15,50.81,0,6.52,842072,1973
0,6,293,52,0,28.57,8,9,11,17,3,2,37.93,34.0,10,6.52,1105780,1955
1,10,1094,157,0,45.45,10,23,61,71,23,13,40.94,41.52,21,6.51,1469514,1973
0,3,172,16,0,23.08,1,8,5,8,4,1,35.71,29.63,1,6.51,794861,1963
0,2,128,32,0,50.0,3,8,13,15,3,0,38.24,39.47,3,6.51,1148468,1968
3,4,403,34,1,16.67,9,14,14,18,9,2,46.67,33.33,3,6.51,923948,1999
3,11,1811,208,1,33.33,38,25,86,97,20,20,50.0,47.32,12,6.5,934801,1968
2,2,257,24,0,66.67,3,7,13,15,6,2,44.83,46.88,4,6.5,924858,1973
0,0,11,2,0,0.0,0,2,1,1,1,0,50.0,50.0,0,6.5,1199473,1977
0,0,19,1,0,0.0,0,1,0,0,0,0,0.0,0.0,1,6.5,156025,1958
0,0,21,4,0,0.0,0,1,1,1,0,0,33.33,25.0,1,6.5,1099163,1958
1,0,45,2,0,0.0,0,1,2,2,0,0,33.33,33.33,0,6.5,973924,5926
0,0,8,1,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.5,1495875,5926
1,2,170,20,0,28.57,0,2,0,2,1,2,0.0,22.22,0,6.5,1466551,1981
1,2,25,1,0,50.0,1,2,1,3,2,0,50.0,50.0,0,6.5,1175603,5926
0,0,30,3,0,0.0,1,2,3,3,1,0,50.0,50.0,0,6.5,1217904,1960
0,2,53,9,0,40.0,0,2,1,3,3,0,20.0,30.0,0,6.5,1106773,1960
0,2,243,26,0,33.33,1,8,13,15,7,2,41.94,40.54,4,6.49,973845,1960
3,26,1381,177,0,55.32,9,17,34,60,15,17,47.89,50.85,6,6.48,108481,1968
4,8,803,168,0,47.06,1,12,20,28,16,10,35.71,38.36,3,6.48,840148,1973
1,0,113,20,0,0.0,0,4,3,3,2,1,33.33,30.0,0,6.48,1020259,1966
0,13,344,26,0,68.42,2,4,7,20,4,4,63.64,66.67,0,6.48,96999,2020
1,3,370,28,0,42.86,2,8,13,16,4,4,48.15,47.06,2,6.48,1105849,1974
1,10,359,59,0,45.45,9,10,20,30,7,4,41.67,42.86,4,6.47,344077,1960
3,4,248,61,0,50.0,2,11,14,18,13,1,34.15,36.73,1,6.47,1200730,1981
1,0,401,58,0,0.0,9,9,29,29,6,6,51.79,48.33,5,6.47,1065962,1961
1,2,62,15,0,33.33,2,3,6,8,0,0,50.0,44.44,4,6.47,787480,1973
1,19,1091,113,0,50.0,6,13,27,46,13,13,52.94,51.69,1,6.46,850955,1968
2,2,332,65,0,33.33,3,14,11,13,6,1,32.35,32.5,3,6.46,249881,1955
1,3,169,41,0,60.0,2,5,9,12,4,1,56.25,57.14,1,6.46,942054,1982
1,3,255,35,0,50.0,1,7,2,5,2,3,25.0,35.71,1,6.46,123357,49202
1,2,114,27,0,40.0,3,4,7,9,3,1,36.84,37.5,5,6.45,243501,1982
1,1,185,13,0,100.0,2,4,6,7,6,4,35.29,38.89,1,6.45,108398,1982
0,0,240,43,0,0.0,3,7,13,13,2,1,39.39,34.21,5,6.44,1385003,5926
1,1,183,18,0,50.0,3,5,7,8,3,1,43.75,44.44,2,6.44,1466777,1954
1,1,450,38,0,100.0,0,5,0,1,0,5,0.0,100.0,0,6.44,981586,1999
2,1,384,38,0,33.33,1,5,1,2,0,4,100.0,50.0,0,6.44,880117,1982
1,8,584,52,0,53.33,2,7,16,24,6,6,48.48,50.0,1,6.41,1462756,1982
0,0,30,6,0,0.0,1,1,2,2,2,0,28.57,25.0,0,6.4,1604944,1981
1,5,292,54,1,45.45,3,5,9,14,6,3,56.25,51.85,2,6.4,1002443,1963
0,4,89,12,0,57.14,0,1,1,5,1,1,100.0,62.5,0,6.4,339447,1957
4,8,463,63,0,61.54,1,6,4,12,9,6,26.67,42.86,1,6.4,1134106,1982
0,0,8,0,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.4,881215,1981
0,1,8,1,0,100.0,0,1,0,1,0,0,0.0,50.0,0,6.4,988780,1968
0,0,10,1,0,0.0,0,1,0,0,1,0,0.0,0.0,0,6.4,1108505,1974
0,2,71,8,0,50.0,0,1,0,2,1,1,0.0,33.33,0,6.4,794139,1999
0,0,29,8,0,0.0,1,1,3,3,0,0,42.86,21.43,3,6.4,1382425,5926
0,0,15,3,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.4,989462,1968
1,0,50,12,0,0.0,0,1,3,3,2,0,33.33,30.0,0,6.4,1106143,1982
0,0,11,0,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.4,1467772,49202
0,0,24,3,0,0.0,0,1,0,0,0,0,0.0,0.0,1,6.4,1382233,1960
1,1,180,10,0,100.0,1,2,0,1,0,2,0.0,100.0,0,6.4,311402,1973
1,1,180,6,0,100.0,0,2,0,1,0,2,0.0,100.0,0,6.4,1092614,1961
0,0,72,7,0,0.0,0,3,2,2,5,1,25.0,22.22,0,6.4,311456,5981
1,2,167,34,0,66.67,1,5,6,8,4,1,37.5,42.11,0,6.38,128440,1968
2,2,130,9,0,25.0,0,4,0,2,3,1,0.0,16.67,0,6.38,1174625,1974
3,6,312,25,0,40.0,2,7,6,12,9,2,37.5,38.71,0,6.37,877470,1982
0,0,145,15,0,0.0,1,3,2,2,4,1,33.33,28.57,0,6.37,243175,1967
0,0,40,11,0,0.0,4,2,4,4,0,0,66.67,50.0,1,6.35,1047852,5926
1,0,43,9,0,0.0,3,2,5,5,1,0,38.46,38.46,1,6.35,1086482,1958
1,1,95,8,0,25.0,1,2,1,2,1,1,50.0,33.33,0,6.35,827141,1958
1,0,38,6,0,0.0,2,3,3,3,2,0,30.0,30.0,0,6.35,794930,2020
0,0,32,6,0,0.0,1,3,1,1,3,0,25.0,25.0,1,6.35,1065976,1968
1,0,198,46,0,0.0,3,7,9,9,1,1,27.27,26.47,9,6.34,923853,1960
0,1,102,9,0,20.0,1,3,2,3,3,1,16.67,17.65,3,6.33,882854,1960
3,14,540,89,0,51.85,4,9,20,34,24,5,31.25,37.36,6,6.31,329597,1954
0,0,19,6,0,0.0,0,1,1,1,0,0,33.33,20.0,1,6.3,1009937,1981
0,0,14,0,0,0.0,0,1,0,0,2,0,0.0,0.0,0,6.3,1485598,1981
0,0,16,5,0,0.0,1,1,1,1,0,0,100.0,100.0,0,6.3,1174943,1963
0,0,9,5,0,0.0,1,1,1,1,1,0,50.0,50.0,1,6.3,992610,1958
0,1,90,9,0,100.0,0,1,0,1,0,1,0.0,100.0,0,6.3,1177012,1982
0,0,14,5,0,0.0,0,1,0,0,0,0,0.0,0.0,1,6.3,1485199,1967
2,4,296,24,1,40.0,0,4,3,7,7,4,27.27,33.33,0,6.28,594426,1973
0,0,90,0,0,0.0,0,1,0,0,0,1,0.0,0.0,0,6.2,795227,49202
0,2,18,7,0,66.67,0,1,0,2,0,0,0.0,50.0,0,6.2,1412577,5981
0,0,270,23,0,0.0,0,3,0,0,0,3,0.0,0.0,0,6.17,870902,1960
0,0,45,7,0,0.0,3,1,3,3,1,0,50.0,50.0,1,6.1,1464309,1974
0,0,52,1,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.1,974334,1955
1,3,298,48,1,33.33,1,5,10,13,6,4,47.62,43.33,0,6.08,1116334,1967
1,1,177,24,0,50.0,1,3,5,6,6,2,26.32,28.57,1,5.9,1128129,1957
0,0,208,17,1,0.0,0,3,0,0,0,2,0.0,0.0,0,5.8,124996,1968
0,2,90,24,0,66.67,2,1,6,8,7,1,40.0,44.44,1,5.7,1174761,1973
0,0,90,20,0,0.0,0,1,4,4,2,1,57.14,57.14,0,5.7,1500368,5926
0,1,10,7,0,100.0,1,1,1,2,1,0,16.67,28.57,1,5.7,1469769,2020
0,0,19,6,0,0.0,0,1,1,1,2,0,33.33,33.33,0,5.6,1482362,1966
1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,984887,1954
0,0,1,0,0,0.0,1,1,2,2,0,0,100.0,66.67,0,0.0,108426,1957
0,0,1,0,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,990170,1966
0,0,1,0,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,831993,1968
0,0,1,2,0,0.0,0,1,0,0,0,0,0.0,0.0,1,0.0,1175321,1958
0,0,1,0,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,1065584,1967
0,1,1,1,0,100.0,0,1,0,1,0,0,0.0,50.0,0,0.0,1485604,1981
0,0,1,1,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,1392679,1955
0,0,1,1,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,1485293,1961
0,0,1,1,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,1046433,1967
