yellowCards,aerialDuelsWon,minutesPlayed,possessionLost,redCards,aerialDuelsWonPercentage,wasFouled,appearances,groundDuelsWon,totalDuelsWon,fouls,matchesStarted,groundDuelsWonPercentage,totalDuelsWonPercentage,dispossessed,rating,player.id,team.id
3,11,539,98,0,44.0,5,16,20,31,13,3,36.36,38.75,6,6.6,981453,3203
1,6,493,107,0,46.15,6,11,43,49,8,7,44.79,44.95,16,6.6,1432630,7629
0,20,218,32,0,57.14,2,9,7,27,5,1,43.75,52.94,3,6.6,1099296,3206
3,20,1658,236,0,40.82,27,22,100,120,35,20,46.08,45.11,20,6.6,922455,36839
0,0,9,0,0,0.0,0,2,0,0,1,0,0.0,0.0,0,6.6,1464531,65668
0,1,52,12,0,50.0,2,5,3,4,0,0,33.33,36.36,3,6.6,1385677,7629
1,5,131,25,0,41.67,4,5,10,15,6,1,40.0,40.54,6,6.6,1386653,65676
3,5,66,20,0,55.56,0,6,3,8,6,0,27.27,40.0,0,6.6,873716,42338
0,1,160,34,0,33.33,0,5,5,6,1,1,41.67,40.0,2,6.6,1016200,3219
1,7,230,43,0,50.0,5,7,14,21,3,1,50.0,50.0,3,6.6,1184978,3219
0,1,78,11,0,100.0,3,2,7,8,1,0,70.0,72.73,0,6.6,989515,65668
0,3,352,61,0,30.0,0,5,5,8,1,5,26.32,27.59,0,6.6,129517,3216
0,1,13,2,0,100.0,0,1,0,1,0,0,0.0,50.0,1,6.6,1489956,3215
0,0,8,0,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.6,1410399,3202
0,0,16,5,0,0.0,0,2,2,2,0,0,66.67,66.67,1,6.6,1182233,3218
1,1,142,51,0,25.0,4,6,7,8,3,1,36.84,34.78,3,6.6,831608,3215
0,0,19,5,0,0.0,0,2,2,2,0,0,66.67,50.0,0,6.6,1501702,3218
0,1,11,1,0,100.0,0,1,0,1,0,0,0.0,100.0,0,6.6,909479,3211
0,0,21,7,0,0.0,0,1,1,1,0,0,33.33,33.33,1,6.6,980767,3202
0,0,18,2,0,0.0,0,1,1,1,0,0,100.0,50.0,0,6.6,1018441,3201
0,0,90,13,0,0.0,0,1,0,0,0,1,0.0,0.0,0,6.6,875481,3205
0,0,140,27,0,0.0,4,2,9,9,1,2,60.0,56.25,2,6.6,1017431,36839
0,0,450,76,0,0.0,0,5,0,0,0,5,0.0,0.0,0,6.6,896998,36837
0,2,105,25,0,40.0,0,6,7,9,4,0,50.0,47.37,1,6.6,980759,3210
3,45,1162,171,1,46.88,15,22,40,85,24,15,35.09,40.48,23,6.6,1116627,3221
3,7,639,98,1,53.85,11,20,37,44,10,7,47.44,48.35,8,6.59,1017377,36839
3,1,361,116,0,50.0,9,16,27,28,12,2,44.26,44.44,12,6.59,873642,36833
0,5,398,57,0,17.24,6,13,27,32,4,3,51.92,39.51,13,6.59,974690,7628
1,4,191,36,0,22.22,3,11,15,19,5,0,51.72,40.43,3,6.59,1199247,3209
3,15,648,90,1,75.0,5,11,27,42,15,10,42.19,50.0,8,6.59,1086973,3207
1,5,283,57,0,71.43,5,10,20,25,4,1,44.44,48.08,5,6.59,1199316,3207
0,5,277,49,0,41.67,2,9,25,30,6,2,45.45,44.78,6,6.59,1385756,3201
0,8,326,60,1,61.54,10,10,22,30,10,2,44.0,47.62,6,6.59,1017184,36839
3,8,384,61,0,72.73,3,8,13,21,10,4,38.24,46.67,2,6.59,933157,65676
2,10,436,60,0,55.56,9,7,27,37,5,3,64.29,61.67,2,6.59,805175,3215
3,16,618,100,0,64.0,7,19,31,47,13,4,44.29,49.47,8,6.58,943997,65676
2,9,192,33,0,42.86,5,7,8,17,6,1,47.06,44.74,0,6.58,129724,3216
0,1,119,33,0,100.0,0,7,4,5,1,0,44.44,50.0,0,6.58,1177719,7628
0,5,160,26,1,71.43,1,7,14,19,6,1,48.28,52.78,6,6.58,816808,3202
0,3,501,119,0,33.33,6,12,27,30,5,5,50.0,47.62,5,6.58,1467315,3205
1,4,404,61,0,40.0,2,11,16,20,3,3,57.14,52.63,2,6.58,1464852,3204
2,4,300,35,0,44.44,0,5,6,10,3,3,60.0,52.63,0,6.58,1112348,3219
5,7,798,108,0,31.82,7,15,41,48,27,14,38.32,37.21,13,6.58,1169586,3210
1,2,234,56,0,40.0,2,10,12,14,4,2,52.17,50.0,1,6.58,1087512,7629
1,2,801,68,1,100.0,0,9,0,2,0,9,0.0,100.0,0,6.58,989206,3218
0,14,458,74,0,63.64,4,13,15,29,7,4,34.88,44.62,10,6.58,974713,3202
0,1,70,21,0,33.33,5,4,9,10,1,1,60.0,55.56,3,6.58,896937,65676
0,3,360,33,0,100.0,1,4,1,4,0,4,100.0,100.0,0,6.58,31967,3202
0,7,1149,230,0,26.92,29,15,92,99,5,14,51.69,48.53,25,6.57,1162611,3205
2,11,452,59,0,78.57,2,7,16,27,16,5,30.77,40.91,4,6.57,1017450,3208
1,4,585,68,0,30.77,11,9,26,30,7,8,46.43,43.48,6,6.57,1485375,3205
0,0,44,9,0,0.0,0,3,3,3,1,0,60.0,60.0,1,6.57,1485505,3215
0,3,33,7,0,30.0,1,3,4,7,1,0,80.0,46.67,0,6.57,1018462,3205
2,6,601,84,0,35.29,1,8,11,17,4,7,47.83,42.5,0,6.56,295161,3210
1,12,1169,177,0,40.0,16,20,70,82,17,14,45.45,44.57,18,6.56,609736,36839
1,0,121,27,0,0.0,3,5,10,10,3,0,45.45,40.0,3,6.56,1415942,3215
2,2,130,28,0,40.0,2,7,9,11,3,0,37.5,37.93,8,6.56,1462243,3210
5,31,2026,359,0,50.82,4,24,44,75,27,24,40.0,43.86,12,6.56,824516,65676
1,0,115,24,0,0.0,0,7,7,7,1,1,46.67,46.67,2,6.56,1385660,3221
0,4,260,38,0,28.57,5,9,5,9,3,1,29.41,29.03,2,6.56,250339,7629
0,5,209,50,0,50.0,2,9,13,18,6,0,43.33,45.0,1,6.56,992978,4937
2,8,528,56,0,44.44,6,9,21,29,10,7,48.84,47.54,4,6.56,793850,3216
1,23,647,128,0,47.92,15,21,39,62,18,5,38.61,41.61,14,6.56,1116577,3208
4,16,474,85,0,43.24,10,16,16,32,9,4,38.1,40.51,11,6.55,814225,4937
0,7,1378,268,0,33.33,12,19,62,69,7,16,40.79,39.88,31,6.55,881912,3207
2,12,1157,196,1,32.43,35,20,74,86,24,13,47.74,44.79,21,6.55,1199242,3209
0,15,961,163,0,50.0,10,16,41,56,6,9,48.24,48.7,11,6.55,941096,3219
1,17,475,41,1,70.83,8,12,11,28,5,4,68.75,70.0,0,6.55,989843,36839
0,0,61,12,0,0.0,2,2,2,2,0,1,40.0,40.0,1,6.55,1131305,3206
0,2,270,73,0,22.22,5,6,27,29,7,3,50.0,46.03,5,6.55,1086993,3209
1,1,20,1,0,100.0,1,2,3,4,1,0,50.0,57.14,0,6.55,960297,3201
1,2,103,10,0,40.0,2,2,4,6,2,1,50.0,46.15,0,6.55,1085930,3205
1,0,534,110,1,0.0,11,14,31,31,10,4,46.27,41.89,11,6.55,1129432,3205
3,9,1047,165,0,28.13,27,22,52,61,25,11,40.94,38.36,18,6.55,981340,36837
7,13,1530,397,0,43.33,10,20,43,56,21,16,40.57,41.18,7,6.55,1183795,4937
1,5,265,65,0,62.5,3,10,12,17,8,2,37.5,42.5,5,6.54,1091058,3211
0,32,760,145,0,38.1,6,17,24,56,17,8,33.8,36.13,16,6.54,879625,65668
4,7,803,89,0,70.0,3,14,25,32,12,10,44.64,48.48,4,6.54,922458,36837
0,4,94,25,0,28.57,1,9,4,8,3,0,33.33,30.77,1,6.54,1117060,3221
2,1,398,88,0,14.29,8,11,25,26,4,5,43.1,40.0,12,6.54,1092303,3203
2,3,341,56,0,15.0,1,13,19,22,8,2,38.0,31.43,7,6.54,341101,42338
1,15,1076,141,0,37.5,9,16,34,49,15,12,41.98,40.5,11,6.54,895347,3205
3,9,1079,258,0,19.15,26,17,65,74,12,13,40.63,35.75,31,6.54,1020255,3209
1,9,530,115,0,40.91,7,16,39,48,10,6,41.49,41.38,9,6.53,1092322,3210
1,7,384,75,0,41.18,0,7,12,19,1,5,57.14,50.0,2,6.53,365990,3216
0,2,350,64,0,18.18,0,7,15,17,4,4,38.46,34.0,7,6.53,1406311,3215
0,4,179,35,0,40.0,2,8,5,9,1,1,38.46,39.13,1,6.53,1087026,3210
1,4,208,39,0,57.14,1,3,6,10,1,3,50.0,52.63,0,6.53,1162052,36833
0,6,355,41,0,40.0,7,9,17,23,1,2,56.67,51.11,3,6.53,295159,3211
0,6,419,54,0,31.58,0,14,10,16,8,2,38.46,35.56,1,6.53,1186698,3208
3,0,225,45,0,0.0,5,7,15,15,5,2,45.45,39.47,2,6.53,1201112,3221
2,1,163,47,0,20.0,5,7,14,15,4,1,43.75,40.54,2,6.53,1018383,36837
2,3,304,29,0,13.04,4,12,7,10,9,3,35.0,23.26,4,6.53,128211,3201
1,20,740,69,1,42.55,5,11,11,31,14,7,36.67,40.26,1,6.53,340013,4937
2,12,430,89,0,70.59,8,8,20,32,1,4,57.14,61.54,4,6.53,789358,4937
0,18,725,155,0,41.86,12,18,36,54,7,8,47.37,45.38,11,6.52,1113236,3219
3,18,1079,248,0,60.0,5,20,41,59,15,10,43.16,47.2,14,6.52,1087034,6074
1,8,313,61,0,47.06,10,11,23,31,8,3,47.92,47.69,7,6.52,1118095,65668
5,24,577,95,2,66.67,5,13,20,44,13,6,44.44,54.32,2,6.52,1384823,7629
2,1,155,34,0,25.0,1,8,8,9,4,1,33.33,32.14,6,6.52,1087068,3217
2,2,122,19,0,40.0,4,7,10,12,7,1,40.0,40.0,0,6.52,994455,4937
5,17,928,173,0,36.96,21,19,39,56,23,12,36.79,36.84,18,6.52,1092599,3216
1,18,355,61,0,38.3,2,14,11,29,6,0,35.48,37.18,6,6.52,1183525,3217
0,13,667,107,0,41.94,5,16,24,37,12,9,34.29,36.63,8,6.51,1021875,3204
1,4,414,57,0,28.57,5,8,15,19,6,6,42.86,38.78,6,6.51,1468139,3203
1,2,126,32,0,25.0,4,9,11,13,1,0,57.89,48.15,4,6.51,1018414,4937
2,10,579,111,0,71.43,8,10,38,48,8,7,54.29,57.14,2,6.51,912936,36833
1,20,730,126,0,35.09,4,20,23,43,9,7,31.51,33.08,18,6.51,1086329,65676
2,11,806,119,0,35.48,16,17,52,63,22,7,44.83,42.86,23,6.5,1086992,3217
0,0,38,4,0,0.0,0,2,1,1,4,0,14.29,12.5,0,6.5,1095005,4937
1,2,147,24,0,40.0,3,3,5,7,1,2,35.71,36.84,2,6.5,1485083,36839
0,1,374,59,0,50.0,3,7,14,15,2,4,33.33,34.09,8,6.5,846568,3212
2,9,306,56,0,81.82,3,5,9,18,5,3,64.29,72.0,0,6.5,1112784,3205
1,1,119,20,0,25.0,0,5,3,4,3,0,20.0,21.05,2,6.5,974306,36839
0,3,122,19,0,33.33,2,6,3,6,4,1,25.0,28.57,2,6.5,34135,36839
3,2,74,14,0,66.67,1,5,5,7,5,0,33.33,38.89,0,6.5,589292,36839
0,5,353,65,0,83.33,9,8,20,25,6,3,48.78,53.19,7,6.5,978991,3221
1,2,174,22,0,33.33,0,4,2,4,2,2,22.22,26.67,2,6.5,1173598,3210
0,1,164,29,0,20.0,0,4,5,6,1,1,50.0,40.0,0,6.5,922783,36833
0,0,68,12,0,0.0,1,4,4,4,0,0,57.14,50.0,2,6.5,1390760,7629
0,1,159,28,0,50.0,0,7,2,3,0,1,28.57,33.33,1,6.5,1179176,65668
0,0,25,8,0,0.0,0,2,1,1,1,0,25.0,16.67,0,6.5,1094993,42338
0,0,9,1,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.5,1384961,36839
0,3,8,6,0,100.0,0,1,1,4,0,0,33.33,66.67,2,6.5,1117077,3212
0,0,8,1,0,0.0,0,1,1,1,0,0,50.0,50.0,0,6.5,1066573,7628
0,0,11,2,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.5,1120461,36839
0,1,9,3,0,33.33,0,1,1,2,0,0,50.0,40.0,0,6.5,1086971,3212
0,0,13,3,0,0.0,0,1,1,1,0,0,100.0,100.0,0,6.5,1087001,3207
0,0,14,0,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.5,1381561,65668
0,0,9,1,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.5,1466651,36833
1,1,45,6,0,33.33,0,1,0,1,1,0,0.0,25.0,0,6.5,1086989,6074
0,0,54,10,0,0.0,0,1,3,3,1,1,42.86,37.5,3,6.5,1201090,36839
0,0,9,2,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.5,1466522,4937
0,3,9,6,1,100.0,0,1,0,3,1,0,0.0,75.0,0,6.5,1184611,65668
0,0,14,1,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.5,1484795,3209
0,0,97,15,0,0.0,1,2,8,8,1,1,80.0,80.0,0,6.5,1185976,3206
0,0,65,8,0,0.0,1,2,3,3,1,1,60.0,60.0,1,6.5,896783,65676
0,1,53,4,0,14.29,3,3,3,4,2,0,37.5,26.67,2,6.5,830879,65676
0,17,403,58,0,39.53,9,9,15,32,1,4,71.43,50.0,1,6.49,874567,3207
1,16,672,92,0,34.04,7,18,14,30,11,7,28.0,30.93,14,6.49,873890,3212
3,2,392,77,0,20.0,12,15,25,27,18,2,37.88,35.53,8,6.49,73019,3212
0,4,139,18,0,40.0,1,5,5,9,4,1,38.46,39.13,1,6.48,895234,3217
1,4,344,63,0,44.44,1,8,7,11,5,4,31.82,35.48,3,6.48,940689,3207
1,1,66,19,0,33.33,1,4,3,4,3,0,30.0,30.77,0,6.48,1485098,3212
0,1,419,56,0,6.25,1,7,9,10,3,6,52.94,30.3,0,6.47,1022262,65668
0,24,614,110,0,40.68,9,18,24,48,4,5,45.28,42.86,13,6.47,1085452,3204
0,6,536,96,0,50.0,20,13,33,39,7,4,47.83,48.15,12,6.47,1065613,3207
2,4,167,25,0,26.67,4,9,6,10,6,0,33.33,30.3,4,6.47,1087100,3217
2,14,1092,191,0,58.33,11,15,33,47,10,15,50.0,52.22,7,6.47,925222,3203
0,1,45,12,0,50.0,1,3,2,3,2,0,33.33,37.5,2,6.47,1384427,65668
0,0,35,9,0,0.0,0,4,0,0,1,0,0.0,0.0,1,6.47,33232,3202
1,7,770,168,1,53.85,4,12,22,29,15,9,32.84,36.25,6,6.46,830657,7628
1,3,94,26,0,42.86,0,5,3,6,3,1,42.86,42.86,1,6.46,153793,3215
1,6,666,100,0,60.0,2,10,12,18,9,8,34.29,40.0,3,6.46,1464535,3215
0,1,70,10,0,50.0,1,6,3,4,1,0,37.5,40.0,3,6.46,1017173,3221
2,12,452,91,0,66.67,3,7,15,27,9,5,37.5,46.55,5,6.46,358976,3207
2,2,192,26,1,50.0,1,9,8,10,10,2,26.67,29.41,5,6.46,869952,42338
2,1,594,102,0,7.69,10,13,26,27,12,5,41.27,35.53,12,6.45,1396478,65668
2,6,374,85,0,50.0,6,12,17,23,2,2,44.74,46.0,5,6.45,249899,65676
0,2,202,42,0,28.57,4,6,20,22,3,2,48.78,45.83,3,6.45,943167,42338
0,0,55,15,0,0.0,2,2,6,6,0,0,46.15,37.5,4,6.45,1087041,3219
0,2,205,48,0,50.0,4,7,11,13,4,1,55.0,54.17,1,6.44,146982,3217
0,0,148,30,0,0.0,0,3,2,2,2,2,25.0,20.0,2,6.43,947210,3221
1,1,99,13,0,50.0,0,3,3,4,3,1,27.27,30.77,1,6.43,1488743,6074
2,3,193,38,0,100.0,1,10,9,12,12,1,27.27,33.33,5,6.43,1087070,6074
0,2,373,69,1,10.0,5,17,19,21,19,2,33.33,27.27,8,6.43,1096798,36833
0,1,142,20,0,33.33,0,7,4,5,4,0,26.67,27.78,2,6.43,946179,3203
0,0,17,4,0,0.0,2,2,3,3,0,0,60.0,60.0,2,6.4,860052,42338
0,5,270,48,0,62.5,2,3,12,17,5,3,42.86,47.22,1,6.4,1201527,3215
0,0,8,2,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.4,1126363,4937
0,0,67,14,0,0.0,1,2,3,3,1,1,25.0,23.08,3,6.4,974685,3204
0,1,50,13,0,50.0,1,5,4,5,2,0,40.0,41.67,2,6.4,974689,3203
0,0,14,0,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.4,249409,3211
1,2,45,3,0,33.33,0,1,2,4,1,0,66.67,44.44,0,6.4,1117101,3216
0,1,14,2,0,100.0,1,1,1,2,0,0,100.0,100.0,0,6.4,1117022,3221
0,0,8,3,0,0.0,0,1,1,1,1,0,33.33,25.0,1,6.4,1086999,3206
0,2,41,7,0,33.33,0,2,0,2,0,0,0.0,20.0,3,6.4,1117089,3212
1,0,85,9,0,0.0,3,2,7,7,4,1,50.0,41.18,0,6.4,1199249,3209
0,0,180,18,0,0.0,0,2,1,1,1,2,50.0,50.0,0,6.4,830664,3206
1,1,134,23,0,100.0,3,2,5,6,2,2,35.71,40.0,3,6.4,1199307,3201
0,1,115,23,0,33.33,0,2,3,4,1,1,33.33,33.33,0,6.4,896798,42338
0,0,13,4,0,0.0,0,2,2,2,0,0,50.0,50.0,0,6.4,1199308,3207
2,8,518,87,0,29.63,9,19,30,38,23,3,30.93,30.65,19,6.39,1092305,36837
1,0,460,79,0,0.0,15,8,27,27,4,5,47.37,41.54,9,6.39,1003907,3207
1,9,437,113,1,52.94,5,9,16,25,11,3,36.36,40.98,4,6.39,1093193,3209
0,3,247,34,0,37.5,1,6,7,10,3,2,36.84,37.04,2,6.38,1392241,3204
4,6,531,63,0,31.58,5,18,23,29,21,5,29.49,29.9,11,6.38,331867,36833
0,6,252,53,0,46.15,5,10,17,23,5,2,47.22,46.94,4,6.38,1461801,3209
1,4,226,35,0,44.44,2,7,6,10,2,2,28.57,33.33,5,6.37,1185820,36837
1,1,248,38,0,33.33,6,13,16,17,6,2,55.17,53.13,4,6.36,993287,3218
1,2,142,27,0,20.0,5,6,8,10,2,1,61.54,43.48,2,6.36,798553,3219
0,2,86,24,0,50.0,2,5,5,7,2,0,25.0,29.17,8,6.36,1410924,3211
2,4,481,88,0,40.0,4,10,19,23,11,5,38.0,38.33,10,6.35,1066556,3202
2,7,142,28,0,43.75,4,9,7,14,6,0,29.17,35.0,3,6.34,1093117,36837
2,8,344,38,0,88.89,5,5,10,18,3,4,62.5,72.0,1,6.33,1110288,65668
1,7,470,89,0,41.18,2,11,28,35,12,4,34.15,35.35,9,6.32,1201515,3215
2,3,194,35,0,37.5,11,7,13,16,2,2,46.43,44.44,7,6.31,31978,3219
2,28,1231,336,1,59.57,16,17,78,106,19,15,48.45,50.96,17,6.3,943712,3205
0,0,58,10,0,0.0,2,1,2,2,1,1,33.33,20.0,3,6.3,1117035,3212
0,0,11,3,0,0.0,1,1,2,2,0,0,50.0,40.0,1,6.3,1102817,3215
0,0,18,0,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.3,1117067,3217
0,1,79,12,0,50.0,0,1,1,2,2,1,33.33,40.0,0,6.3,1185048,36839
1,0,11,5,0,0.0,0,1,1,1,1,0,50.0,50.0,0,6.3,1485084,36839
0,0,16,6,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.3,1018452,3205
0,0,12,3,0,0.0,0,1,1,1,0,0,25.0,25.0,1,6.3,1466521,36837
0,3,36,11,0,100.0,1,2,2,5,3,0,28.57,50.0,0,6.3,1086956,3206
0,0,79,21,0,0.0,2,2,2,2,1,1,33.33,28.57,1,6.3,1175560,3201
0,0,180,21,0,0.0,0,2,0,0,0,2,0.0,0.0,0,6.3,978370,7629
0,0,101,13,0,0.0,0,4,2,2,2,1,40.0,33.33,1,6.28,932883,3203
0,6,70,13,0,66.67,3,3,4,10,1,0,57.14,62.5,1,6.27,1485384,3206
1,1,47,18,0,100.0,4,3,6,7,2,0,33.33,36.84,3,6.27,980926,3205
0,0,119,34,0,0.0,1,3,7,7,0,1,35.0,33.33,6,6.27,1201412,3208
0,1,37,12,0,50.0,1,3,3,4,0,0,33.33,36.36,2,6.25,1382375,3215
0,1,118,35,0,12.5,4,5,7,8,2,0,28.0,24.24,11,6.24,1086986,65668
2,0,58,5,0,0.0,0,4,0,0,3,0,0.0,0.0,0,6.23,1086328,3218
0,6,221,23,0,66.67,1,5,9,15,4,2,69.23,68.18,0,6.22,1176234,36837
0,1,87,16,0,33.33,2,1,4,5,4,1,28.57,29.41,2,6.2,1086342,3218
0,0,90,3,1,0.0,0,1,0,0,0,1,0.0,0.0,0,6.2,876134,3211
0,2,90,14,0,40.0,1,1,3,5,4,1,33.33,35.71,1,6.2,1201093,36839
0,0,9,4,0,0.0,0,1,0,0,0,0,0.0,0.0,1,6.2,1492214,3204
0,0,18,2,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.2,1499028,6074
0,2,56,11,0,33.33,0,5,0,2,2,0,0.0,22.22,1,6.17,1496100,3215
0,6,155,27,1,30.0,4,3,10,16,4,2,43.48,37.21,4,6.13,1464026,3201
0,0,12,6,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.1,1112870,42338
0,0,42,16,0,0.0,0,2,3,3,1,0,42.86,42.86,1,6.1,947963,3210
0,0,51,6,1,0.0,0,1,6,6,3,1,60.0,60.0,1,6.0,1086976,3201
0,0,90,15,0,0.0,0,1,3,3,0,1,42.86,30.0,0,5.9,1131032,3202
0,1,90,9,0,50.0,1,1,1,2,0,1,100.0,66.67,0,5.8,816599,6074
0,1,35,12,0,33.33,1,1,2,3,1,0,22.22,25.0,4,5.7,966177,36839
1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,990069,3221
2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,122654,36833
1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,1086285,3208
0,0,1,2,0,0.0,1,1,2,2,0,0,50.0,50.0,1,0.0,1482391,3209
0,2,4,2,0,100.0,0,1,0,2,0,0,0.0,100.0,0,0.0,966164,3210
0,0,1,1,0,0.0,0,1,1,1,0,0,100.0,100.0,0,0.0,1150471,3218
0,0,1,0,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,1381756,3201
0,0,1,2,0,0.0,0,1,1,1,0,0,100.0,100.0,0,0.0,980541,36833
0,1,2,2,0,100.0,0,2,0,1,0,0,0.0,50.0,0,0.0,1507306,3210
