,name,slug,shortName,position,height,preferredFoot,userCount,player.id,shirtNumber,dateOfBirth,contractUntil,team.id,proposedMarketValue,country.alpha2,country.name,proposedMarketValueRaw.value,proposedMarketValueRaw.currency,player.image,goals,successfulDribblesPercentage,blockedShots,penaltyWon,goalsFromOutsideTheBox,hitWoodwork,expectedGoals,totalShots,goalConversionPercentage,shotFromSetPiece,headedGoals,offsides,bigChancesMissed,shotsOnTarget,penaltiesTaken,freeKickGoal,leftFootGoals,penaltyConversion,successfulDribbles,shotsOffTarget,penaltyGoals,goalsFromInsideTheBox,rightFootGoals,setPieceConversion,tackles,errorLeadToGoal,interceptions,errorLeadToShot,penaltyConceded,ownGoals,clearances,dribbledPast,saves,savedShotsFromInsideTheBox,punches,crossesNotClaimed,cleanSheet,savedShotsFromOutsideTheBox,runsOut,penaltyFaced,goalsConcededInsideTheBox,successfulRunsOut,penaltySave,goalsConcededOutsideTheBox,highClaims,bigChancesCreated,totalPasses,accurateFinalThirdPasses,accurateLongBalls,assists,accuratePassesPercentage,keyPasses,accurateLongBallsPercentage,accuratePasses,accurateOwnHalfPasses,accurateCrosses,passToAssist,inaccuratePasses,accurateOppositionHalfPasses,accurateCrossesPercentage,yellowCards,aerialDuelsWon,minutesPlayed,possessionLost,redCards,aerialDuelsWonPercentage,wasFouled,appearances,groundDuelsWon,totalDuelsWon,fouls,matchesStarted,groundDuelsWonPercentage,totalDuelsWonPercentage,dispossessed
328,Léo Mana,leo-mana,L. Mana,D,179.0,Right,193,1170769,13.0,2004-04-06,2026-04-30,72016,135000.0,BR,Brazil,135000.0,EUR,https://api.sofascore.app/api/v1/player/1170769/image,0,33.33,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,93,16,6,0,82.8,0,85.71,77,39,0,0,16,38,0.0,1,4,134,24,0,66.67,0,3,3,7,2,2,42.86,53.85,0
329,Danilo Barbosa,danilo-barbosa,Danilo Barbosa,M,182.0,Right,326,330063,5.0,1996-02-28,2025-06-30,1958,2100000.0,BR,Brazil,2100000.0,EUR,https://api.sofascore.app/api/v1/player/330063/image,3,64.71,0,0,0,0,0.97,9,33.33,0,3,1,1,4,0,0,0,0.0,11,5,0,3,0,0.0,17,0,15,0,0,0,35,7,0,0,0,0,0,0,0,0,12,0,0,2,0,0,343,56,17,0,77.55,2,45.95,266,130,0,0,77,136,0.0,3,14,839,114,0,66.67,23,21,51,65,13,8,57.3,59.09,12
330,Bruno Zapelli,bruno-zapelli,Bruno Zapelli,M,181.0,Right,922,1092354,10.0,2002-05-16,2028-07-01,1967,5800000.0,AR,Argentina,5800000.0,EUR,https://api.sofascore.app/api/v1/player/1092354/image,2,51.11,10,0,0,1,2.44,31,6.45,0,0,1,5,5,0,0,0,0.0,23,16,0,2,2,0.0,16,0,7,0,0,0,2,7,0,0,0,0,0,0,0,0,9,0,0,5,0,1,519,162,23,2,79.77,19,65.71,414,121,7,0,105,300,20.0,0,7,1123,217,0,36.84,13,19,51,58,14,13,42.15,41.43,28
331,Matheus Jussa,matheus-jussa,Matheus Jussa,M,183.0,Left,150,794849,18.0,1996-03-22,2023-12-31,1954,1300000.0,BR,Brazil,1300000.0,EUR,https://api.sofascore.app/api/v1/player/794849/image,1,81.25,5,0,0,0,1.19,21,4.76,0,1,0,1,9,0,0,0,0.0,13,7,0,1,0,0.0,34,0,15,0,0,0,28,11,0,0,0,0,7,0,0,0,12,0,0,3,0,0,791,125,39,0,83.69,12,45.88,662,357,1,0,129,306,33.33,9,26,1774,168,0,53.06,7,24,54,80,44,21,46.55,48.48,8
332,Allan,allan,Allan,M,172.0,Left,1226,828839,21.0,1997-03-03,2027-12-31,5981,6300000.0,BR,Brazil,6300000.0,EUR,https://api.sofascore.app/api/v1/player/828839/image,0,100.0,2,0,0,0,0.09,4,0.0,0,0,0,0,1,0,0,0,0.0,2,1,0,0,0,0.0,12,0,7,0,0,0,4,13,0,0,0,0,0,0,0,0,6,0,0,1,0,0,386,97,21,0,87.05,6,55.26,336,113,1,0,50,224,33.33,0,2,460,60,0,40.0,8,8,22,24,8,4,47.83,47.06,3
333,Juninho,juninho,Juninho,M,173.0,Right,250,330691,8.0,1987-10-23,2024-12-31,1973,315000.0,BR,Brazil,315000.0,EUR,https://api.sofascore.app/api/v1/player/330691/image,3,57.58,5,1,0,0,2.27,25,12.0,0,1,2,1,10,0,0,2,0.0,19,10,0,3,0,0.0,42,0,29,0,0,0,37,36,0,0,0,0,2,0,0,0,56,0,0,9,0,4,858,231,24,2,74.13,41,37.5,636,234,13,0,222,415,29.55,4,21,2765,351,0,35.59,34,34,93,114,31,30,47.94,45.06,21
334,Felipe Melo,felipe-melo,F. Melo,D,183.0,Right,1209,4811,30.0,1983-06-26,2024-12-31,1961,160000.0,BR,Brazil,160000.0,EUR,https://api.sofascore.app/api/v1/player/4811/image,2,66.67,0,0,0,0,0.33,3,66.67,0,1,0,0,2,0,0,0,0.0,4,1,0,2,1,0.0,11,0,6,0,1,0,42,6,0,0,0,0,0,0,0,0,9,0,0,2,0,0,806,80,59,0,89.83,2,59.6,724,464,0,0,82,260,0.0,8,26,950,91,1,61.9,9,18,23,49,12,17,52.27,56.98,1
335,Julio Furch,julio-furch,J. Furch,F,189.0,Right,339,787551,11.0,1989-07-29,2025-06-30,1968,1100000.0,AR,Argentina,1100000.0,EUR,https://api.sofascore.app/api/v1/player/787551/image,3,77.78,2,0,0,2,2.55,15,20.0,0,0,3,3,9,0,0,3,0.0,7,4,0,3,0,0.0,6,0,2,0,0,0,8,5,0,0,0,0,0,0,0,0,8,0,0,2,0,1,154,41,3,0,68.18,7,60.0,105,31,1,0,49,75,33.33,2,24,502,75,0,51.06,7,20,20,44,6,3,54.05,52.38,4
336,Everaldo,everaldo,Everaldo,M,172.0,Right,172,923951,37.0,1994-05-28,2025-12-31,1973,1000000.0,BR,Brazil,1000000.0,EUR,https://api.sofascore.app/api/v1/player/923951/image,1,40.54,8,0,0,3,1.23,20,5.0,0,0,6,1,4,0,0,0,0.0,15,8,0,1,1,0.0,21,0,6,0,0,0,4,16,0,0,0,0,0,0,0,0,24,0,0,3,0,4,343,128,11,3,83.38,21,61.11,286,93,9,0,57,202,18.75,7,8,1166,161,0,42.11,33,20,69,77,19,14,50.36,49.36,11
337,Bruno Praxedes,bruno-praxedes,B. Praxedes,M,186.0,Left,521,1018093,21.0,2002-02-08,2023-12-31,1974,5600000.0,BR,Brazil,5600000.0,EUR,https://api.sofascore.app/api/v1/player/1018093/image,1,67.86,7,0,0,0,1.41,20,5.0,0,1,3,1,6,0,0,0,0.0,19,7,0,1,0,0.0,32,0,9,0,0,0,10,18,0,0,0,0,4,0,0,0,13,0,0,3,0,2,607,116,28,2,80.23,8,48.28,487,240,0,0,120,247,0.0,2,10,1250,179,0,35.71,18,20,68,78,18,17,55.28,51.66,11
338,Marlon Lopes,marlon-lopes,Marlon,D,177.0,Left,124,870933,6.0,1994-02-13,2025-12-31,1973,670000.0,BR,Brazil,670000.0,EUR,https://api.sofascore.app/api/v1/player/870933/image,1,62.86,4,0,1,0,0.48,11,9.09,0,0,0,0,3,0,0,0,0.0,22,4,0,0,1,0.0,35,0,30,0,0,1,28,14,0,0,0,0,1,0,0,0,32,0,0,6,0,0,632,131,35,1,79.91,18,59.32,505,235,10,0,127,280,16.67,2,16,1582,241,0,44.44,37,25,94,110,15,17,64.83,60.77,11
339,Pedro Raul,pedro-raul,Pedro Raul,F,191.0,Right,1742,866911,9.0,1996-11-05,,1931,4900000.0,BR,Brazil,4900000.0,EUR,https://api.sofascore.app/api/v1/player/866911/image,2,75.0,3,0,0,1,2.64,22,9.09,1,1,9,3,9,0,0,0,0.0,9,10,0,2,1,0.0,3,0,5,0,0,0,11,5,0,0,0,0,0,0,0,0,14,0,0,2,0,1,177,40,1,0,63.84,8,50.0,113,42,1,0,64,72,33.33,3,31,835,110,0,41.33,10,12,22,53,13,9,37.93,39.85,15
340,Bruno Uvini,bruno-uvini,Bruno Uvini,D,187.0,Right,196,158267,15.0,1991-06-03,2023-12-31,5926,485000.0,BR,Brazil,485000.0,EUR,https://api.sofascore.app/api/v1/player/158267/image,1,100.0,1,0,0,2,0.78,14,7.14,0,1,0,0,6,0,0,0,0.0,1,7,0,1,0,0.0,16,0,22,0,1,0,64,9,0,0,0,0,1,0,0,0,25,0,0,2,0,1,519,37,11,0,75.34,3,21.57,391,244,0,0,128,147,0.0,4,42,1446,135,0,52.5,7,20,24,66,14,16,53.33,52.8,1
341,Thiago Santos,thiago-santos,Thiago Santos,M,181.0,Right,251,378590,29.0,1989-09-05,2024-12-31,1961,260000.0,BR,Brazil,260000.0,EUR,https://api.sofascore.app/api/v1/player/378590/image,0,72.73,2,0,0,0,0.22,6,0.0,0,0,0,1,1,0,0,0,0.0,8,3,0,0,0,0.0,15,0,12,0,0,0,31,7,0,0,0,0,1,0,0,0,7,0,0,1,0,0,500,49,41,0,84.0,1,53.25,420,282,2,0,80,140,66.67,5,18,694,93,1,66.67,8,14,31,49,18,8,50.0,55.06,3
342,Sidimar,sidimar,Sidimar,D,185.0,Right,44,312072,4.0,1992-07-09,2024-12-31,1960,320000.0,BR,Brazil,320000.0,EUR,https://api.sofascore.app/api/v1/player/312072/image,0,0.0,3,0,0,0,0.72,10,0.0,0,0,1,1,2,0,0,0,0.0,0,5,0,0,0,0.0,14,0,11,0,0,1,79,4,0,0,0,0,2,0,0,0,20,0,0,0,0,0,384,16,31,0,85.94,4,50.82,330,246,0,0,54,84,0.0,2,37,1038,58,0,72.55,8,18,22,59,9,12,61.11,67.82,1
343,Lucas Barbosa,lucas-barbosa,L. Barbosa,M,193.0,Left,157,1067641,21.0,2001-02-22,2026-07-31,1968,1000000.0,BR,Brazil,1000000.0,EUR,https://api.sofascore.app/api/v1/player/1067641/image,0,37.5,1,0,0,0,0.41,5,0.0,0,0,0,1,2,0,0,0,0.0,3,2,0,0,0,0.0,16,0,4,0,0,0,6,6,0,0,0,0,0,0,0,0,1,0,0,2,0,1,82,17,3,0,58.54,3,37.5,48,18,1,0,34,31,33.33,0,6,207,50,0,54.55,6,9,25,31,11,1,50.0,50.82,3
344,Marçal,marcal,Marçal,D,178.0,Left,523,143593,21.0,1989-02-19,2024-12-31,1958,970000.0,BR,Brazil,970000.0,EUR,https://api.sofascore.app/api/v1/player/143593/image,0,47.62,1,0,0,0,0.23,8,0.0,1,0,0,1,1,0,0,0,0.0,10,6,0,0,0,0.0,37,0,39,0,0,0,40,19,0,0,0,0,6,0,0,0,16,0,0,4,0,0,787,155,39,3,79.16,27,41.94,623,277,29,0,164,375,26.13,8,30,1629,304,1,53.57,17,22,63,93,39,20,48.09,49.73,5
345,Ricardo Silva,ricardo-silva,R. Silva,D,190.0,Left,59,599700,45.0,1992-08-13,2023-12-31,1973,280000.0,BR,Brazil,280000.0,EUR,https://api.sofascore.app/api/v1/player/599700/image,0,100.0,0,0,0,0,0.34,6,0.0,0,0,0,0,3,0,0,0,0.0,5,3,0,0,0,0.0,24,1,28,0,0,0,89,10,0,0,0,0,1,0,0,0,29,0,0,5,0,0,611,43,41,0,77.09,2,43.62,471,321,0,0,140,150,0.0,3,58,1572,153,0,69.05,15,19,43,101,21,17,57.33,63.52,2
346,Fábio Santos,fabio-santos,Fábio Santos,D,179.0,Left,876,35519,6.0,1985-09-16,2023-12-31,1957,210000.0,BR,Brazil,210000.0,EUR,https://api.sofascore.app/api/v1/player/35519/image,4,80.0,1,0,0,0,4.04,8,50.0,0,0,1,1,5,5,0,4,80.0,4,2,4,4,0,0.0,23,0,19,0,0,0,44,14,0,0,0,0,2,0,0,0,22,0,0,4,0,0,909,170,24,1,83.83,9,38.71,762,358,4,0,147,408,14.29,7,29,1606,201,0,60.42,26,24,51,80,22,19,57.3,58.39,2
347,Rafael Ratão,rafael-ratao,R. Ratão,F,182.0,Right,508,352838,11.0,1995-11-30,2026-12-31,1955,2300000.0,BR,Brazil,2300000.0,EUR,https://api.sofascore.app/api/v1/player/352838/image,4,41.38,8,0,0,0,2.86,24,16.67,0,0,1,2,11,0,0,0,0.0,12,5,0,4,4,0.0,25,0,2,0,0,0,2,16,0,0,0,0,0,0,0,0,13,0,0,0,0,2,308,104,9,1,78.57,7,60.0,242,59,0,0,66,183,0.0,2,10,818,131,0,43.48,11,18,48,58,12,8,44.44,44.27,15
348,Rômulo,romulo,Rômulo,M,182.0,Right,155,989384,40.0,2000-03-01,2023-12-31,1966,210000.0,BR,Brazil,210000.0,EUR,https://api.sofascore.app/api/v1/player/989384/image,1,37.5,3,0,0,1,1.04,13,7.69,0,0,1,0,3,0,0,0,0.0,3,7,0,1,1,0.0,26,0,17,0,0,0,28,9,0,0,0,0,2,0,0,0,10,0,0,3,0,0,597,89,12,0,84.09,3,35.29,502,261,1,0,95,242,10.0,2,23,1228,139,0,56.1,27,20,56,79,18,12,60.22,58.96,7
349,Rayan,rayan,Rayan,F,185.0,Left,881,1464966,77.0,2006-08-03,2025-12-31,1974,1500000.0,BR,Brazil,1500000.0,EUR,https://api.sofascore.app/api/v1/player/1464966/image,1,45.45,4,0,0,0,0.77,11,9.09,0,0,0,0,3,0,0,1,0.0,5,4,0,1,0,0.0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,78,29,4,0,78.21,3,100.0,61,18,0,0,17,43,0.0,2,5,265,33,0,31.25,3,6,10,15,3,3,40.0,36.59,4
350,Matías Galarza,matias-galarza,Matías Galarza,M,175.0,Left,462,1105836,8.0,2002-02-11,2024-12-31,3210,920000.0,PY,Paraguay,920000.0,EUR,https://api.sofascore.app/api/v1/player/1105836/image,1,77.78,4,0,0,0,0.63,9,11.11,0,0,0,0,2,0,0,1,0.0,7,3,0,1,0,0.0,15,0,6,0,0,0,3,10,0,0,0,0,0,0,0,0,7,0,0,1,0,0,121,20,1,0,73.55,2,12.5,89,48,3,0,32,44,30.0,1,5,415,54,0,35.71,4,10,26,31,7,4,59.09,53.45,0
351,Vanderlan,vanderlan,Vanderlan,D,183.0,Left,636,1067640,6.0,2002-09-07,2027-12-31,1963,3600000.0,BR,Brazil,3600000.0,EUR,https://api.sofascore.app/api/v1/player/1067640/image,0,55.56,2,0,0,0,0.28,6,0.0,0,0,1,1,1,0,0,0,0.0,10,3,0,0,0,0.0,27,0,10,0,0,0,16,2,0,0,0,0,1,0,0,0,9,0,0,1,0,1,241,50,3,2,76.76,7,20.0,185,83,5,0,56,107,18.52,5,4,794,118,0,22.22,5,12,42,46,16,8,56.76,50.0,7
352,Pedrinho,pedrinho,Pedrinho,D,177.0,Left,154,1100817,23.0,2002-07-11,2028-06-30,3313,970000.0,BR,Brazil,970000.0,EUR,https://api.sofascore.app/api/v1/player/1100817/image,0,50.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,6,0,9,0,0,0,8,5,0,0,0,0,1,0,0,0,4,0,0,1,0,0,165,35,4,0,81.21,3,26.67,134,77,1,0,31,58,16.67,1,2,360,58,0,33.33,5,4,12,14,4,4,48.0,45.16,3
353,Henry Mosquera,henry-mosquera,H. Mosquera,M,175.0,Right,249,1170680,16.0,2001-11-15,2027-12-31,1999,1400000.0,CO,Colombia,1400000.0,EUR,https://api.sofascore.app/api/v1/player/1170680/image,2,55.68,10,0,1,1,1.46,23,8.7,0,0,3,1,6,0,0,0,0.0,49,7,0,1,2,0.0,12,0,1,0,0,0,3,6,0,0,0,0,1,0,0,0,11,0,0,1,0,5,302,137,4,2,79.47,24,50.0,240,40,4,0,62,204,13.79,1,4,957,190,0,28.57,17,19,78,82,28,9,44.07,42.93,26
354,Luis Guilherme,luis-guilherme,Luis Guilherme,F,175.0,Left,1100,1464248,31.0,2006-02-09,2026-06-30,1963,7300000.0,BR,Brazil,7300000.0,EUR,https://api.sofascore.app/api/v1/player/1464248/image,0,66.67,5,0,0,2,0.75,15,0.0,0,0,3,0,3,0,0,0,0.0,22,7,0,0,0,0.0,3,0,6,0,0,0,2,9,0,0,0,0,0,0,0,0,5,0,0,1,0,1,206,64,14,0,80.58,12,70.0,166,50,11,0,40,127,34.38,0,5,574,109,0,55.56,21,19,46,51,11,4,51.11,51.52,13
355,Natanael,natanael,Natanael,D,172.0,Right,206,1046805,16.0,2002-01-05,2025-12-31,1982,2300000.0,BR,Brazil,2300000.0,EUR,https://api.sofascore.app/api/v1/player/1046805/image,0,47.73,3,0,0,1,0.71,17,0.0,0,0,5,1,8,0,0,0,0.0,21,6,0,0,0,0.0,86,1,30,0,1,0,56,32,0,0,0,0,6,0,0,0,31,0,0,11,0,1,808,158,34,1,79.08,15,47.22,639,326,17,0,169,330,22.97,7,30,2330,352,0,46.88,29,31,135,165,49,27,51.72,50.77,26
356,Enner Valencia,enner-valencia,Enner Valencia,F,178.0,Right,7568,106456,13.0,1989-11-04,2026-06-30,1966,3400000.0,EC,Ecuador,3400000.0,EUR,https://api.sofascore.app/api/v1/player/106456/image,8,33.33,8,1,0,1,8.2,51,15.69,3,1,21,11,25,2,0,1,50.0,16,18,1,8,6,0.0,4,0,2,0,0,0,9,4,0,0,0,0,2,0,0,0,15,0,0,4,0,0,225,70,2,1,76.0,15,40.0,171,50,4,0,54,125,22.22,4,22,1336,187,0,29.33,31,20,51,73,21,16,39.23,35.61,28
357,André Henrique,andre-henrique,A. Henrique,F,189.0,Right,173,1463912,77.0,2001-12-17,2023-12-31,5926,530000.0,BR,Brazil,530000.0,EUR,https://api.sofascore.app/api/v1/player/1463912/image,3,71.43,3,0,1,0,1.27,14,21.43,0,1,0,2,4,0,0,0,0.0,10,7,0,2,2,0.0,9,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,126,39,0,0,77.78,5,0.0,98,26,0,0,28,72,0.0,1,18,383,53,0,42.86,7,20,26,44,7,1,57.78,50.57,6
358,Giuliano,giuliano,Giuliano,M,172.0,Right,1235,90862,20.0,1990-05-31,2023-12-31,1957,1200000.0,BR,Brazil,1200000.0,EUR,https://api.sofascore.app/api/v1/player/90862/image,2,61.11,6,0,0,0,1.42,22,9.09,0,1,0,0,7,0,0,0,0.0,11,9,0,2,1,0.0,34,0,12,0,0,0,17,30,0,0,0,0,1,0,0,0,18,0,0,3,0,1,878,159,30,1,87.93,15,66.67,772,355,1,0,106,418,14.29,2,14,1590,159,0,35.0,17,29,62,76,19,18,48.44,45.24,12
359,Marinho,marinho,Marinho,M,169.0,Left,2481,798127,12.0,1990-05-29,2025-12-31,2020,970000.0,BR,Brazil,970000.0,EUR,https://api.sofascore.app/api/v1/player/798127/image,1,46.51,14,3,1,0,3.06,40,2.5,6,0,8,4,12,1,1,1,0.0,20,14,0,0,0,16.67,14,0,3,0,0,0,3,21,0,0,0,0,0,0,0,0,14,0,0,1,0,2,272,107,15,1,80.88,21,71.43,220,42,16,0,52,194,23.19,6,4,1151,192,0,22.22,60,23,93,97,20,14,53.45,50.52,19
360,Nicolás Hernández,nicolas-hernandez,N. Hernández,D,180.0,Left,276,887155,22.0,1998-01-18,2024-12-31,1966,775000.0,CO,Colombia,775000.0,EUR,https://api.sofascore.app/api/v1/player/887155/image,0,50.0,2,1,0,1,0.21,4,0.0,0,0,0,0,0,0,0,0,0.0,1,2,0,0,0,0.0,16,0,9,2,0,1,62,5,0,0,0,0,3,0,0,0,17,0,0,2,0,2,760,63,45,2,87.89,2,48.91,668,403,1,0,92,266,20.0,6,16,1316,104,0,42.11,8,23,25,41,14,12,54.35,48.81,2
361,Edenilson,edenilson,Edenilson,M,175.0,Right,680,221636,8.0,1989-12-18,2024-12-31,1977,1700000.0,BR,Brazil,1700000.0,EUR,https://api.sofascore.app/api/v1/player/221636/image,1,43.75,0,0,0,1,0.54,7,14.29,0,0,0,0,3,0,0,0,0.0,7,4,0,1,1,0.0,20,0,16,0,0,0,12,10,0,0,0,0,1,0,0,0,10,0,0,0,0,1,588,99,23,2,86.05,16,67.65,506,250,2,0,82,258,18.18,1,11,1270,136,0,37.93,12,26,39,50,16,13,46.99,44.64,11
362,Gabriel Baralhas,gabriel-baralhas,Gabriel Baralhas,M,178.0,Right,190,922575,8.0,1998-10-10,2023-12-31,7314,965000.0,BR,Brazil,965000.0,EUR,https://api.sofascore.app/api/v1/player/922575/image,0,0.0,1,0,0,0,0.1,4,0.0,0,0,0,0,1,0,0,0,0.0,0,2,0,0,0,0.0,7,0,5,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,2,0,0,142,16,4,0,83.1,1,40.0,118,61,0,0,24,57,0.0,0,2,235,26,0,50.0,3,5,10,12,5,2,55.56,54.55,0
363,Matheus Babi,matheus-babi,Matheus Babi,F,191.0,Right,369,1007431,9.0,1997-07-18,2023-12-31,1960,1600000.0,BR,Brazil,1600000.0,EUR,https://api.sofascore.app/api/v1/player/1007431/image,4,35.71,6,0,0,1,2.56,27,14.81,0,4,9,4,11,0,0,0,0.0,5,10,0,4,0,0.0,7,0,1,0,0,0,9,7,0,0,0,0,0,0,0,0,16,0,0,0,0,0,173,33,5,0,70.52,6,71.43,122,54,0,0,51,68,0.0,4,44,881,100,0,44.0,22,16,34,78,22,8,39.53,41.94,16
364,Guilherme Augusto,guilherme-augusto,Guilherme Augusto,M,178.0,Right,286,844605,29.0,1995-04-13,2023-12-31,2020,825000.0,BR,Brazil,825000.0,EUR,https://api.sofascore.app/api/v1/player/844605/image,2,45.0,13,0,1,2,3.67,33,6.06,2,1,4,4,13,0,0,0,0.0,18,7,0,1,1,0.0,24,0,13,0,0,0,12,14,0,0,0,0,0,0,0,0,16,0,0,3,0,2,376,100,18,3,73.14,17,45.0,275,94,9,0,101,190,15.52,3,22,1280,225,0,40.74,28,28,70,92,12,14,53.85,50.0,14
365,Derik Lacerda,derik-lacerda,D. Lacerda,F,190.0,Right,99,994190,22.0,1999-09-27,2023-12-31,49202,485000.0,BR,Brazil,485000.0,EUR,https://api.sofascore.app/api/v1/player/994190/image,0,66.67,7,1,0,1,1.7,18,0.0,0,0,0,2,2,0,0,0,0.0,16,9,0,0,0,0.0,10,0,3,0,0,0,2,7,0,0,0,0,0,0,0,0,4,0,0,0,0,2,141,50,4,1,84.4,7,66.67,119,38,0,0,22,81,0.0,0,10,554,69,0,45.45,21,17,47,57,20,4,52.81,51.35,12
366,Vinícius,vinicius,Vinícius,M,180.0,Right,145,124807,7.0,1993-08-03,2025-12-31,1960,1100000.0,BR,Brazil,1100000.0,EUR,https://api.sofascore.app/api/v1/player/124807/image,0,58.54,13,0,0,1,1.57,33,0.0,1,0,4,0,8,0,0,0,0.0,24,12,0,0,0,0.0,19,0,12,0,0,0,21,12,0,0,0,0,0,0,0,0,15,0,0,0,0,2,427,136,15,2,71.9,18,39.47,307,87,7,0,120,227,12.73,1,10,1186,225,0,47.62,14,23,56,66,19,13,49.56,49.25,10
367,Gabriel Boschilia,gabriel-boschilia,G. Boschilia,M,173.0,Left,253,358540,35.0,1996-03-05,,1982,1600000.0,BR,Brazil,1600000.0,EUR,https://api.sofascore.app/api/v1/player/358540/image,1,73.33,3,0,1,0,1.1,15,6.67,2,0,0,2,6,0,0,1,0.0,11,6,0,0,0,0.0,12,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,8,0,0,3,0,1,162,52,4,1,85.19,5,26.67,138,46,3,0,24,95,20.0,1,2,342,59,0,28.57,7,11,30,32,6,3,57.69,54.24,6
368,Alex Nascimento,alex-nascimento,A. Nascimento,D,189.0,Left,143,931556,31.0,1999-05-10,2024-12-31,1968,630000.0,BR,Brazil,630000.0,EUR,https://api.sofascore.app/api/v1/player/931556/image,0,100.0,1,0,0,0,0.14,4,0.0,0,0,0,0,2,0,0,0,0.0,2,1,0,0,0,0.0,9,0,8,0,0,0,10,2,0,0,0,0,0,0,0,0,8,0,0,0,0,1,244,8,7,0,90.57,2,50.0,221,181,0,0,23,40,0.0,1,6,465,30,0,50.0,5,6,16,22,4,5,66.67,61.11,2
369,Yani Quintero,yani-quintero,Yani Quintero,D,182.0,Right,44,1000298,14.0,2002-02-17,2023-12-31,223387,160000.0,CO,Colombia,160000.0,EUR,https://api.sofascore.app/api/v1/player/1000298/image,0,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,10,5,0,83.02,0,71.43,44,23,0,0,9,21,0.0,1,3,99,11,0,100.0,1,3,6,9,5,1,50.0,60.0,0
370,Jamerson,jamerson,Jamerson,D,177.0,Left,101,972373,83.0,1998-09-09,2025-12-31,1982,1100000.0,BR,Brazil,1100000.0,EUR,https://api.sofascore.app/api/v1/player/972373/image,0,62.03,3,0,0,0,0.43,15,0.0,3,0,3,0,5,0,0,0,0.0,49,7,0,0,0,0.0,45,0,27,0,0,0,34,13,0,0,0,0,2,0,0,0,33,0,0,11,0,3,631,125,33,1,80.19,15,49.25,506,250,15,0,125,271,26.32,4,25,1805,283,1,54.35,11,28,105,130,22,21,57.38,56.77,13
371,Alex Teixeira,alex-teixeira,A. Teixeira,F,173.0,Both,917,39649,7.0,1990-01-06,2023-12-31,1974,955000.0,BR,Brazil,955000.0,EUR,https://api.sofascore.app/api/v1/player/39649/image,1,50.0,3,0,0,0,3.08,24,4.17,0,1,10,5,7,0,0,0,0.0,20,14,0,1,0,0.0,9,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,16,0,0,2,0,3,281,86,2,3,85.41,13,50.0,240,90,8,0,41,158,36.36,1,23,1150,110,0,41.07,23,22,52,75,26,13,49.06,46.3,9
372,Lucas Moura,lucas-moura,L. Moura,M,172.0,Right,7123,149710,7.0,1992-08-13,2023-12-31,1981,6400000.0,BR,Brazil,6400000.0,EUR,https://api.sofascore.app/api/v1/player/149710/image,1,60.78,2,0,1,1,1.03,15,6.67,5,0,0,1,5,0,0,0,0.0,31,8,0,0,1,0.0,5,0,6,0,1,0,8,11,0,0,0,0,1,0,0,0,8,0,0,1,0,0,325,115,7,0,76.0,12,50.0,247,65,3,0,78,185,21.43,0,13,829,148,0,54.17,27,13,62,75,10,9,50.0,50.68,21
373,Lucas Crispim,lucas-crispim,L. Crispim,M,178.0,Right,275,795178,10.0,1994-04-19,2023-12-31,2020,2100000.0,BR,Brazil,2100000.0,EUR,https://api.sofascore.app/api/v1/player/795178/image,0,40.0,2,0,0,2,0.24,8,0.0,3,0,1,0,1,0,0,0,0.0,2,5,0,0,0,0.0,6,0,3,0,0,0,7,7,0,0,0,0,0,0,0,0,5,0,0,2,0,0,323,83,17,0,86.69,13,58.62,280,82,6,0,43,204,50.0,0,8,491,61,0,66.67,7,15,15,23,6,5,45.45,51.11,2
374,Wesley França,wesley-franca,W. França,D,173.0,Right,1074,1134200,43.0,2003-09-06,2025-12-31,5981,2700000.0,BR,Brazil,2700000.0,EUR,https://api.sofascore.app/api/v1/player/1134200/image,1,44.29,3,2,0,1,1.09,14,7.14,0,0,9,1,5,0,0,0,0.0,31,6,0,1,1,0.0,72,1,40,0,1,0,57,36,0,0,0,0,8,0,0,0,29,0,0,3,0,4,1222,356,18,1,87.81,24,39.13,1073,395,14,1,149,692,22.22,3,40,2496,366,0,52.63,43,33,146,186,47,27,47.25,48.31,41
