,name,slug,shortName,position,height,preferredFoot,userCount,player.id,shirtNumber,dateOfBirth,contractUntil,team.id,proposedMarketValue,country.alpha2,country.name,proposedMarketValueRaw.value,proposedMarketValueRaw.currency,player.image,goals,successfulDribblesPercentage,blockedShots,penaltyWon,goalsFromOutsideTheBox,hitWoodwork,expectedGoals,totalShots,goalConversionPercentage,shotFromSetPiece,headedGoals,offsides,bigChancesMissed,shotsOnTarget,penaltiesTaken,freeKickGoal,leftFootGoals,penaltyConversion,successfulDribbles,shotsOffTarget,penaltyGoals,goalsFromInsideTheBox,rightFootGoals,setPieceConversion,tackles,errorLeadToGoal,interceptions,errorLeadToShot,penaltyConceded,ownGoals,clearances,dribbledPast,saves,savedShotsFromInsideTheBox,punches,crossesNotClaimed,cleanSheet,savedShotsFromOutsideTheBox,runsOut,penaltyFaced,goalsConcededInsideTheBox,successfulRunsOut,penaltySave,goalsConcededOutsideTheBox,highClaims,bigChancesCreated,totalPasses,accurateFinalThirdPasses,accurateLongBalls,assists,accuratePassesPercentage,keyPasses,accurateLongBallsPercentage,accuratePasses,accurateOwnHalfPasses,accurateCrosses,passToAssist,inaccuratePasses,accurateOppositionHalfPasses,accurateCrossesPercentage,yellowCards,aerialDuelsWon,minutesPlayed,possessionLost,redCards,aerialDuelsWonPercentage,wasFouled,appearances,groundDuelsWon,totalDuelsWon,fouls,matchesStarted,groundDuelsWonPercentage,totalDuelsWonPercentage,dispossessed
226,Emmanuel Martínez,emmanuel-martinez,E. Martinez,M,177.0,Right,247,794312,5.0,1994-06-04,2025-12-31,1973,1100000.0,AR,Argentina,1100000.0,EUR,https://api.sofascore.app/api/v1/player/794312/image,1,50.53,12,0,0,2,3.29,37,2.7,3,1,1,3,11,0,0,0,0.0,48,14,0,1,0,0.0,58,1,31,0,1,0,18,67,0,0,0,0,1,0,0,0,54,0,0,8,0,3,1322,381,34,4,83.28,62,44.16,1101,398,37,0,221,740,35.24,4,8,2499,422,0,32.0,62,34,168,176,29,28,50.0,48.75,27
227,Willian Oliveira,willian-oliveira,Willian Oliveira,M,179.0,Right,89,295167,12.0,1993-05-16,2023-12-31,1960,530000.0,BR,Brazil,530000.0,EUR,https://api.sofascore.app/api/v1/player/295167/image,0,100.0,2,0,0,1,0.74,12,0.0,0,0,0,3,2,0,0,0,0.0,2,8,0,0,0,0.0,52,0,48,1,0,0,57,24,0,0,0,0,6,0,0,0,27,0,0,4,0,1,941,112,58,0,84.48,13,61.05,795,481,1,0,146,315,50.0,6,39,2046,184,0,59.09,30,29,83,122,33,26,55.33,56.48,10
228,Eduardo,eduardo,Eduardo,M,184.0,Right,920,76507,33.0,1989-10-17,2024-12-31,1958,1500000.0,BR,Brazil,1500000.0,EUR,https://api.sofascore.app/api/v1/player/76507/image,6,42.55,9,0,1,2,5.43,42,14.29,8,1,0,9,19,0,0,0,0.0,20,14,0,5,5,0.0,16,0,11,0,0,0,19,19,0,0,0,0,6,0,0,0,18,0,0,3,0,13,1022,259,76,6,84.93,41,74.51,868,324,16,0,154,560,23.88,5,27,2610,307,1,33.75,49,33,85,112,39,31,45.21,41.79,21
229,Thiago Galhardo,thiago-galhardo,T. Galhardo,F,182.0,Right,1276,165677,91.0,1989-07-20,2025-12-31,2020,1000000.0,BR,Brazil,1000000.0,EUR,https://api.sofascore.app/api/v1/player/165677/image,5,56.86,17,0,0,0,7.17,61,8.2,0,1,9,8,21,2,0,1,100.0,29,23,2,5,3,0.0,13,0,8,0,0,0,19,14,0,0,0,0,3,0,0,0,18,0,0,3,0,5,458,146,16,4,72.49,26,64.0,332,101,2,1,126,233,22.22,5,33,1821,248,0,37.08,30,32,72,105,12,19,48.32,44.12,31
230,Leonardo Fernández,leonardo-fernandez,Leonardo Fernández,M,166.0,Left,773,846411,17.0,1998-11-08,2024-06-30,1961,6800000.0,UY,Uruguay,6800000.0,EUR,https://api.sofascore.app/api/v1/player/846411/image,1,54.29,5,0,1,2,1.46,24,4.17,5,0,0,1,14,1,1,1,0.0,19,5,0,0,0,20.0,10,0,4,0,0,0,2,10,0,0,0,0,0,0,0,0,2,0,0,0,0,1,326,99,24,0,80.37,12,68.57,262,88,12,0,64,186,17.91,2,4,606,177,0,80.0,23,17,51,55,15,7,46.79,48.25,19
231,Matheus Nascimento,matheus-nascimento,Matheus Nascimento,F,182.0,Right,1245,1047683,90.0,2004-03-03,2025-12-31,1958,8700000.0,BR,Brazil,8700000.0,EUR,https://api.sofascore.app/api/v1/player/1047683/image,1,0.0,0,0,0,0,0.84,3,33.33,0,0,0,0,2,0,0,0,0.0,0,1,0,1,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3,0,0,73.33,2,0.0,11,3,0,0,4,8,0.0,1,2,103,8,0,25.0,3,4,4,6,6,1,40.0,33.33,1
232,Kayque,kayque,Kayque,M,176.0,Right,74,1101437,62.0,2000-07-07,2024-06-30,204219,1600000.0,BR,Brazil,1600000.0,EUR,https://api.sofascore.app/api/v1/player/1101437/image,0,0.0,0,0,0,0,0.04,1,0.0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,9,2,1,90.91,1,66.67,20,7,0,0,2,13,0.0,1,0,33,4,0,0.0,0,2,1,1,1,0,25.0,25.0,0
233,Mariano,mariano,Mariano,D,177.0,Right,337,40076,25.0,1986-06-23,2023-12-31,1977,325000.0,BR,Brazil,325000.0,EUR,https://api.sofascore.app/api/v1/player/40076/image,0,80.0,0,0,0,0,0.04,1,0.0,0,0,0,0,1,0,0,0,0.0,12,0,0,0,0,0.0,47,1,14,0,0,0,23,13,0,0,0,0,4,0,0,0,11,0,0,3,0,0,823,148,68,1,79.34,9,49.28,653,329,12,0,170,336,35.29,5,6,1384,236,0,23.08,4,20,63,69,27,15,60.0,52.67,0
234,Paulinho,paulinho,Paulinho,M,181.0,Right,2675,115183,15.0,1988-07-25,2023-12-31,1957,740000.0,BR,Brazil,740000.0,EUR,https://api.sofascore.app/api/v1/player/115183/image,0,100.0,0,0,0,0,0.22,2,0.0,0,0,0,0,0,0,0,0,0.0,3,2,0,0,0,0.0,4,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,61,13,2,0,83.61,2,50.0,51,30,0,0,10,21,0.0,0,2,145,14,0,40.0,2,4,9,11,2,1,69.23,61.11,0
235,Matheus Martinelli,martinelli-matheus,M. Martinelli,M,176.0,Right,694,1067671,8.0,2001-10-05,2025-12-31,1961,5200000.0,BR,Brazil,5200000.0,EUR,https://api.sofascore.app/api/v1/player/1067671/image,2,57.14,5,0,1,0,1.18,18,11.11,0,1,1,1,5,0,0,1,0.0,16,8,0,1,0,0.0,28,0,12,0,0,0,26,11,0,0,0,0,2,0,0,0,22,0,0,2,0,2,1349,259,30,2,93.4,18,71.43,1260,671,1,0,89,590,20.0,3,13,1761,153,1,33.33,22,26,66,79,39,18,46.15,43.41,18
236,Hércules,hercules,Hércules,M,178.0,Right,244,1104068,35.0,2000-10-20,2024-12-31,2020,3100000.0,BR,Brazil,3100000.0,EUR,https://api.sofascore.app/api/v1/player/1104068/image,1,65.38,6,0,0,0,1.18,15,6.67,0,0,2,0,5,0,0,0,0.0,17,4,0,1,1,0.0,27,0,5,0,0,0,8,18,0,0,0,0,0,0,0,0,5,0,0,0,0,0,297,53,26,0,85.86,4,66.67,255,114,1,0,42,142,7.14,1,5,777,90,0,31.25,7,13,51,56,15,9,50.5,47.86,8
237,Vitor Hugo,vitor-hugo,V. Hugo,D,187.0,Left,318,794838,31.0,1991-05-20,2026-12-31,1955,3200000.0,BR,Brazil,3200000.0,EUR,https://api.sofascore.app/api/v1/player/794838/image,1,0.0,1,0,0,0,0.61,11,9.09,0,1,0,0,2,0,0,0,0.0,0,8,0,1,0,0.0,36,0,31,0,1,0,73,6,0,0,0,0,3,0,0,0,31,0,0,2,0,0,998,71,48,0,86.07,4,45.28,859,580,0,0,139,279,0.0,4,67,1999,149,0,74.44,13,25,49,116,20,25,64.47,69.88,1
238,Erick Pulgar,erick-pulgar,E. Pulgar,M,186.0,Right,3187,590262,5.0,1994-01-15,2025-12-31,5981,6500000.0,CL,Chile,6500000.0,EUR,https://api.sofascore.app/api/v1/player/590262/image,2,50.0,5,0,1,2,0.91,18,11.11,4,0,3,1,5,0,0,0,0.0,5,8,0,1,2,0.0,39,0,20,1,0,0,29,42,0,0,0,0,8,0,0,0,14,0,0,1,0,4,1209,240,38,3,88.83,15,69.09,1074,501,1,0,135,574,5.56,9,26,1823,195,0,54.17,13,23,57,83,43,20,36.31,40.49,12
239,Emanuel Brítez,emanuel-britez,Emanuel Brítez,D,178.0,Right,200,789395,19.0,1992-03-26,2025-12-31,2020,820000.0,AR,Argentina,820000.0,EUR,https://api.sofascore.app/api/v1/player/789395/image,0,84.62,3,0,0,0,1.04,20,0.0,0,0,6,0,3,0,0,0,0.0,11,14,0,0,0,0.0,36,0,31,0,1,1,138,21,0,0,0,0,7,0,0,0,27,0,0,7,0,0,1227,134,56,1,82.15,13,35.9,1008,561,4,0,219,451,36.36,9,80,2672,257,1,61.54,26,30,73,153,42,30,51.77,56.46,7
240,Messias,messias,Messias,D,192.0,Right,240,839765,24.0,1994-11-03,2025-12-31,1968,880000.0,BR,Brazil,880000.0,EUR,https://api.sofascore.app/api/v1/player/839765/image,1,0.0,1,0,0,0,1.39,14,7.14,0,1,1,1,6,0,0,0,0.0,0,7,0,1,0,0.0,22,0,34,1,1,0,146,4,0,0,0,0,7,0,0,0,28,0,0,6,0,0,788,22,33,0,75.25,0,25.98,593,460,0,0,195,133,0.0,2,78,2210,206,0,66.67,9,26,30,108,21,24,53.57,62.43,1
241,Gary Medel,gary-medel,G. Medel,D,171.0,Right,2006,22975,17.0,1987-08-03,2024-12-31,1974,735000.0,CL,Chile,735000.0,EUR,https://api.sofascore.app/api/v1/player/22975/image,0,60.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,22,1,20,0,0,0,69,19,0,0,0,0,5,0,0,0,19,0,0,4,0,0,1055,89,75,0,92.8,4,65.22,979,698,1,0,76,282,33.33,4,13,1658,100,1,54.17,6,19,31,44,11,19,47.69,49.44,3
242,Everton Ribeiro,everton-ribeiro,Everton Ribeiro,M,174.0,Left,5453,145063,7.0,1989-04-10,2023-12-31,5981,3100000.0,BR,Brazil,3100000.0,EUR,https://api.sofascore.app/api/v1/player/145063/image,3,44.44,7,0,0,1,1.5,22,13.64,1,1,1,0,9,0,0,2,0.0,16,6,0,3,0,0.0,23,0,9,0,1,0,3,30,0,0,0,0,1,0,0,0,12,0,0,1,0,8,850,314,37,4,82.59,33,68.52,702,186,17,0,148,533,29.82,3,3,1459,266,0,21.43,38,29,77,80,18,15,46.11,44.2,24
243,Ferreira,ferreira,Ferreira,F,175.0,Right,845,998499,10.0,1997-12-31,2024-12-31,5926,4800000.0,BR,Brazil,4800000.0,EUR,https://api.sofascore.app/api/v1/player/998499/image,4,49.28,10,0,0,1,2.88,27,14.81,1,0,2,1,10,0,0,0,0.0,34,7,0,4,4,0.0,17,0,5,0,0,0,4,19,0,0,0,0,0,0,0,0,14,0,0,1,0,4,432,165,21,3,83.1,11,70.0,359,87,5,0,73,277,18.52,2,5,984,185,0,38.46,29,23,80,85,7,4,50.63,49.71,17
244,Mateusinho,mateusinho,Mateusinho,D,175.0,Right,57,1107069,98.0,1998-10-07,2027-12-31,49202,775000.0,BR,Brazil,775000.0,EUR,https://api.sofascore.app/api/v1/player/1107069/image,1,71.43,1,0,0,0,0.76,5,20.0,0,1,0,0,2,0,0,0,0.0,5,2,0,1,0,0.0,11,0,5,0,0,0,12,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,180,34,4,0,78.89,6,23.53,142,63,3,0,38,82,13.04,3,8,434,79,0,57.14,10,5,26,34,6,5,61.9,60.71,1
245,Luiz Araújo,luiz-araujo,L. Araújo,M,175.0,Left,1928,840451,31.0,1996-06-02,2027-12-31,5981,6200000.0,BR,Brazil,6200000.0,EUR,https://api.sofascore.app/api/v1/player/840451/image,2,53.49,5,1,0,0,1.24,18,11.11,0,1,1,1,7,0,0,1,0.0,23,6,0,2,0,0.0,16,0,6,0,0,0,8,12,0,0,0,0,1,0,0,0,8,0,0,0,0,0,263,90,23,1,80.61,9,79.31,212,56,5,0,51,161,15.63,1,8,671,129,1,66.67,21,18,60,68,16,8,51.72,53.13,9
246,Kanu,kanu,Kanu,D,186.0,Right,253,871705,4.0,1997-03-07,2027-12-31,1955,3300000.0,BR,Brazil,3300000.0,EUR,https://api.sofascore.app/api/v1/player/871705/image,1,88.24,4,0,0,0,1.59,18,5.56,0,1,3,2,4,0,0,0,0.0,15,10,0,1,0,0.0,31,0,45,1,0,1,98,16,0,0,0,0,8,0,0,0,38,0,0,2,0,1,1489,91,96,0,89.66,9,54.55,1335,910,0,0,154,425,0.0,8,49,2736,178,2,53.26,40,31,84,133,39,31,57.14,55.65,8
247,Wellington Silva,wellington-silva,Wellington Silva,M,170.0,Right,106,121264,11.0,1993-01-06,2023-12-31,49202,470000.0,BR,Brazil,470000.0,EUR,https://api.sofascore.app/api/v1/player/121264/image,1,66.23,7,0,0,0,0.96,20,5.0,0,0,3,0,6,0,0,0,0.0,51,7,0,1,1,0.0,23,0,6,0,0,0,6,18,0,0,0,0,0,0,0,0,19,0,0,1,0,3,368,135,17,2,84.24,24,70.83,310,93,2,0,58,219,6.67,1,7,1349,166,0,38.89,39,29,113,120,13,13,63.48,61.22,9
248,Deivid Washington,deivid-washington,D. Washington,F,186.0,Right,2495,1485371,36.0,2005-06-05,2030-06-30,38,9400000.0,BR,Brazil,9400000.0,EUR,https://api.sofascore.app/api/v1/player/1485371/image,2,50.0,3,1,0,2,1.7,17,11.76,0,0,1,1,7,0,0,0,0.0,9,7,0,2,2,0.0,4,0,1,0,0,0,3,6,0,0,0,0,2,0,0,0,5,0,0,0,0,1,77,19,1,0,74.03,3,50.0,57,20,0,0,20,37,0.0,2,10,442,54,0,41.67,8,9,21,31,3,5,44.68,43.66,8
249,Alan Empereur,alan-empereur,A. Empereur,D,186.0,Left,206,373740,33.0,1994-03-10,2024-12-31,49202,690000.0,BR,Brazil,690000.0,EUR,https://api.sofascore.app/api/v1/player/373740/image,1,100.0,2,0,0,0,0.47,12,8.33,0,0,0,0,4,0,0,0,0.0,8,6,0,1,1,0.0,24,0,27,1,0,1,105,19,0,0,0,0,10,0,0,0,33,0,0,1,0,2,1594,184,161,1,86.01,7,57.3,1371,796,3,0,223,578,23.08,8,45,2861,269,0,51.72,16,32,47,92,19,32,51.09,51.4,8
250,José López,jose-lopez,José López,F,188.0,Left,1183,1094179,18.0,2000-12-06,2027-06-30,1963,7400000.0,AR,Argentina,7400000.0,EUR,https://api.sofascore.app/api/v1/player/1094179/image,5,64.71,4,1,0,0,3.53,22,22.73,0,2,4,4,10,0,0,3,0.0,11,8,0,5,0,0.0,9,0,3,0,0,0,12,8,0,0,0,0,0,0,0,0,5,0,0,0,0,1,129,35,6,0,63.57,11,60.0,82,26,2,1,47,58,28.57,3,30,569,82,0,53.57,14,20,34,64,15,5,46.58,49.61,10
251,Gustavo Martins,gustavo-martins,G. Martins,D,191.0,Right,182,1105796,53.0,2002-08-11,2025-12-31,5926,515000.0,BR,Brazil,515000.0,EUR,https://api.sofascore.app/api/v1/player/1105796/image,1,57.14,1,0,0,0,1.04,7,14.29,0,0,2,0,3,0,0,0,0.0,4,3,0,1,1,0.0,20,0,5,0,0,0,34,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,383,51,20,1,83.55,2,48.78,320,168,0,0,63,152,0.0,4,24,657,84,0,75.0,5,16,29,53,12,5,60.42,66.25,2
252,Lucas Esquivel,lucas-esquivel,Lucas Esquivel,D,183.0,Left,486,1087079,37.0,2001-10-14,2028-06-30,1967,1500000.0,AR,Argentina,1500000.0,EUR,https://api.sofascore.app/api/v1/player/1087079/image,0,34.62,2,0,0,0,0.19,7,0.0,2,0,0,0,2,0,0,0,0.0,9,3,0,0,0,0.0,32,0,20,0,1,0,42,14,0,0,0,0,4,0,0,0,13,0,0,5,0,3,779,121,35,1,79.08,19,40.7,616,336,19,0,163,299,23.17,2,11,1560,315,0,30.56,24,18,65,76,21,17,49.62,45.51,15
253,Rikelme,rikelme,Rikelme,D,184.0,Left,160,1102383,20.0,2003-07-16,2025-12-31,49202,970000.0,BR,Brazil,970000.0,EUR,https://api.sofascore.app/api/v1/player/1102383/image,1,52.94,5,0,1,1,0.72,23,4.35,0,0,3,1,6,0,0,1,0.0,9,12,0,0,0,0.0,61,1,39,0,0,1,71,39,0,0,0,0,6,0,0,0,19,0,0,1,0,2,754,139,29,1,76.79,17,31.52,579,257,15,0,175,337,17.86,3,40,2270,348,0,64.52,17,29,87,127,23,26,53.7,56.7,8
254,Tchê Tchê,tche-tche,Tchê Tchê,M,175.0,Right,726,840398,6.0,1992-08-30,2025-12-31,1958,1700000.0,BR,Brazil,1700000.0,EUR,https://api.sofascore.app/api/v1/player/840398/image,2,65.31,18,0,2,2,1.79,41,4.88,0,0,0,1,11,0,0,0,0.0,32,12,0,0,2,0.0,30,0,13,0,0,0,18,21,0,0,0,0,4,0,0,0,23,0,0,5,0,5,1095,302,64,5,88.95,31,64.0,974,338,15,1,121,651,33.33,8,5,2489,246,0,29.41,47,34,109,114,38,30,50.23,48.72,32
255,Erick Marcus,erick-marcus,Erick Marcus,F,172.0,Right,281,1403439,16.0,2004-03-01,2027-12-31,1974,1000000.0,BR,Brazil,1000000.0,EUR,https://api.sofascore.app/api/v1/player/1403439/image,1,60.0,2,0,0,1,0.61,8,12.5,0,0,1,0,2,0,0,0,0.0,21,4,0,1,1,0.0,10,0,4,0,0,0,5,5,0,0,0,0,0,0,0,0,4,0,0,2,0,2,155,53,5,1,81.29,7,50.0,126,37,9,0,29,98,33.33,1,12,398,85,1,66.67,8,14,39,51,9,3,52.7,55.43,7
256,Luís Henrique,luis-henrique,Luís Henrique,F,181.0,Right,1194,977679,11.0,2001-12-14,2023-12-31,1958,6500000.0,BR,Brazil,6500000.0,EUR,https://api.sofascore.app/api/v1/player/977679/image,4,63.77,5,1,0,0,3.3,26,15.38,0,0,1,1,12,0,0,2,0.0,44,9,0,4,2,0.0,5,0,3,0,0,0,4,5,0,0,0,0,1,0,0,0,7,0,0,2,0,1,537,170,27,2,79.7,30,61.36,428,135,5,0,109,298,22.73,0,3,1258,208,0,30.0,8,32,56,59,6,11,51.38,49.58,19
257,Leonardo Realpe,leonardo-realpe,L. Realpe,D,186.0,Right,291,977676,2.0,2001-02-26,2026-12-31,1999,960000.0,EC,Ecuador,960000.0,EUR,https://api.sofascore.app/api/v1/player/977676/image,0,100.0,2,0,0,1,0.55,5,0.0,0,0,0,1,1,0,0,0,0.0,7,2,0,0,0,0.0,23,0,25,0,0,0,67,11,0,0,0,0,8,0,0,0,13,0,0,1,0,0,779,75,48,0,79.33,4,36.64,618,374,1,0,161,245,33.33,3,45,1589,170,0,53.57,6,19,36,81,21,18,52.94,53.29,2
258,Kaiky Naves,kaiky-naves,Kaiky Naves,D,186.0,Both,427,1167068,34.0,2002-05-08,2027-12-31,1963,1400000.0,BR,Brazil,1400000.0,EUR,https://api.sofascore.app/api/v1/player/1167068/image,0,100.0,0,0,0,0,0.13,2,0.0,0,0,0,0,0,0,0,0,0.0,1,2,0,0,0,0.0,14,0,4,0,0,0,16,5,0,0,0,0,1,0,0,0,4,0,0,0,0,0,265,15,22,0,88.3,2,61.11,234,157,0,0,31,77,0.0,1,4,543,36,0,40.0,2,10,17,21,9,5,53.13,50.0,1
259,Matheuzinho,matheuzinho,Matheuzinho,D,171.0,Right,1492,931540,34.0,2000-09-08,2026-12-31,5981,6200000.0,BR,Brazil,6200000.0,EUR,https://api.sofascore.app/api/v1/player/931540/image,0,40.0,2,0,0,0,0.23,4,0.0,0,0,0,1,1,0,0,0,0.0,2,1,0,0,0,0.0,20,0,7,0,0,0,13,8,0,0,0,0,3,0,0,0,4,0,0,1,0,1,333,71,12,0,86.79,4,44.44,289,147,3,0,44,145,18.75,2,7,625,77,0,53.85,6,11,28,35,5,7,60.87,59.32,2
260,Gabriel Moscardo,gabriel-moscardo,Gabriel Moscardo,M,185.0,Right,2123,1485309,44.0,2005-09-28,2026-07-31,1957,1600000.0,BR,Brazil,1600000.0,EUR,https://api.sofascore.app/api/v1/player/1485309/image,1,62.5,2,0,1,1,0.3,8,12.5,0,0,0,0,2,0,0,0,0.0,20,4,0,0,1,0.0,37,0,18,0,0,0,24,22,0,0,0,0,0,0,0,0,12,0,0,2,0,0,481,54,22,0,83.37,1,64.71,401,220,1,0,80,182,50.0,5,20,1051,129,0,68.97,8,17,65,85,17,14,52.0,55.19,9
261,Lucas Sasha,lucas-sasha,L. Sasha,M,177.0,Right,164,123225,88.0,1990-03-01,2024-06-30,2020,710000.0,BR,Brazil,710000.0,EUR,https://api.sofascore.app/api/v1/player/123225/image,0,50.0,3,0,0,0,0.55,7,0.0,0,0,1,1,1,0,0,0,0.0,4,3,0,0,0,0.0,50,0,23,0,0,0,16,28,0,0,0,0,1,0,0,0,12,0,0,4,0,0,457,83,12,0,85.78,9,38.71,392,171,0,0,65,221,0.0,3,6,915,86,0,33.33,13,17,67,73,26,9,53.6,51.05,2
262,Robson,robson,Robson,M,179.0,Right,272,850987,30.0,1991-05-30,2024-12-31,1982,775000.0,BR,Brazil,775000.0,EUR,https://api.sofascore.app/api/v1/player/850987/image,12,43.9,6,4,0,1,10.56,43,27.91,0,1,3,8,22,8,0,0,87.5,18,15,7,12,11,0.0,51,0,20,1,1,0,20,36,0,0,0,0,3,0,0,0,36,0,0,9,0,3,637,156,21,4,67.19,24,43.75,428,139,12,1,209,301,23.08,13,57,2285,373,0,47.5,47,31,116,173,60,29,42.8,44.25,38
263,Madson,madson,Madson,D,182.0,Right,240,243439,22.0,1992-01-13,2024-12-31,1967,725000.0,BR,Brazil,725000.0,EUR,https://api.sofascore.app/api/v1/player/243439/image,1,66.67,0,0,0,0,0.76,8,12.5,0,0,3,3,4,0,0,0,0.0,4,4,0,1,1,0.0,10,0,11,0,0,0,35,4,0,0,0,0,1,0,0,0,16,0,0,3,0,4,336,69,8,2,74.11,18,32.0,249,122,4,0,87,131,25.0,3,37,1185,157,0,61.67,16,22,30,67,17,12,56.6,59.29,1
264,Juan Martín Lucero,juan-martin-lucero,Juan Martín Lucero,F,179.0,Right,781,359024,9.0,1991-11-30,2025-12-31,2020,1200000.0,AR,Argentina,1200000.0,EUR,https://api.sofascore.app/api/v1/player/359024/image,8,40.0,7,2,1,2,8.95,50,16.0,0,1,18,5,21,3,0,0,100.0,8,22,3,7,7,0.0,12,1,4,0,0,0,11,11,0,0,0,0,0,0,0,0,26,0,0,4,0,3,313,91,8,0,74.76,15,53.33,234,86,2,0,79,150,20.0,2,22,1965,170,0,34.38,29,29,49,71,29,22,40.16,38.17,23
265,Benjamin Kuscevic,benjamin-kuscevic,B. Kuscevic,D,185.0,Right,934,590324,13.0,1996-05-02,2026-12-31,1982,1200000.0,CL,Chile,1200000.0,EUR,https://api.sofascore.app/api/v1/player/590324/image,2,88.89,0,0,0,0,0.99,12,16.67,0,1,1,1,2,0,0,1,0.0,8,10,0,2,0,0.0,39,0,37,0,1,0,101,20,0,0,0,0,3,0,0,0,34,0,0,11,0,0,917,49,61,0,82.55,1,41.5,757,558,1,0,160,200,50.0,7,39,1935,177,0,49.37,9,22,56,95,27,22,54.9,52.49,1
266,Rodrigo Battaglia,rodrigo-battaglia,R. Battaglia,M,187.0,Right,456,158257,21.0,1991-07-12,2024-12-31,1977,1600000.0,AR,Argentina,1600000.0,EUR,https://api.sofascore.app/api/v1/player/158257/image,0,72.73,4,0,0,0,0.88,17,0.0,0,0,1,0,3,0,0,0,0.0,16,10,0,0,0,0.0,39,1,12,0,0,0,21,17,0,0,0,0,7,0,0,0,12,0,0,1,0,1,967,179,29,1,88.21,8,52.73,853,391,1,0,114,463,14.29,6,28,1732,157,0,50.0,22,22,77,105,42,19,51.68,51.22,13
267,Caio Paulista,caio-paulista,C. Paulista,D,184.0,Left,699,931591,38.0,1998-05-11,2023-12-31,1981,2900000.0,BR,Brazil,2900000.0,EUR,https://api.sofascore.app/api/v1/player/931591/image,1,63.27,8,1,0,1,1.91,31,3.23,0,0,0,1,13,0,0,1,0.0,62,10,0,1,0,0.0,23,0,20,0,1,0,18,20,0,0,0,0,3,0,0,0,21,0,0,5,0,4,1078,232,16,2,88.96,23,61.54,959,433,10,0,119,536,20.0,4,14,1936,284,0,43.75,34,26,119,133,17,21,56.13,54.51,23
268,Alexandre Pato,alexandre-pato,A. Pato,F,180.0,Right,2731,32164,12.0,1989-09-02,2023-12-31,1981,765000.0,BR,Brazil,765000.0,EUR,https://api.sofascore.app/api/v1/player/32164/image,2,72.73,1,0,0,0,1.28,5,40.0,0,0,1,1,3,1,0,0,0.0,8,1,0,2,2,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,53,22,1,0,71.7,2,25.0,38,6,1,0,15,33,50.0,0,1,170,25,0,50.0,4,9,13,14,1,1,68.42,66.67,1
269,David Duarte,david-duarte,David Duarte,D,192.0,Right,108,810715,33.0,1995-01-24,2023-12-31,1955,925000.0,BR,Brazil,925000.0,EUR,https://api.sofascore.app/api/v1/player/810715/image,1,100.0,1,0,0,0,0.29,3,33.33,0,1,0,1,1,0,0,0,0.0,2,1,0,1,0,0.0,6,1,9,0,0,0,45,2,0,0,0,0,2,0,0,0,8,0,0,3,0,0,421,18,27,0,84.09,0,43.55,354,285,0,0,67,69,0.0,3,18,775,72,0,58.06,4,9,12,30,5,9,63.16,60.0,1
270,Rony,rony,Rony,F,167.0,Right,3752,835260,10.0,1995-05-11,2026-12-31,1963,13900000.0,BR,Brazil,13900000.0,EUR,https://api.sofascore.app/api/v1/player/835260/image,5,37.5,11,0,0,1,6.14,51,9.8,1,1,25,9,18,0,0,0,0.0,6,22,0,5,4,0.0,9,0,2,0,1,0,11,8,0,0,0,0,1,0,0,0,8,0,0,3,0,4,223,79,3,0,73.99,22,75.0,165,42,8,0,58,131,36.36,3,28,1641,130,0,32.56,29,30,44,72,21,19,48.35,40.68,10
271,Thiago Borbas,thiago-borbas,T. Borbas,F,181.0,Right,661,1018547,18.0,2002-04-07,2027-12-31,1999,3800000.0,UY,Uruguay,3800000.0,EUR,https://api.sofascore.app/api/v1/player/1018547/image,9,52.63,13,0,1,0,8.96,53,16.98,1,1,2,6,26,0,0,2,0.0,10,14,0,8,6,0.0,11,0,2,0,0,0,7,10,0,0,0,0,1,0,0,0,14,0,0,1,0,1,302,116,2,2,68.54,15,22.22,207,38,2,1,95,171,16.67,7,42,1304,188,1,45.16,13,31,34,76,41,9,29.82,36.71,22
272,Júnior Santos,junior-santos,Júnior Santos,M,188.0,Right,520,922559,37.0,1994-10-11,2025-12-31,1958,900000.0,BR,Brazil,900000.0,EUR,https://api.sofascore.app/api/v1/player/922559/image,7,52.52,23,1,2,0,6.55,67,10.45,1,1,5,2,22,0,0,4,0.0,73,22,0,5,2,0.0,36,0,10,0,0,0,14,14,0,0,0,0,3,0,0,0,16,0,0,2,0,4,603,176,18,1,76.45,20,48.65,461,130,10,0,142,341,18.18,2,31,2078,391,0,40.26,36,35,145,176,37,29,47.85,46.32,42
