name,slug,shortName,position,height,preferredFoot,userCount,player.id,shirtNumber,dateOfBirth,contractUntil,team.id,proposedMarketValue,country.alpha2,country.name,proposedMarketValueRaw.value,proposedMarketValueRaw.currency,player.image
Matheus Cunha,matheus-cunha,Matheus Cunha,G,193.0,Right,1562,1105835,25.0,2001-05-24,2025-12-31,5981,2900000.0,BR,Brazil,2900000.0,EUR,https://api.sofascore.app/api/v1/player/1105835/image
Vitor Bueno,vitor-bueno,Vitor Bueno,M,183.0,Right,617,808785,8.0,1994-09-05,2024-12-31,1967,1500000.0,BR,Brazil,1500000.0,EUR,https://api.sofascore.app/api/v1/player/808785/image
Anderson,anderson,Anderson,G,190.0,Left,114,942061,98.0,1998-03-05,2024-12-31,1954,185000.0,BR,Brazil,185000.0,EUR,https://api.sofascore.app/api/v1/player/942061/image
Mauricio Kozlinski,mauricio-kozlinski,Mauricio Kozlinski,G,190.0,Right,55,879859,30.0,1991-06-18,2023-12-31,2020,380000.0,BR,Brazil,380000.0,EUR,https://api.sofascore.app/api/v1/player/879859/image
Matheus Mendes,matheus-mendes,M. Mendes,G,194.0,Both,137,1018555,31.0,1999-03-10,2026-12-31,1977,260000.0,BR,Brazil,260000.0,EUR,https://api.sofascore.app/api/v1/player/1018555/image
Moisés,moises,Moisés,F,177.0,Right,417,1046501,10.0,1996-09-02,,1947,1400000.0,BR,Brazil,1400000.0,EUR,https://api.sofascore.app/api/v1/player/1046501/image
Alef Manga,manga-alef,A. Manga,M,190.0,Right,501,954719,11.0,1994-11-29,2025-12-31,1982,2100000.0,BR,Brazil,2100000.0,EUR,https://api.sofascore.app/api/v1/player/954719/image
Pablo Vegetti,pablo-vegetti,Pablo Vegetti,F,187.0,Right,2050,583974,99.0,1988-10-15,2025-06-30,1974,485000.0,AR,Argentina,485000.0,EUR,https://api.sofascore.app/api/v1/player/583974/image
Lucas Veríssimo,lucas-verissimo,L. Veríssimo,D,188.0,Right,1928,826343,3.0,1995-07-02,2024-06-30,1957,6200000.0,BR,Brazil,6200000.0,EUR,https://api.sofascore.app/api/v1/player/826343/image
Lucas Evangelista,lucas-evangelista,L. Evangelista,M,181.0,Left,519,331397,8.0,1995-05-06,2026-06-30,1999,3800000.0,BR,Brazil,3800000.0,EUR,https://api.sofascore.app/api/v1/player/331397/image
Paulinho,paulinho,Paulinho,F,175.0,Right,4253,885179,10.0,2000-07-15,2026-12-31,1977,9600000.0,BR,Brazil,9600000.0,EUR,https://api.sofascore.app/api/v1/player/885179/image
Mauricio Lemos,mauricio-lemos,M. Lemos,D,186.0,Right,549,385916,28.0,1995-12-28,2025-12-31,1977,1400000.0,UY,Uruguay,1400000.0,EUR,https://api.sofascore.app/api/v1/player/385916/image
Lucas Silva,lucas-silva,L. Silva,M,182.0,Right,524,245159,16.0,1993-02-16,2024-12-31,1954,720000.0,BR,Brazil,720000.0,EUR,https://api.sofascore.app/api/v1/player/245159/image
Juninho Capixaba,juninho-capixaba,Juninho Capixaba,D,176.0,Left,549,870556,29.0,1997-07-06,2026-12-31,1999,1200000.0,BR,Brazil,1200000.0,EUR,https://api.sofascore.app/api/v1/player/870556/image
Fernando Miguel,fernando-miguel,F. Miguel,G,191.0,Left,202,358418,16.0,1985-02-02,2023-12-31,2020,140000.0,BR,Brazil,140000.0,EUR,https://api.sofascore.app/api/v1/player/358418/image
Marlon,marlon,Marlon,D,178.0,Left,537,870787,3.0,1997-05-20,2024-12-31,1954,3900000.0,BR,Brazil,3900000.0,EUR,https://api.sofascore.app/api/v1/player/870787/image
Cleiton,cleiton,Cleiton,G,190.0,Right,343,844576,1.0,1997-08-19,2024-12-31,1999,4400000.0,BR,Brazil,4400000.0,EUR,https://api.sofascore.app/api/v1/player/844576/image
Jonathan Calleri,jonathan-calleri,J. Calleri,F,181.0,Right,4579,340519,9.0,1993-09-23,2026-12-31,1981,4200000.0,AR,Argentina,4200000.0,EUR,https://api.sofascore.app/api/v1/player/340519/image
Éverson,everson,Éverson,G,192.0,Right,602,870748,22.0,1990-07-22,2025-12-31,1977,2100000.0,BR,Brazil,2100000.0,EUR,https://api.sofascore.app/api/v1/player/870748/image
Luan,luan,Luan,D,186.0,Right,687,250351,13.0,1993-05-10,2024-12-31,1963,1800000.0,BR,Brazil,1800000.0,EUR,https://api.sofascore.app/api/v1/player/250351/image
Léo Ortiz,leo-ortiz,L. Ortiz,D,185.0,Right,542,869643,3.0,1996-01-03,2026-12-31,1999,5800000.0,BR,Brazil,5800000.0,EUR,https://api.sofascore.app/api/v1/player/869643/image
Léo Pereira,leo-pereira,Léo Pereira,D,189.0,Left,1519,358548,4.0,1996-01-31,2027-12-31,5981,3700000.0,BR,Brazil,3700000.0,EUR,https://api.sofascore.app/api/v1/player/358548/image
Fabrício Bruno,fabricio-bruno,Fabrício Bruno,D,192.0,Right,1268,840220,15.0,1996-02-12,2025-12-31,5981,3300000.0,BR,Brazil,3300000.0,EUR,https://api.sofascore.app/api/v1/player/840220/image
Mayke,mayke,Mayke,D,178.0,Right,845,273329,12.0,1992-11-10,2024-12-31,1963,2200000.0,BR,Brazil,2200000.0,EUR,https://api.sofascore.app/api/v1/player/273329/image
Fábio,fabio,Fábio,G,188.0,Right,808,17785,1.0,1980-09-30,2023-12-31,1961,210000.0,BR,Brazil,210000.0,EUR,https://api.sofascore.app/api/v1/player/17785/image
Jhon Arias,jhon-arias,J. Arias,M,170.0,Right,2133,844096,21.0,1997-09-21,2026-08-31,1961,8600000.0,CO,Colombia,8600000.0,EUR,https://api.sofascore.app/api/v1/player/844096/image
Marcos Felipe,marcos-felipe,Marcos Felipe,G,189.0,Right,258,358524,22.0,1996-04-13,2027-12-31,1955,1400000.0,BR,Brazil,1400000.0,EUR,https://api.sofascore.app/api/v1/player/358524/image
Marcos Rocha,marcos-rocha,Marcos Rocha,D,176.0,Right,906,82576,2.0,1988-12-11,2023-12-31,1963,920000.0,BR,Brazil,920000.0,EUR,https://api.sofascore.app/api/v1/player/82576/image
Lucas Perri,lucas-perri,L. Perri,G,196.0,Right,1386,871290,12.0,1997-12-10,2025-06-30,1958,4600000.0,BR,Brazil,4600000.0,EUR,https://api.sofascore.app/api/v1/player/871290/image
Cauly,cauly,Cauly,M,175.0,Both,824,255873,8.0,1995-09-15,2026-12-31,1955,2600000.0,BR,Brazil,2600000.0,EUR,https://api.sofascore.app/api/v1/player/255873/image
Adson,adson,Adson,M,171.0,Left,1048,1105970,20.0,2000-10-06,2028-06-30,1647,5600000.0,BR,Brazil,5600000.0,EUR,https://api.sofascore.app/api/v1/player/1105970/image
Róger Guedes,roger-guedes,Róger Guedes,F,182.0,Right,5993,777341,96.0,1996-10-02,2027-06-30,40660,9300000.0,BR,Brazil,9300000.0,EUR,https://api.sofascore.app/api/v1/player/777341/image
Maurício Antônio,mauricio-antonio,M. Antônio,D,183.0,Right,33,583824,5.0,1992-02-06,2025-12-31,1982,415000.0,BR,Brazil,415000.0,EUR,https://api.sofascore.app/api/v1/player/583824/image
Felipe Jonatan,felipe-jonatan,F. Jonatan,D,176.0,Left,325,931574,3.0,1998-02-15,2025-02-28,1968,2400000.0,BR,Brazil,2400000.0,EUR,https://api.sofascore.app/api/v1/player/931574/image
Cipriano,cipriano,Cipriano,D,195.0,Left,30,1111123,38.0,2002-11-09,,1999,,BR,Brazil,,EUR,https://api.sofascore.app/api/v1/player/1111123/image
Maicon,maicon,Maicon,D,191.0,Right,505,44691,4.0,1988-09-14,2023-12-31,1974,340000.0,BR,Brazil,340000.0,EUR,https://api.sofascore.app/api/v1/player/44691/image
Joaquim,joaquim,Joaquim,D,187.0,Right,372,1047740,28.0,1998-12-28,2026-12-31,1968,680000.0,BR,Brazil,680000.0,EUR,https://api.sofascore.app/api/v1/player/1047740/image
Rafael Cabral,rafael-cabral,Rafael Cabral,G,186.0,Right,351,124980,1.0,1990-05-20,2024-12-31,1954,505000.0,BR,Brazil,505000.0,EUR,https://api.sofascore.app/api/v1/player/124980/image
Bitello,bitello,Bitello,M,179.0,Right,1412,1106839,89.0,2000-01-07,2028-06-30,2315,7800000.0,BR,Brazil,7800000.0,EUR,https://api.sofascore.app/api/v1/player/1106839/image
Murillo,murillo,Murillo,D,183.0,Left,1442,1199282,40.0,2002-07-04,2028-06-30,14,8700000.0,BR,Brazil,8700000.0,EUR,https://api.sofascore.app/api/v1/player/1199282/image
Murilo,murilo,Murilo,D,188.0,Right,1124,874729,26.0,1997-03-27,2026-12-31,1963,9200000.0,BR,Brazil,9200000.0,EUR,https://api.sofascore.app/api/v1/player/874729/image
Renê,rene,Renê,D,174.0,Left,636,243113,6.0,1992-09-14,2024-12-31,1966,930000.0,BR,Brazil,930000.0,EUR,https://api.sofascore.app/api/v1/player/243113/image
Gerson,gerson,Gerson,M,185.0,Left,8025,611876,20.0,1997-05-20,2027-12-31,5981,15500000.0,BR,Brazil,15500000.0,EUR,https://api.sofascore.app/api/v1/player/611876/image
Adryelson,adryelson,Adryelson,D,184.0,Right,816,795261,34.0,1998-03-23,2025-12-31,1958,4700000.0,BR,Brazil,4700000.0,EUR,https://api.sofascore.app/api/v1/player/795261/image
Brayan Ceballos,brayan-ceballos,B. Ceballos,D,189.0,Right,143,1129429,25.0,2001-05-24,2024-12-31,6105,820000.0,CO,Colombia,820000.0,EUR,https://api.sofascore.app/api/v1/player/1129429/image
Weverton,weverton,Weverton,G,189.0,Right,2553,243529,21.0,1987-12-13,2024-12-31,1963,2700000.0,BR,Brazil,2700000.0,EUR,https://api.sofascore.app/api/v1/player/243529/image
Franco Cristaldo,franco-cristaldo,Franco Cristaldo,M,175.0,Right,1200,558820,19.0,1996-08-15,2026-12-31,5926,7200000.0,AR,Argentina,7200000.0,EUR,https://api.sofascore.app/api/v1/player/558820/image
André,andre,André,M,176.0,Right,3894,1035996,7.0,2001-07-16,2026-12-31,1961,15500000.0,BR,Brazil,15500000.0,EUR,https://api.sofascore.app/api/v1/player/1035996/image
Helinho,helinho,Helinho,M,175.0,Left,501,906837,11.0,2000-04-25,2026-12-31,1999,5400000.0,BR,Brazil,5400000.0,EUR,https://api.sofascore.app/api/v1/player/906837/image
Alan Franco,alan-franco,Alan Franco,D,183.0,Right,574,875402,28.0,1996-10-11,2025-12-31,1981,2100000.0,AR,Argentina,2100000.0,EUR,https://api.sofascore.app/api/v1/player/875402/image
Jandrei,jandrei,Jandrei,G,186.0,Right,421,874979,93.0,1993-03-01,2026-12-31,1981,680000.0,BR,Brazil,680000.0,EUR,https://api.sofascore.app/api/v1/player/874979/image
Bruno Rodrigues,bruno-rodrigues,Bruno Rodrigues,F,177.0,Right,900,817650,9.0,1997-03-07,2023-12-31,1954,2700000.0,BR,Brazil,2700000.0,EUR,https://api.sofascore.app/api/v1/player/817650/image
Marcelo,marcelo,Marcelo,D,174.0,Left,32275,17787,12.0,1988-05-12,2024-12-31,1961,1700000.0,BR,Brazil,1700000.0,EUR,https://api.sofascore.app/api/v1/player/17787/image
Guilherme Marques,guilherme-marques,Guilherme Marques,M,174.0,Left,339,109610,60.0,1991-05-21,2023-12-31,1960,1100000.0,BR,Brazil,1100000.0,EUR,https://api.sofascore.app/api/v1/player/109610/image
Gustavo Sauer,gustavo-sauer,Gustavo Sauer,M,181.0,Left,280,904505,11.0,1993-04-30,2024-06-30,3064,2000000.0,BR,Brazil,2000000.0,EUR,https://api.sofascore.app/api/v1/player/904505/image
Richard Cândido,richard-candido,Richard Cândido,M,191.0,Right,274,897617,25.0,1994-02-18,2025-06-30,6362,1500000.0,BR,Brazil,1500000.0,EUR,https://api.sofascore.app/api/v1/player/897617/image
Eduardo Santos,eduardo-santos,Eduardo,D,196.0,Right,89,925189,12.0,1997-11-28,2023-12-31,1999,875000.0,BR,Brazil,875000.0,EUR,https://api.sofascore.app/api/v1/player/925189/image
Víctor Cuesta,victor-cuesta,Víctor Cuesta,D,187.0,Left,718,587148,15.0,1988-11-19,2024-12-31,1958,945000.0,AR,Argentina,945000.0,EUR,https://api.sofascore.app/api/v1/player/587148/image
Lucas Beraldo,lucas-beraldo,Lucas Beraldo,D,182.0,Left,1273,1108441,35.0,2003-11-24,2026-06-30,1981,5500000.0,BR,Brazil,5500000.0,EUR,https://api.sofascore.app/api/v1/player/1108441/image
Léo Jardim,leo-jardim,L. Jardim,G,188.0,Right,762,595598,1.0,1995-03-20,2025-12-31,1974,2800000.0,BR,Brazil,2800000.0,EUR,https://api.sofascore.app/api/v1/player/595598/image
Tadeu,tadeu,Tadeu,G,184.0,Right,341,552172,23.0,1992-02-04,2026-12-31,1960,2100000.0,BR,Brazil,2100000.0,EUR,https://api.sofascore.app/api/v1/player/552172/image
Rossi,rossi,Rossi,M,170.0,Right,424,243425,31.0,1993-04-22,2023-12-31,1974,875000.0,BR,Brazil,875000.0,EUR,https://api.sofascore.app/api/v1/player/243425/image
Cássio,cassio,Cássio,G,195.0,Left,2355,27756,12.0,1987-06-06,2024-12-31,1957,680000.0,BR,Brazil,680000.0,EUR,https://api.sofascore.app/api/v1/player/27756/image
Reinaldo,reinaldo,Reinaldo,D,178.0,Left,821,243109,6.0,1989-09-28,2024-12-31,5926,930000.0,BR,Brazil,930000.0,EUR,https://api.sofascore.app/api/v1/player/243109/image
Keno,keno,Keno,M,174.0,Right,1051,787607,11.0,1989-09-10,2025-12-31,1961,1100000.0,BR,Brazil,1100000.0,EUR,https://api.sofascore.app/api/v1/player/787607/image
Pedrinho,pedrinho,Pedrinho,M,172.0,Left,1338,874030,38.0,1998-04-13,2024-06-30,1977,7800000.0,BR,Brazil,7800000.0,EUR,https://api.sofascore.app/api/v1/player/874030/image
Ganso,ganso,Ganso,M,184.0,Left,1728,116853,10.0,1989-10-12,2025-12-31,1961,670000.0,BR,Brazil,670000.0,EUR,https://api.sofascore.app/api/v1/player/116853/image
Renato Augusto,renato-augusto,Renato Augusto,M,185.0,Right,3247,34152,8.0,1988-02-08,2023-12-31,1957,1400000.0,BR,Brazil,1400000.0,EUR,https://api.sofascore.app/api/v1/player/34152/image
Nathan Silva,nathan-silva,Nathan Silva,D,182.0,Right,333,841129,6.0,1997-05-06,2027-06-30,1933,4700000.0,BR,Brazil,4700000.0,EUR,https://api.sofascore.app/api/v1/player/841129/image
João Paulo,joao-paulo,J. Paulo,G,188.0,Right,933,795177,34.0,1995-06-29,2027-12-31,1968,6700000.0,BR,Brazil,6700000.0,EUR,https://api.sofascore.app/api/v1/player/795177/image
Jory,jory,Jory,G,190.0,Right,31,839762,12.0,1996-03-13,2025-12-31,1973,310000.0,BR,Brazil,310000.0,EUR,https://api.sofascore.app/api/v1/player/839762/image
Artur,artur,Artur,M,168.0,Left,2210,841128,14.0,1998-02-15,2027-12-31,1963,9600000.0,BR,Brazil,9600000.0,EUR,https://api.sofascore.app/api/v1/player/841128/image
Rafinha,rafinha,Rafinha,D,172.0,Right,1642,12634,13.0,1985-09-07,2024-12-31,1981,195000.0,BR,Brazil,195000.0,EUR,https://api.sofascore.app/api/v1/player/12634/image
Tinga,tinga,Tinga,D,179.0,Right,245,330057,2.0,1993-09-01,2026-04-30,2020,1100000.0,BR,Brazil,1100000.0,EUR,https://api.sofascore.app/api/v1/player/330057/image
Marlon Freitas,marlon-freitas,Marlon Freitas,M,185.0,Right,373,840202,17.0,1995-03-27,2025-12-31,1958,2900000.0,BR,Brazil,2900000.0,EUR,https://api.sofascore.app/api/v1/player/840202/image
Nikão,nikao,Nikão,M,174.0,Left,457,139300,10.0,1992-07-29,2023-12-31,1954,2200000.0,BR,Brazil,2200000.0,EUR,https://api.sofascore.app/api/v1/player/139300/image
David Luiz,david-luiz,D. Luiz,D,189.0,Right,5401,21300,23.0,1987-04-22,2023-12-31,5981,540000.0,BR,Brazil,540000.0,EUR,https://api.sofascore.app/api/v1/player/21300/image
Guilherme Arana,guilherme-arana,G. Arana,D,176.0,Left,2113,1127439,13.0,1997-04-14,2027-12-31,1977,10600000.0,BR,Brazil,10600000.0,EUR,https://api.sofascore.app/api/v1/player/1127439/image
Walter,walter,Walter,G,188.0,Right,275,329055,1.0,1987-11-18,2024-12-31,49202,230000.0,BR,Brazil,230000.0,EUR,https://api.sofascore.app/api/v1/player/329055/image
Fernando,fernando,Fernando,D,181.0,Left,105,1017746,6.0,1999-09-14,2026-12-31,1967,495000.0,BR,Brazil,495000.0,EUR,https://api.sofascore.app/api/v1/player/1017746/image
Erick,erick,Erick,M,176.0,Right,311,874063,26.0,1997-11-14,2026-01-31,1967,4099999.0,BR,Brazil,4099999.0,EUR,https://api.sofascore.app/api/v1/player/874063/image
Denilson,denilson,Denilson,M,180.0,Right,157,1175760,27.0,2001-03-23,2027-12-31,49202,620000.0,BR,Brazil,620000.0,EUR,https://api.sofascore.app/api/v1/player/1175760/image
Matheus Fernandes,matheus-fernandes,Matheus Fernandes,M,183.0,Right,986,840150,35.0,1998-06-30,2023-12-31,1999,1400000.0,BR,Brazil,1400000.0,EUR,https://api.sofascore.app/api/v1/player/840150/image
Eduardo Sasha,eduardo-sasha,E. Sasha,F,173.0,Right,953,143846,19.0,1992-02-24,2025-12-31,1999,2000000.0,BR,Brazil,2000000.0,EUR,https://api.sofascore.app/api/v1/player/143846/image
Lucas Oliveira,lucas-oliveira,Lucas Oliveira,D,187.0,Right,200,867907,6.0,1996-02-02,2025-12-31,1954,2700000.0,BR,Brazil,2700000.0,EUR,https://api.sofascore.app/api/v1/player/867907/image
Gonzalo Mastriani,gonzalo-mastriani,G. Mastriani,F,180.0,Left,593,345847,17.0,1993-04-28,2025-12-31,1973,855000.0,UY,Uruguay,855000.0,EUR,https://api.sofascore.app/api/v1/player/345847/image
Deyverson,deyverson,Deyverson,F,185.0,Left,1811,270287,16.0,1991-05-08,2024-12-31,49202,970000.0,BR,Brazil,970000.0,EUR,https://api.sofascore.app/api/v1/player/270287/image
Marcos Leonardo,marcos-leonardo,M. Leonardo,F,174.0,Right,5527,1047227,9.0,2003-05-02,2026-12-31,1968,17700000.0,BR,Brazil,17700000.0,EUR,https://api.sofascore.app/api/v1/player/1047227/image
Ruan Assis,ruan-assis,Ruan Assis,M,,,15,1495892,97.0,2004-04-20,,1982,,BR,Brazil,,EUR,https://api.sofascore.app/api/v1/player/1495892/image
Gabriel Xavier,gabriel-xavier,G. Xavier,D,190.0,Right,101,1117710,3.0,2001-05-06,2025-12-31,1955,220000.0,BR,Brazil,220000.0,EUR,https://api.sofascore.app/api/v1/player/1117710/image
Moreira,moreira,Moreira,D,175.0,Right,326,1175765,30.0,2004-05-21,2027-06-30,1981,1900000.0,BR,Brazil,1900000.0,EUR,https://api.sofascore.app/api/v1/player/1175765/image
Vitor Eudes,vitor-eudes,Vitor Eudes,G,195.0,Right,115,927666,98.0,1998-10-21,2025-12-31,1961,92000.0,BR,Brazil,92000.0,EUR,https://api.sofascore.app/api/v1/player/927666/image
Luis Fernando,luis-fernando,L. Fernando,F,,,71,1585334,26.0,2005-04-12,,1954,,BR,Brazil,,EUR,https://api.sofascore.app/api/v1/player/1585334/image
Biel,biel,Biel,F,169.0,Right,540,1106140,10.0,2001-04-01,2028-12-31,1955,2400000.0,BR,Brazil,2400000.0,EUR,https://api.sofascore.app/api/v1/player/1106140/image
Everton,everton,Everton,F,174.0,Right,5930,386198,11.0,1996-03-22,2026-06-30,5981,8199999.0,BR,Brazil,8199999.0,EUR,https://api.sofascore.app/api/v1/player/386198/image
Bento,bento,Bento,G,190.0,Right,929,1016104,1.0,1999-06-10,2026-12-31,1967,8600000.0,BR,Brazil,8600000.0,EUR,https://api.sofascore.app/api/v1/player/1016104/image
Zé Ricardo,ze-ricardo,Zé Ricardo,M,175.0,Right,109,943044,5.0,1999-02-03,,87202,480000.0,BR,Brazil,480000.0,EUR,https://api.sofascore.app/api/v1/player/943044/image
Fernandinho,fernandinho,Fernandinho,M,179.0,Right,2703,13630,5.0,1985-05-04,2024-12-31,1967,620000.0,BR,Brazil,620000.0,EUR,https://api.sofascore.app/api/v1/player/13630/image
Pedro Henrique,pedro-henrique,P. Henrique,D,188.0,Right,340,551774,34.0,1995-10-02,2024-12-31,1967,3200000.0,BR,Brazil,3200000.0,EUR,https://api.sofascore.app/api/v1/player/551774/image
Lucas Lima,lucas-lima,L. Lima,M,176.0,Left,972,244589,23.0,1990-07-09,2025-04-30,1968,910000.0,BR,Brazil,910000.0,EUR,https://api.sofascore.app/api/v1/player/244589/image
Pablo Maia,pablo-maia,P. Maia,M,178.0,Right,932,1120721,29.0,2002-01-10,2027-12-31,1981,6800000.0,BR,Brazil,6800000.0,EUR,https://api.sofascore.app/api/v1/player/1120721/image
Gil,gil,Gil,D,191.0,Right,993,106402,4.0,1987-06-12,2023-12-31,1957,515000.0,BR,Brazil,515000.0,EUR,https://api.sofascore.app/api/v1/player/106402/image
Agustín Canobbio,agustin-canobbio,A. Canobbio,M,175.0,Right,946,846413,14.0,1998-10-01,2026-12-31,1967,4099999.0,UY,Uruguay,4099999.0,EUR,https://api.sofascore.app/api/v1/player/846413/image
Wanderson,wanderson,Wanderson,M,175.0,Right,645,247483,11.0,1994-10-07,2025-12-31,1966,8700000.0,BR,Brazil,8700000.0,EUR,https://api.sofascore.app/api/v1/player/247483/image
Maurício,mauricio,Maurício,M,174.0,Left,750,986233,27.0,2001-06-22,2027-12-31,1966,6300000.0,BR,Brazil,6300000.0,EUR,https://api.sofascore.app/api/v1/player/986233/image
Tomás Cuello,tomas-cuello,Tomás Cuello,M,176.0,Right,356,871273,28.0,2000-03-05,2025-12-31,1967,3300000.0,AR,Argentina,3300000.0,EUR,https://api.sofascore.app/api/v1/player/871273/image
Luciano Castan,luciano-castan,Luciano Castan,D,187.0,Left,171,845110,4.0,1989-09-13,2023-12-31,1954,275000.0,BR,Brazil,275000.0,EUR,https://api.sofascore.app/api/v1/player/845110/image
Sander,sander,Sander,D,177.0,Left,133,795014,6.0,1990-10-03,2024-12-31,1960,270000.0,BR,Brazil,270000.0,EUR,https://api.sofascore.app/api/v1/player/795014/image
Yeferson Soteldo,yeferson-soteldo,Y. Soteldo,M,160.0,Right,2810,789960,10.0,1997-06-30,2027-06-30,1968,4600000.0,VE,Venezuela,4600000.0,EUR,https://api.sofascore.app/api/v1/player/789960/image
Thiago Heleno,thiago-heleno,T. Heleno,D,185.0,Right,247,33106,44.0,1988-09-17,2024-12-31,1967,650000.0,BR,Brazil,650000.0,EUR,https://api.sofascore.app/api/v1/player/33106/image
Gabriel Menino,gabriel-menino,Gabriel Menino,M,176.0,Right,1891,974556,25.0,2000-09-29,2025-12-31,1963,10400000.0,BR,Brazil,10400000.0,EUR,https://api.sofascore.app/api/v1/player/974556/image
Joaquín Piquerez,joaquin-piquerez,J. Piquerez,D,183.0,Left,1809,881110,22.0,1998-08-24,2025-12-31,1963,9400000.0,UY,Uruguay,9400000.0,EUR,https://api.sofascore.app/api/v1/player/881110/image
Nino,nino,Nino,D,188.0,Right,1286,870788,33.0,1997-04-10,2024-12-31,1961,6600000.0,BR,Brazil,6600000.0,EUR,https://api.sofascore.app/api/v1/player/870788/image
Jean Lucas,jean-lucas,J. Lucas,M,181.0,Right,907,927975,8.0,1998-06-22,2027-12-31,1968,4900000.0,BR,Brazil,4900000.0,EUR,https://api.sofascore.app/api/v1/player/927975/image
Mathias Villasanti,mathias-villasanti,M. Villasanti,M,178.0,Right,891,1139775,20.0,1997-01-24,2024-12-31,5926,7200000.0,PY,Paraguay,7200000.0,EUR,https://api.sofascore.app/api/v1/player/1139775/image
Alan Patrick,alan-patrick,A. Patrick,M,177.0,Right,1098,124997,10.0,1991-05-13,2025-04-30,1966,4300000.0,BR,Brazil,4300000.0,EUR,https://api.sofascore.app/api/v1/player/124997/image
Vítor Jacaré,vitor-jacare,Vítor Jacaré,M,178.0,Right,442,1019652,29.0,1999-10-24,2024-12-31,1955,1400000.0,BR,Brazil,1400000.0,EUR,https://api.sofascore.app/api/v1/player/1019652/image
Rafael,rafael,Rafael,G,192.0,Left,661,33132,23.0,1989-06-23,2025-12-31,1981,370000.0,BR,Brazil,370000.0,EUR,https://api.sofascore.app/api/v1/player/33132/image
Matheus Bidú,matheus-bidu,Matheus Bidú,D,172.0,Left,658,981703,21.0,1999-05-04,2025-12-31,1957,2100000.0,BR,Brazil,2100000.0,EUR,https://api.sofascore.app/api/v1/player/981703/image
