name,slug,shortName,position,height,preferredFoot,userCount,player.id,shirtNumber,dateOfBirth,contractUntil,team.id,proposedMarketValue,country.alpha2,country.name,proposedMarketValueRaw.value,proposedMarketValueRaw.currency,player.image
Victor Hugo Melgar,victor-hugo-melgar,V. H. Melgar,M,168.0,Right,3,147470,7.0,1988-02-28,,372975,81000.0,BO,Bolivia,81000.0,EUR,https://api.sofascore.app/api/v1/player/147470/image
José Briceño,jose-briceno,J. Briceño,D,177.0,Right,2,1147179,16.0,2002-01-20,,327910,190000.0,BO,Bolivia,190000.0,EUR,https://api.sofascore.app/api/v1/player/1147179/image
Nixon Guylherme,nixon-guylherme,N. Guylherme,F,184.0,Right,5,1098807,99.0,1995-12-26,2024-06-30,80811,190000.0,BR,Brazil,190000.0,EUR,https://api.sofascore.app/api/v1/player/1098807/image
Bryan Espinoza,bryan-espinoza,B. Espinoza,F,,,3,1197418,31.0,2003-01-03,,268083,145000.0,BO,Bolivia,145000.0,EUR,https://api.sofascore.app/api/v1/player/1197418/image
Mauricio Cabral,mauricio-cabral,M. Cabral,D,175.0,,1,980812,2.0,2000-11-05,,47701,,,,,EUR,https://api.sofascore.app/api/v1/player/980812/image
Juan Sebastián Reyes,juan-sebastian-reyes,J. S. Reyes,D,189.0,Left,3,876826,36.0,1997-03-12,,33820,545000.0,BO,Bolivia,545000.0,EUR,https://api.sofascore.app/api/v1/player/876826/image
Diego Wayar,diego-wayar,D. Wayar,D,169.0,Right,7,221800,14.0,1993-10-15,,32529,165000.0,BO,Bolivia,165000.0,EUR,https://api.sofascore.app/api/v1/player/221800/image
Javier Vargas,vargas-javier,J. Vargas,F,,,6,1468324,35.0,2003-01-28,,33820,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1468324/image
Kevin Mamani,kevin-mamani,K. Mamani,D,,,4,1495650,33.0,2004-11-05,,335685,,,,,EUR,https://api.sofascore.app/api/v1/player/1495650/image
Amilcar Sanchez,amilcar-sanchez,A. Sanchez,D,173.0,Right,0,561244,20.0,1993-01-23,,33714,180000.0,BO,Bolivia,180000.0,EUR,https://api.sofascore.app/api/v1/player/561244/image
Alexander Zurita Torrico,alexander-zurita-torrico,A. Z. Torrico,D,170.0,Right,2,1109295,32.0,1997-10-11,2023-12-31,273544,390000.0,AR,Argentina,390000.0,EUR,https://api.sofascore.app/api/v1/player/1109295/image
Jorge Vargas,jorge-vargas,J. Vargas,M,,,0,1495642,17.0,1997-02-17,,423192,,,,,EUR,https://api.sofascore.app/api/v1/player/1495642/image
Rai Lima,rai-lima,R. Lima,M,,Left,2,1147180,8.0,2000-04-08,,321264,360000.0,BO,Bolivia,360000.0,EUR,https://api.sofascore.app/api/v1/player/1147180/image
Diego Cabrera,diego-cabrera,D. Cabrera,M,175.0,Right,2,1177427,28.0,2005-01-29,,33820,77000.0,BO,Bolivia,77000.0,EUR,https://api.sofascore.app/api/v1/player/1177427/image
Alan Sanchez,alan-sanchez,A. Sanchez,F,181.0,Right,2,1184173,34.0,2004-02-04,,268083,155000.0,BO,Bolivia,155000.0,EUR,https://api.sofascore.app/api/v1/player/1184173/image
Luis Flores,luis-flores,L. Flores,M,,,0,1503866,65.0,2004-03-09,,372975,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1503866/image
Camilo Mamani,camilo-mamani,C. Mamani,F,,,0,1510596,47.0,,,372975,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1510596/image
Alain de Guzman,de-guzman-alain,A. d. Guzman,M,173.0,Left,3,1169070,18.0,2003-01-24,,33820,93000.0,BO,Bolivia,93000.0,EUR,https://api.sofascore.app/api/v1/player/1169070/image
Yeffry Paz,yeffry-paz,Y. Paz,M,,,1,1507621,49.0,2003-03-18,,372975,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1507621/image
Joel Bejarano,joel-bejarano,J. Bejarano,M,170.0,Right,1,831013,21.0,1996-03-21,,468587,160000.0,BO,Bolivia,160000.0,EUR,https://api.sofascore.app/api/v1/player/831013/image
William Velasco,william-velasco,W. Velasco,M,,,1,1000740,17.0,2000-04-21,,423186,69000.0,BO,Bolivia,69000.0,EUR,https://api.sofascore.app/api/v1/player/1000740/image
Ivan Brun,ivan-brun,I. Brun,G,183.0,Right,2,876823,1.0,1984-01-19,,7060,27000.0,AR,Argentina,27000.0,EUR,https://api.sofascore.app/api/v1/player/876823/image
Andre Sosa,andre-sosa,A. Sosa,D,,Right,2,1169062,42.0,1998-11-04,,33820,165000.0,BO,Bolivia,165000.0,EUR,https://api.sofascore.app/api/v1/player/1169062/image
Pedro Martínez,pedro-martinez,P. Martínez,D,,Right,0,1184215,3.0,1992-11-17,,335685,110000.0,BO,Bolivia,110000.0,EUR,https://api.sofascore.app/api/v1/player/1184215/image
Junior Da Silva,junior-da-silva,J. D. Silva,F,,,1,1092690,36.0,,,7878,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1092690/image
Fabricio Suárez,fabricio-suarez,F. Suárez,F,176.0,,1,1189878,19.0,2003-09-02,,273544,,,,,EUR,https://api.sofascore.app/api/v1/player/1189878/image
Raul Stefano,raul-stefano,R. Stefano,M,187.0,,0,1116574,15.0,1998-08-25,,327860,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1116574/image
David Ramírez,david-ramirez,D. Ramírez,M,173.0,,0,1475507,24.0,1998-08-03,,321264,,,,,EUR,https://api.sofascore.app/api/v1/player/1475507/image
José Herrera,jose-herrera,J. Herrera,D,180.0,Right,1,1169068,,2001-07-17,,241802,97000.0,BO,Bolivia,97000.0,EUR,https://api.sofascore.app/api/v1/player/1169068/image
Wayner Vaca,wayner-vaca,W. Vaca,M,170.0,Left,1,1510216,39.0,2005-04-21,,327910,23000.0,BO,Bolivia,23000.0,EUR,https://api.sofascore.app/api/v1/player/1510216/image
Guilder Cuellar,guilder-cuellar,G. Cuellar,M,170.0,,0,1510599,5.0,1999-05-21,,268082,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1510599/image
Santos Navarro,santos-navarro,S. Navarro,D,168.0,Left,1,1017441,32.0,1990-11-20,,47701,260000.0,BO,Bolivia,260000.0,EUR,https://api.sofascore.app/api/v1/player/1017441/image
Marcelo Suárez,marcelo-suarez,M. Suárez,D,178.0,Left,11,975103,4.0,2001-12-20,,268083,440000.0,BO,Bolivia,440000.0,EUR,https://api.sofascore.app/api/v1/player/975103/image
Sergio Gil,sergio-gil,S. Gil,D,,Right,1,840988,22.0,1994-06-23,,423192,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/840988/image
Paolo Alcocer,paolo-alcocer,P. Alcocer,D,180.0,Right,3,975110,15.0,2000-09-03,,321264,69000.0,BO,Bolivia,69000.0,EUR,https://api.sofascore.app/api/v1/player/975110/image
Denilson Choque,denilson-choque,D. Choque,D,171.0,,1,1197423,24.0,1998-09-23,,327860,115000.0,BO,Bolivia,115000.0,EUR,https://api.sofascore.app/api/v1/player/1197423/image
Moisés Villarroel,moises-villarroel,M. Villarroel,M,175.0,Left,50,824930,8.0,1998-08-27,,48244,515000.0,BO,Bolivia,515000.0,EUR,https://api.sofascore.app/api/v1/player/824930/image
Jeferson Virreira Cossio,jeferson-virreira-cossio,J. V. Cossio,D,182.0,Right,1,975078,,1997-01-19,,241802,340000.0,BO,Bolivia,340000.0,EUR,https://api.sofascore.app/api/v1/player/975078/image
Gerson Malgor,gerson-malgor,G. Malgor,M,172.0,,1,1104156,39.0,2003-11-07,,327860,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1104156/image
Jhon Velasco,jhon-velasco,J. Velasco,D,174.0,Left,14,1159650,19.0,2002-03-08,,47701,410000.0,BO,Bolivia,410000.0,EUR,https://api.sofascore.app/api/v1/player/1159650/image
Hugo Salvatierra,hugo-salvatierra,H. Salvatierra,M,177.0,Right,2,1102027,13.0,2003-01-15,,47701,340000.0,BO,Bolivia,340000.0,EUR,https://api.sofascore.app/api/v1/player/1102027/image
Leonardo Justiniano,leonardo-justiniano,L. Justiniano,D,190.0,Right,1,1017466,8.0,2001-07-20,2023-12-31,335685,340000.0,BO,Bolivia,340000.0,EUR,https://api.sofascore.app/api/v1/player/1017466/image
Pablo Lujan,pablo-lujan,P. Lujan,M,,,2,1013157,14.0,2003-02-26,,6968,165000.0,BO,Bolivia,165000.0,EUR,https://api.sofascore.app/api/v1/player/1013157/image
Jorge Leonardo Toco,jorge-leonardo-toco,J. L. Toco,D,178.0,Right,2,805339,31.0,1992-01-13,,372975,165000.0,BO,Bolivia,165000.0,EUR,https://api.sofascore.app/api/v1/player/805339/image
Mirko Tomianovic,mirko-tomianovic,M. Tomianovic,M,167.0,,5,1008537,11.0,2001-10-01,,273544,165000.0,BO,Bolivia,165000.0,EUR,https://api.sofascore.app/api/v1/player/1008537/image
Luis Rodríguez,luis-rodriguez,L. Rodríguez,D,177.0,,2,1108720,4.0,2002-10-17,,321264,340000.0,BO,Bolivia,340000.0,EUR,https://api.sofascore.app/api/v1/player/1108720/image
Leonardo Montenegro,leonardo-montenegro,L. Montenegro,D,,,1,1495652,42.0,,,423192,,,,,EUR,https://api.sofascore.app/api/v1/player/1495652/image
Victor Borobobo,victor-borobobo,V. Borobobo,M,,,1,1495683,6.0,1993-01-30,,327910,,,,,EUR,https://api.sofascore.app/api/v1/player/1495683/image
César Menacho,cesar-menacho,C. Menacho,F,183.0,Right,7,944161,11.0,1999-08-09,,6968,390000.0,BO,Bolivia,390000.0,EUR,https://api.sofascore.app/api/v1/player/944161/image
Kevin Pontons,kevin-pontons,K. Pontons,M,172.0,Right,1,1184207,35.0,1997-08-17,,327910,97000.0,BO,Bolivia,97000.0,EUR,https://api.sofascore.app/api/v1/player/1184207/image
Marcelo De Lima,marcelo-de-lima,M. D. Lima,D,,,1,1457552,9.0,2005-04-08,,268083,,,,,EUR,https://api.sofascore.app/api/v1/player/1457552/image
Kevin Fernández,kevin-fernandez,K. Fernández,M,,,1,931640,2.0,1996-06-20,,321264,110000.0,BO,Bolivia,110000.0,EUR,https://api.sofascore.app/api/v1/player/931640/image
Damian Medina,damian-medina,D. Medina,D,170.0,,1,1471233,14.0,2005-10-02,,268083,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1471233/image
Juan Alemán,juan-aleman,J. Alemán,D,180.0,Right,1,1495643,6.0,1990-05-04,,423192,,,,,EUR,https://api.sofascore.app/api/v1/player/1495643/image
Raúl Rocabado,raul-rocabado,R. Rocabado,M,,,1,1468163,,2004-08-10,,268083,195000.0,BO,Bolivia,195000.0,EUR,https://api.sofascore.app/api/v1/player/1468163/image
Jorge Carreón,jorge-carreon,J. Carreón,M,170.0,Right,3,1010408,23.0,1997-10-17,,327860,49000.0,ES,Spain,49000.0,EUR,https://api.sofascore.app/api/v1/player/1010408/image
Henry Torrez,henry-torrez,H. Torrez,F,,,0,885623,,1994-10-28,,241802,47000.0,BO,Bolivia,47000.0,EUR,https://api.sofascore.app/api/v1/player/885623/image
Edson Perez,edson-perez,E. Perez,F,174.0,,2,246989,14.0,1992-12-16,,372975,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/246989/image
Dieguito Rodríguez,dieguito-rodriguez,D. Rodríguez,D,,,1,1495617,4.0,1993-08-28,,423192,,,,,EUR,https://api.sofascore.app/api/v1/player/1495617/image
Javier Guerra,javier-guerra,J. Guerra,M,179.0,Right,2,1394851,28.0,2004-04-06,,321264,340000.0,BO,Bolivia,340000.0,EUR,https://api.sofascore.app/api/v1/player/1394851/image
Juan Montenegro,juan-montenegro,J. Montenegro,M,165.0,Left,3,923033,10.0,1997-02-04,,47701,270000.0,BO,Bolivia,270000.0,EUR,https://api.sofascore.app/api/v1/player/923033/image
Miguel Angel Becerra,becerra-miguel-angel,M. Á. Becerra,D,,,1,1092597,24.0,1992-05-23,,6968,260000.0,BO,Bolivia,260000.0,EUR,https://api.sofascore.app/api/v1/player/1092597/image
Adrian Pacheco,adrian-pacheco,A. Pacheco,M,177.0,Right,1,1499986,33.0,2005-07-02,,7878,54000.0,BO,Bolivia,54000.0,EUR,https://api.sofascore.app/api/v1/player/1499986/image
César Romero,romero-cesar,C. Romero,D,188.0,Right,4,1457547,26.0,2001-08-01,,6968,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1457547/image
Samuel Guzman Camargo,samuel-guzman-camargo,S. G. Camargo,D,,,3,973569,24.0,2001-08-29,,33820,,,,,EUR,https://api.sofascore.app/api/v1/player/973569/image
Guimer Justiniano,guimer-justiniano,G. Justiniano,F,185.0,Left,2,923024,2.0,1989-06-29,,6968,140000.0,BO,Bolivia,140000.0,EUR,https://api.sofascore.app/api/v1/player/923024/image
Ricardo Menacho,ricardo-menacho,R. Menacho,M,,,1,1471256,33.0,,,33820,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1471256/image
Moises Calero,moises-calero,M. Calero,F,175.0,Right,1,929291,29.0,1998-09-12,,468587,165000.0,BO,Bolivia,165000.0,EUR,https://api.sofascore.app/api/v1/player/929291/image
Mario Perez,mario-perez,M. Perez,D,172.0,Left,0,1465093,33.0,2005-09-15,,6968,52000.0,BO,Bolivia,52000.0,EUR,https://api.sofascore.app/api/v1/player/1465093/image
Edson García,edson-garcia,E. García,M,,,0,1510857,40.0,2006-06-04,,321264,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1510857/image
Harry Céspedes,harry-cespedes,H. Céspedes,D,,Left,3,964229,35.0,1998-07-27,2023-12-31,47701,160000.0,BO,Bolivia,160000.0,EUR,https://api.sofascore.app/api/v1/player/964229/image
Jose Carlos Velasco Moreno,jose-carlos-velasco-moreno,J. C. V. Moreno,M,,,0,1093524,43.0,,,33820,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1093524/image
Gabriel Ríos,gabriel-rios,G. Ríos,M,,,2,883602,11.0,,,423192,,,,,EUR,https://api.sofascore.app/api/v1/player/883602/image
Diego Arando,diego-arando,D. Arando,M,,,0,1495616,51.0,2003-08-06,,372975,,,,,EUR,https://api.sofascore.app/api/v1/player/1495616/image
Marcelo Somoya,marcelo-somoya,M. Somoya,M,170.0,Right,2,1483011,25.0,2004-02-27,,32529,68000.0,BO,Bolivia,68000.0,EUR,https://api.sofascore.app/api/v1/player/1483011/image
Ronald Sagredo,ronald-sagredo,R. Sagredo,D,,,0,1495678,16.0,2005-01-01,,335685,,,,,EUR,https://api.sofascore.app/api/v1/player/1495678/image
Diego Valverde,diego-valverde,D. Valverde,D,,,2,1177040,2.0,2003-12-07,,273544,115000.0,BO,Bolivia,115000.0,EUR,https://api.sofascore.app/api/v1/player/1177040/image
Grovert Carrillo,grovert-carrillo,G. Carrillo,D,,,0,1495629,5.0,1996-06-19,,423192,,,,,EUR,https://api.sofascore.app/api/v1/player/1495629/image
Ronald Gil,ronald-gil,R. Gil,M,,,0,1471660,5.0,2004-12-30,,47701,,,,,EUR,https://api.sofascore.app/api/v1/player/1471660/image
Saul Severiche,severiche-saul,S. Severiche,D,178.0,Right,1,1184185,39.0,2002-05-17,,6968,105000.0,BO,Bolivia,105000.0,EUR,https://api.sofascore.app/api/v1/player/1184185/image
Sergio Moruno,sergio-moruno,S. Moruno,M,171.0,,0,1184190,16.0,1993-06-08,,33714,70000.0,BO,Bolivia,70000.0,EUR,https://api.sofascore.app/api/v1/player/1184190/image
Cristian Fernandez,cristian-fernandez,C. Fernandez,M,182.0,Right,5,1464250,26.0,2003-10-07,,47701,77000.0,BO,Bolivia,77000.0,EUR,https://api.sofascore.app/api/v1/player/1464250/image
Ramiro Eguez,ramiro-eguez,R. Eguez,M,,,2,1457554,36.0,2004-03-16,,6968,48000.0,BO,Bolivia,48000.0,EUR,https://api.sofascore.app/api/v1/player/1457554/image
Anderson Rey Salinas,anderson-rey-salinas,A. R. Salinas,D,187.0,Right,1,891844,94.0,1994-09-13,,327860,72000.0,BO,Bolivia,72000.0,EUR,https://api.sofascore.app/api/v1/player/891844/image
Ayrton Paz,ayrton-paz,A. Paz,D,,,2,1177426,32.0,,,33820,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1177426/image
Daniel Camacho,daniel-camacho,D. Camacho,M,178.0,Right,7,874465,98.0,1998-10-15,,268082,180000.0,BO,Bolivia,180000.0,EUR,https://api.sofascore.app/api/v1/player/874465/image
Andrée Gustavo Navia Rios,andree-gustavo-navia-rios,A. G. N. Rios,M,,,0,1495596,7.0,2000-07-03,,327860,,,,,EUR,https://api.sofascore.app/api/v1/player/1495596/image
Luis Condarco,luis-condarco,L. Condarco,M,,,0,1495655,31.0,2004-04-07,,327860,,,,,EUR,https://api.sofascore.app/api/v1/player/1495655/image
Marlon Esterilla,marlon-esterilla,M. Esterilla,D,176.0,Right,3,1477489,,1994-09-09,,423186,77000.0,EC,Ecuador,77000.0,EUR,https://api.sofascore.app/api/v1/player/1477489/image
Juan Daniel Ferrufino,ferrufino-juan-daniel,J. D. Ferrufino,F,,,1,1009953,17.0,2001-03-08,,6968,81000.0,BO,Bolivia,81000.0,EUR,https://api.sofascore.app/api/v1/player/1009953/image
Cristhian Choque,cristhian-choque,C. Choque,M,,,1,932913,52.0,,,372975,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/932913/image
Lazaro Crecencio,lazaro-crecencio,L. Crecencio,D,,,0,1490613,15.0,2003-04-10,,327910,,,,,EUR,https://api.sofascore.app/api/v1/player/1490613/image
José Flores,jose-flores,J. Flores,F,177.0,Right,14,1114093,32.0,2003-08-03,,32529,325000.0,BO,Bolivia,325000.0,EUR,https://api.sofascore.app/api/v1/player/1114093/image
Adrián Peña,adrian-pena,A. Peña,M,184.0,Left,8,1000475,45.0,2003-12-10,2023-12-31,33820,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1000475/image
Diego Valdivia,valdivia-diego,D. Valdivia,G,186.0,,1,975066,22.0,2001-04-14,,33820,81000.0,BO,Bolivia,81000.0,EUR,https://api.sofascore.app/api/v1/player/975066/image
Pablo Galindo,pablo-galindo,P. Galindo,D,174.0,Left,1,1116476,,1997-09-03,,241802,52000.0,BO,Bolivia,52000.0,EUR,https://api.sofascore.app/api/v1/player/1116476/image
Rashid Joffre,rashid-joffre,R. Joffre,M,,,1,1595972,51.0,,,33820,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1595972/image
Nicoll Taboada,nicoll-taboada,N. Taboada,D,175.0,Right,1,1184230,22.0,1990-06-06,,33714,73000.0,BO,Bolivia,73000.0,EUR,https://api.sofascore.app/api/v1/player/1184230/image
Johan Gutiérrez,johan-gutierrez,J. Gutiérrez,G,182.0,Right,2,891848,34.0,1996-09-27,,6968,220000.0,BO,Bolivia,220000.0,EUR,https://api.sofascore.app/api/v1/player/891848/image
Nicolas Arteaga,nicolas-arteaga,N. Arteaga,F,173.0,Left,0,1495668,21.0,1996-10-14,,372975,,,,,EUR,https://api.sofascore.app/api/v1/player/1495668/image
Mauro Ramiro Milano,mauro-ramiro-milano,M. R. Milano,M,168.0,Right,3,33024,,1984-01-18,2023-12-31,241802,24000.0,AR,Argentina,24000.0,EUR,https://api.sofascore.app/api/v1/player/33024/image
Pedro Tomicha Barboza,pedro-tomicha-barboza,P. T. Barboza,D,,Right,3,921380,16.0,1997-06-29,,423192,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/921380/image
Ezequiel Michelli,ezequiel-michelli,E. Michelli,D,183.0,Right,3,295335,31.0,1991-04-29,,33714,71000.0,AR,Argentina,71000.0,EUR,https://api.sofascore.app/api/v1/player/295335/image
Angel Gutierrez,angel-gutierrez,A. Gutierrez,D,169.0,Right,0,1394165,,2002-01-13,,241802,105000.0,BO,Bolivia,105000.0,EUR,https://api.sofascore.app/api/v1/player/1394165/image
Yojhani Taborga,yojhani-taborga,Y. Taborga,D,,,0,1495684,19.0,1996-02-13,,423192,,,,,EUR,https://api.sofascore.app/api/v1/player/1495684/image
José Lara,jose-lara,J. Lara,F,,,0,1184227,17.0,2000-01-14,2023-12-31,327860,260000.0,BO,Bolivia,260000.0,EUR,https://api.sofascore.app/api/v1/player/1184227/image
Jaime Villamil,jaime-villamil,J. Villamil,D,177.0,Left,5,876827,30.0,1992-10-05,,6968,230000.0,BO,Bolivia,230000.0,EUR,https://api.sofascore.app/api/v1/player/876827/image
Luis Gómez,luis-gomez,L. Gómez,M,,,0,1468007,27.0,,,47701,,,,,EUR,https://api.sofascore.app/api/v1/player/1468007/image
Sebastián Claure,sebastian-claure,S. Claure,M,182.0,Right,1,1018548,15.0,1999-10-26,,32529,325000.0,BO,Bolivia,325000.0,EUR,https://api.sofascore.app/api/v1/player/1018548/image
Iago Mendonça,mendonca-iago,I. Mendonça,D,195.0,Both,14,986570,14.0,1999-08-16,2024-12-31,2021,130000.0,BR,Brazil,130000.0,EUR,https://api.sofascore.app/api/v1/player/986570/image
Shelton Cordero,shelton-cordero,S. Cordero,D,185.0,Left,1,878668,,1998-12-21,,241802,52000.0,BO,Bolivia,52000.0,EUR,https://api.sofascore.app/api/v1/player/878668/image
Elias Peralta,elias-peralta,E. Peralta,D,,,0,1495619,45.0,1998-05-25,,372975,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1495619/image
Lorgio Castedo,lorgio-castedo,L. Castedo,G,182.0,Left,1,1507620,34.0,1988-03-02,,372975,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1507620/image
Carlitos Rodriguez,carlitos-rodriguez,C. Rodriguez,M,165.0,Right,4,1386915,19.0,2004-11-22,,7878,185000.0,BO,Bolivia,185000.0,EUR,https://api.sofascore.app/api/v1/player/1386915/image
Oscar Ribera,oscar-ribera,O. Ribera,D,178.0,Right,3,588518,12.0,1992-02-10,,335685,155000.0,BO,Bolivia,155000.0,EUR,https://api.sofascore.app/api/v1/player/588518/image
Joel Bernal,joel-bernal,J. Bernal,G,,,2,1177044,1.0,2003-02-01,,273544,71000.0,BO,Bolivia,71000.0,EUR,https://api.sofascore.app/api/v1/player/1177044/image
Juan Francisco Rivero,juan-francisco-rivero,J. F. Rivero,M,189.0,Right,1,1013129,33.0,1989-12-31,,327860,130000.0,BO,Bolivia,130000.0,EUR,https://api.sofascore.app/api/v1/player/1013129/image
Mathías Techera,mathias-techera,M. Techera,D,189.0,Right,7,1102723,22.0,1992-02-16,,23427,215000.0,UY,Uruguay,215000.0,EUR,https://api.sofascore.app/api/v1/player/1102723/image
Ricardo Román Arancibia,ricardo-roman-arancibia,R. R. Arancibia,M,177.0,Right,1,1113387,31.0,1996-03-11,,168098,73000.0,BO,Bolivia,73000.0,EUR,https://api.sofascore.app/api/v1/player/1113387/image
Asaf Patzi,asaf-patzi,A. Patzi,M,,,2,1511838,72.0,2007-09-14,,372975,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1511838/image
Rodrigo Cabrera,rodrigo-cabrera,R. Cabrera,F,169.0,Left,1,975115,12.0,1997-02-06,,335685,97000.0,BO,Bolivia,97000.0,EUR,https://api.sofascore.app/api/v1/player/975115/image
Ricardo Suárez,ricardo-suarez,R. Suárez,D,180.0,Left,1,1184220,28.0,1993-10-23,,327910,105000.0,BO,Bolivia,105000.0,EUR,https://api.sofascore.app/api/v1/player/1184220/image
Brian Hinojosa,brian-hinojosa,B. Hinojosa,D,175.0,Left,0,1495606,16.0,1993-08-12,,7878,,,,,EUR,https://api.sofascore.app/api/v1/player/1495606/image
Alvaro Ayala,alvaro-ayala,A. Ayala,M,,,2,1522303,36.0,2004-11-01,,321264,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1522303/image
Marcos Rodríguez,marcos-rodriguez,M. Rodríguez,M,,,1,1495660,27.0,2001-07-27,,327910,,,,,EUR,https://api.sofascore.app/api/v1/player/1495660/image
José Segovia,jose-segovia,J. Segovia,F,172.0,,0,1104165,23.0,2003-09-11,,33714,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1104165/image
