name,slug,shortName,position,height,preferredFoot,userCount,player.id,shirtNumber,dateOfBirth,contractUntil,team.id,proposedMarketValue,country.alpha2,country.name,proposedMarketValueRaw.value,proposedMarketValueRaw.currency,player.image
Maximiliano Gómez,maximiliano-gomez,M. Gómez,M,180.0,Right,2,941449,11.0,1988-01-03,2023-12-31,47701,110000.0,AR,Argentina,110000.0,EUR,https://api.sofascore.app/api/v1/player/941449/image
Sebastian Zaracho,sebastian-zaracho,S. Zaracho,D,186.0,,11,926882,15.0,1999-01-20,,33714,485000.0,PY,Paraguay,485000.0,EUR,https://api.sofascore.app/api/v1/player/926882/image
Yonathan Taborga,yonathan-taborga,Y. Taborga,F,,,2,1495685,27.0,1996-02-13,,423192,,,,,EUR,https://api.sofascore.app/api/v1/player/1495685/image
Omar Siles,omar-siles,O. Siles,M,178.0,,3,975109,27.0,1992-11-15,,6968,360000.0,BO,Bolivia,360000.0,EUR,https://api.sofascore.app/api/v1/player/975109/image
Juan Rioja,juan-rioja,J. P. Rioja,D,182.0,Right,1,868699,2.0,1988-05-04,2023-12-31,335685,97000.0,BO,Bolivia,97000.0,EUR,https://api.sofascore.app/api/v1/player/868699/image
Fabio Vargas,fabio-vargas,F. Vargas,M,,,1,1473453,35.0,2004-04-21,,33820,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1473453/image
Milciades Portillo,portillo-milciades,M. Portillo,D,185.0,,6,902907,21.0,1992-02-21,,47701,155000.0,PY,Paraguay,155000.0,EUR,https://api.sofascore.app/api/v1/player/902907/image
Jhon Velásquez,jhon-velasquez,J. Velásquez,F,163.0,Right,8,1177431,32.0,2003-04-22,,7878,250000.0,BO,Bolivia,250000.0,EUR,https://api.sofascore.app/api/v1/player/1177431/image
Mateo Abastoflor,mateo-abastoflor,M. Abastoflor,F,,,4,1107011,30.0,2002-04-09,,47701,,,,,EUR,https://api.sofascore.app/api/v1/player/1107011/image
Andres Cordoba,andres-cordoba,A. Cordoba,F,,,1,1174958,11.0,1997-10-01,,47700,110000.0,CO,Colombia,110000.0,EUR,https://api.sofascore.app/api/v1/player/1174958/image
Javier Rojas,javier-rojas,J. Rojas,G,183.0,Right,8,805225,22.0,1996-01-14,,321264,93000.0,BO,Bolivia,93000.0,EUR,https://api.sofascore.app/api/v1/player/805225/image
Didi Torrico,didi-torrico,D. Torrico,M,177.0,Right,2,33187,26.0,1988-05-18,,33714,120000.0,BO,Bolivia,120000.0,EUR,https://api.sofascore.app/api/v1/player/33187/image
Erwin Junior Sánchez,erwin-junior-sanchez,E. J. Sánchez,M,198.0,Left,4,805360,19.0,1992-07-23,,33820,465000.0,BO,Bolivia,465000.0,EUR,https://api.sofascore.app/api/v1/player/805360/image
Fernando Luna,fernando-luna,F. Luna,M,173.0,Both,2,802897,13.0,1990-01-19,,321264,160000.0,AR,Argentina,160000.0,EUR,https://api.sofascore.app/api/v1/player/802897/image
Efmamj Jasond González,efmamj-jasond-gonzalez,E. Gonzalez,F,189.0,Right,88,1092323,14.0,1999-06-12,,7663,515000.0,CO,Colombia,515000.0,EUR,https://api.sofascore.app/api/v1/player/1092323/image
Gabriel Villamil,gabriel-villamil,G. Villamil,M,179.0,Right,114,964296,15.0,2001-06-28,2024-12-31,7059,875000.0,BO,Bolivia,875000.0,EUR,https://api.sofascore.app/api/v1/player/964296/image
Javier Uzeda,javier-uzeda,J. Uzeda,M,172.0,Left,37,1114091,24.0,2002-07-31,,7059,515000.0,BO,Bolivia,515000.0,EUR,https://api.sofascore.app/api/v1/player/1114091/image
Moises Paniagua,paniagua-moises,M. Paniagua,F,169.0,,74,1424737,40.0,2007-08-16,,268083,415000.0,BO,Bolivia,415000.0,EUR,https://api.sofascore.app/api/v1/player/1424737/image
Juan Arce,juan-arce,J. Arce,M,176.0,Right,38,11348,77.0,1985-04-10,,6968,82000.0,BO,Bolivia,82000.0,EUR,https://api.sofascore.app/api/v1/player/11348/image
Juan Ribera,juan-ribera,J. Ribera,M,174.0,Right,1,1148599,12.0,1995-08-15,,273544,470000.0,BO,Bolivia,470000.0,EUR,https://api.sofascore.app/api/v1/player/1148599/image
Carmelo Algarañaz,carmelo-algaranaz,C. Algarañaz,F,175.0,Left,44,808183,18.0,1996-01-20,2023-12-31,7059,535000.0,BO,Bolivia,535000.0,EUR,https://api.sofascore.app/api/v1/player/808183/image
Pedro Taborga,pedro-taborga,P. Taborga,M,,,4,1490611,8.0,1993-02-02,,327910,135000.0,BO,Bolivia,135000.0,EUR,https://api.sofascore.app/api/v1/player/1490611/image
Oswaldo Blanco,oswaldo-blanco,O. Blanco,F,184.0,Right,9,1020469,7.0,1991-05-21,2023-12-31,33714,325000.0,CO,Colombia,325000.0,EUR,https://api.sofascore.app/api/v1/player/1020469/image
Eugenio Isnaldo,eugenio-isnaldo,Eugenio Isnaldo,F,180.0,Left,51,312258,21.0,1994-01-07,2023-12-31,32529,480000.0,AR,Argentina,480000.0,EUR,https://api.sofascore.app/api/v1/player/312258/image
Hermes Hurtado,hermes-hurtado,H. Hurtado,M,,,0,1169067,62.0,1999-10-15,,327860,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1169067/image
Ricardo Sandoval,ricardo-sandoval,R. Sandoval,M,181.0,Right,1,1169074,16.0,2001-11-06,,33820,97000.0,BO,Bolivia,97000.0,EUR,https://api.sofascore.app/api/v1/player/1169074/image
Carlos Roca,carlos-roca,C. Roca,D,,Left,8,932242,19.0,1997-05-11,,32529,690000.0,BO,Bolivia,690000.0,EUR,https://api.sofascore.app/api/v1/player/932242/image
Jefinho,jefinho,Jefinho,M,166.0,Left,1,866477,17.0,1998-02-09,2023-12-31,335685,425000.0,BR,Brazil,425000.0,EUR,https://api.sofascore.app/api/v1/player/866477/image
Alejandro Melean,alejandro-melean,A. Melean,M,183.0,Right,3,147558,8.0,1987-06-16,2023-12-31,47701,68000.0,BO,Bolivia,68000.0,EUR,https://api.sofascore.app/api/v1/player/147558/image
Daniel Rojas,daniel-rojas,D. Rojas,M,170.0,,3,975062,6.0,2000-02-22,,33820,675000.0,BO,Bolivia,675000.0,EUR,https://api.sofascore.app/api/v1/player/975062/image
William Álvarez,william-alvarez,W. Alvarez,F,184.0,,2,846369,19.0,1995-09-15,,268082,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/846369/image
William Parra,william-parra,W. Parra,M,165.0,Right,14,819170,8.0,1995-03-01,,6114,260000.0,CO,Colombia,260000.0,EUR,https://api.sofascore.app/api/v1/player/819170/image
Jorge Eduardo Lovera,jorge-eduardo-lovera,J. E. Lovera,M,182.0,,1,856508,23.0,1997-04-18,,47701,445000.0,BO,Bolivia,445000.0,EUR,https://api.sofascore.app/api/v1/player/856508/image
José Sinisterra,jose-sinisterra,J. Sinisterra,F,171.0,Right,57,914211,38.0,1998-07-23,,6968,740000.0,CO,Colombia,740000.0,EUR,https://api.sofascore.app/api/v1/player/914211/image
Marvin Bejarano,marvin-bejarano,M. Bejarano,D,168.0,Left,2,47466,17.0,1988-03-06,2023-12-31,273544,115000.0,BO,Bolivia,115000.0,EUR,https://api.sofascore.app/api/v1/player/47466/image
Samuel Sandoval,sandoval-samuel,S. Sandoval,M,,,3,1474879,38.0,2003-05-21,,33820,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1474879/image
Rodrigo Morales,rodrigo-morales,R. Morales,M,169.0,Right,3,897150,5.0,1994-03-22,,327910,230000.0,AR,Argentina,230000.0,EUR,https://api.sofascore.app/api/v1/player/897150/image
Padú,padu,Padú,F,180.0,Right,2,1106065,11.0,1997-10-31,,47701,170000.0,BR,Brazil,170000.0,EUR,https://api.sofascore.app/api/v1/player/1106065/image
Richard Spenhay,spenhay-richard,R. Spenhay,M,168.0,,1,1017447,66.0,1997-09-09,,321264,535000.0,BO,Bolivia,535000.0,EUR,https://api.sofascore.app/api/v1/player/1017447/image
Erick Cano,erick-cano,E. Cano,M,170.0,Right,3,973545,20.0,1999-03-15,,268082,285000.0,BO,Bolivia,285000.0,EUR,https://api.sofascore.app/api/v1/player/973545/image
Luiz Fernando Paz,luiz-fernando-paz,L. F. Paz,D,,,3,1394847,29.0,2004-06-09,,7059,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1394847/image
Diego Pariani,diego-pariani,D. Pariani,F,185.0,Right,1,1394163,27.0,1993-08-08,,335685,195000.0,AR,Argentina,195000.0,EUR,https://api.sofascore.app/api/v1/player/1394163/image
Alan Mercado,alan-mercado,A. Mercado,D,177.0,Left,1,805061,55.0,1993-07-27,,327860,120000.0,BO,Bolivia,120000.0,EUR,https://api.sofascore.app/api/v1/player/805061/image
José Pinto,jose-pinto,J. Pinto,M,,,1,1017478,28.0,2000-05-06,,268082,,,,,EUR,https://api.sofascore.app/api/v1/player/1017478/image
Julio Cesar Perez,julio-cesar-perez,J. C. Perez,D,182.0,Left,1,831746,27.0,1991-10-24,,327860,255000.0,BO,Bolivia,255000.0,EUR,https://api.sofascore.app/api/v1/player/831746/image
Carlos Chore,carlos-chore,C. Chore,D,178.0,Right,2,979780,16.0,2000-06-03,,47701,380000.0,BO,Bolivia,380000.0,EUR,https://api.sofascore.app/api/v1/player/979780/image
Rodrigo Gómez,rodrigo-gomez,R. Gómez,M,168.0,Right,27,842932,8.0,1993-01-02,,372975,260000.0,AR,Argentina,260000.0,EUR,https://api.sofascore.app/api/v1/player/842932/image
Enrique Taborga,enrique-taborga,E. Taborga,D,,,6,1197426,6.0,2002-04-03,,268083,310000.0,BO,Bolivia,310000.0,EUR,https://api.sofascore.app/api/v1/player/1197426/image
Luis Pavia,luis-pavia,L. Pavia,M,170.0,Right,1,873728,8.0,1999-06-13,2023-12-31,47700,465000.0,BO,Bolivia,465000.0,EUR,https://api.sofascore.app/api/v1/player/873728/image
Angel Vaca,angel-vaca,A. Vaca,M,,,0,1142053,9.0,2002-01-03,,47701,69000.0,BO,Bolivia,69000.0,EUR,https://api.sofascore.app/api/v1/player/1142053/image
Sebastián Melgar,sebastian-melgar,S. Melgar,F,182.0,Right,3,1200519,9.0,2001-07-16,,321264,130000.0,BO,Bolivia,130000.0,EUR,https://api.sofascore.app/api/v1/player/1200519/image
Arquímedes Figuera,arquimedes-figuera,A. Figuera,M,170.0,Right,81,123245,45.0,1989-10-06,,6968,170000.0,VE,Venezuela,170000.0,EUR,https://api.sofascore.app/api/v1/player/123245/image
Mauricio Adorno,mauricio-adorno,M. Adorno,G,174.0,,5,980760,25.0,2001-04-03,,321264,440000.0,BO,Bolivia,440000.0,EUR,https://api.sofascore.app/api/v1/player/980760/image
Gonzalo Castillo,gonzalo-castillo,G. Castillo,D,179.0,Right,24,247189,22.0,1990-10-17,,32529,410000.0,UY,Uruguay,410000.0,EUR,https://api.sofascore.app/api/v1/player/247189/image
Elder Arauz,elder-arauz,E. Arauz,G,177.0,,1,1017424,1.0,1990-04-23,,47701,260000.0,BO,Bolivia,260000.0,EUR,https://api.sofascore.app/api/v1/player/1017424/image
Juan Capurro,juan-capurro,J. Capurro,M,178.0,Right,2,333761,8.0,1994-07-19,,273544,295000.0,AR,Argentina,295000.0,EUR,https://api.sofascore.app/api/v1/player/333761/image
Lucas Chávez,lucas-chavez,L. Chávez,F,170.0,,29,1116671,30.0,2003-04-17,,7059,515000.0,BO,Bolivia,515000.0,EUR,https://api.sofascore.app/api/v1/player/1116671/image
Diego Bejarano,diego-bejarano,D. Bejarano,M,174.0,Right,48,163179,8.0,1991-08-24,2023-12-31,7059,420000.0,BO,Bolivia,420000.0,EUR,https://api.sofascore.app/api/v1/player/163179/image
Jonathan Cristaldo,jonathan-cristaldo,J. Cristaldo,F,175.0,Right,67,80934,37.0,1989-03-05,2023-12-31,33820,390000.0,AR,Argentina,390000.0,EUR,https://api.sofascore.app/api/v1/player/80934/image
Leandro Zazpe,leandro-zazpe,L. Zazpe,D,184.0,Left,15,166151,,1994-04-29,,241802,335000.0,UY,Uruguay,335000.0,EUR,https://api.sofascore.app/api/v1/player/166151/image
Álvaro Quiroga,alvaro-quiroga,Á. Quiroga,M,175.0,Right,13,886777,6.0,1995-06-17,,32529,650000.0,BO,Bolivia,650000.0,EUR,https://api.sofascore.app/api/v1/player/886777/image
Juan Magallanes,juan-magallanes,J. Magallanes,M,174.0,,2,1177432,38.0,2003-01-02,,268082,90000.0,BO,Bolivia,90000.0,EUR,https://api.sofascore.app/api/v1/player/1177432/image
Oseas Mendieta Cabrera,oseas-mendieta-cabrera,O. M. Cabrera,M,,,0,1495671,42.0,2003-10-06,,423192,,,,,EUR,https://api.sofascore.app/api/v1/player/1495671/image
Alexandro Zenteno,alexandro-zenteno,A. Zenteno,M,171.0,,2,1413181,30.0,2003-01-20,,268083,135000.0,BO,Bolivia,135000.0,EUR,https://api.sofascore.app/api/v1/player/1413181/image
Juan Teles,juan-teles,J. Teles,F,180.0,Left,1,1477487,9.0,1995-08-09,,327910,160000.0,BR,Brazil,160000.0,EUR,https://api.sofascore.app/api/v1/player/1477487/image
Jefferson Ibáñez,jefferson-ibanez,J. Ibáñez,D,181.0,Right,0,876305,15.0,1995-02-12,,47701,265000.0,BO,Bolivia,265000.0,EUR,https://api.sofascore.app/api/v1/player/876305/image
Jairo Cuellar,jairo-cuellar,J. Cuellar,G,184.0,Right,2,931396,25.0,1999-09-15,,47701,410000.0,BO,Bolivia,410000.0,EUR,https://api.sofascore.app/api/v1/player/931396/image
Andrés Llano,andres-llano,A. Llano,F,,,1,1495597,24.0,1992-10-22,,268082,,,,,EUR,https://api.sofascore.app/api/v1/player/1495597/image
Mauricio Chajtur,mauricio-chajtur,M. Chajtur,F,,Right,2,923039,40.0,1996-10-07,,47701,210000.0,BO,Bolivia,210000.0,EUR,https://api.sofascore.app/api/v1/player/923039/image
Brian López,brian-lopez,B. López,D,182.0,Right,10,1099307,4.0,1999-11-20,,327860,360000.0,DO,Dominican Republic,360000.0,EUR,https://api.sofascore.app/api/v1/player/1099307/image
Adrián Jusino,adrian-jusino,A. Jusino,D,185.0,Right,19,935010,5.0,1992-07-09,,32529,540000.0,BO,Bolivia,540000.0,EUR,https://api.sofascore.app/api/v1/player/935010/image
Marco Antonio Barrios,marco-antonio-barrios,M. A. Barrios,M,175.0,Right,1,975104,26.0,1995-02-23,,241802,77000.0,BO,Bolivia,77000.0,EUR,https://api.sofascore.app/api/v1/player/975104/image
Patrick Torelli,patrick-torelli,P. Torelli,F,183.0,Left,2,1507161,,1996-07-30,2024-05-31,327910,185000.0,BR,Brazil,185000.0,EUR,https://api.sofascore.app/api/v1/player/1507161/image
Ramiro Mamani,ramiro-mamani,R. Mamani,M,172.0,Right,1,805478,8.0,1991-04-14,,268082,145000.0,BO,Bolivia,145000.0,EUR,https://api.sofascore.app/api/v1/player/805478/image
Edenilson Michels,edenilson-michels,E. Michels,M,180.0,Right,2,1108501,26.0,,,372975,,BR,Brazil,,EUR,https://api.sofascore.app/api/v1/player/1108501/image
Diego Buceta,diego-buceta,D. Buceta,M,170.0,,3,1513694,20.0,2004-06-04,,6968,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1513694/image
Martín Chiatti,martin-chiatti,M. Chiatti,D,185.0,,2,1147478,41.0,1992-12-01,,7878,130000.0,AR,Argentina,130000.0,EUR,https://api.sofascore.app/api/v1/player/1147478/image
Fabricio Moreno,fabricio-moreno,F. Moreno,M,169.0,Right,7,1468412,10.0,1997-07-14,,327860,340000.0,CO,Colombia,340000.0,EUR,https://api.sofascore.app/api/v1/player/1468412/image
Israel Peña,israel-pena,I. Peña,G,180.0,Right,2,1477486,13.0,1998-11-27,,327910,210000.0,BO,Bolivia,210000.0,EUR,https://api.sofascore.app/api/v1/player/1477486/image
Carlos Monges,monges-carlos,C. Monges,F,188.0,Left,18,931227,24.0,1996-11-23,,335685,240000.0,PY,Paraguay,240000.0,EUR,https://api.sofascore.app/api/v1/player/931227/image
Juan Godoy,juan-godoy,J. Godoy,F,172.0,Right,8,1147477,11.0,1993-06-23,,372975,245000.0,PY,Paraguay,245000.0,EUR,https://api.sofascore.app/api/v1/player/1147477/image
Vladimir Castellón,vladimir-castellon,V. Castellón,F,178.0,Right,3,47233,11.0,1989-08-12,,7878,205000.0,BO,Bolivia,205000.0,EUR,https://api.sofascore.app/api/v1/player/47233/image
Andrés Moreno,andres-moreno,A. Moreno,M,178.0,,3,1189877,21.0,2002-10-09,,273544,320000.0,BO,Bolivia,320000.0,EUR,https://api.sofascore.app/api/v1/player/1189877/image
Makerlo Tellez,makerlo-tellez,M. Tellez,M,,Right,1,1495659,87.0,2002-10-22,,423192,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1495659/image
Nelson Cabrera,nelson-cabrera,N. Cabrera,D,191.0,Right,7,33127,21.0,1983-04-22,,47700,26000.0,BO,Bolivia,26000.0,EUR,https://api.sofascore.app/api/v1/player/33127/image
Hallysson Padilha,hallysson-padilha,H. Padilha,D,190.0,Right,1,1184186,19.0,1994-02-11,2023-12-31,335685,340000.0,BR,Brazil,340000.0,EUR,https://api.sofascore.app/api/v1/player/1184186/image
Luis Hurtado,luis-hurtado,L. Hurtado,D,187.0,Left,3,249297,11.0,1993-09-27,,321264,275000.0,BO,Bolivia,275000.0,EUR,https://api.sofascore.app/api/v1/player/249297/image
Emanuel Paniagua,emanuel-paniagua,E. Paniagua,F,170.0,Left,3,1490350,39.0,2005-11-24,,268083,90000.0,BO,Bolivia,90000.0,EUR,https://api.sofascore.app/api/v1/player/1490350/image
Fernando Rodríguez,fernando-rodriguez,F. Rodríguez,M,169.0,,0,1092592,97.0,1996-01-11,,6968,120000.0,BO,Bolivia,120000.0,EUR,https://api.sofascore.app/api/v1/player/1092592/image
Fernando Arismendi,fernando-arismendi,J. Arismendi,M,175.0,Right,18,885412,16.0,1991-03-31,,6968,360000.0,UY,Uruguay,360000.0,EUR,https://api.sofascore.app/api/v1/player/885412/image
Braulio Uraezaña,braulio-uraezana,B. Uraezaña,G,186.0,Right,8,815442,1.0,1995-03-26,,6968,520000.0,BO,Bolivia,520000.0,EUR,https://api.sofascore.app/api/v1/player/815442/image
Humberto Osorio,humberto-osorio,H. Osorio,F,178.0,Right,24,263439,34.0,1988-06-24,,6233,165000.0,CO,Colombia,165000.0,EUR,https://api.sofascore.app/api/v1/player/263439/image
Juan Carlos Zampiery,juan-carlos-zampiery,J. C. Zampiery,D,171.0,Right,1,221001,14.0,1989-09-28,,268082,95000.0,BO,Bolivia,95000.0,EUR,https://api.sofascore.app/api/v1/player/221001/image
Carlos Robles,carlos-robles,C. Robles,M,183.0,Right,16,358158,24.0,1992-05-16,,6104,340000.0,CO,Colombia,340000.0,EUR,https://api.sofascore.app/api/v1/player/358158/image
Juan Aponte,juan-aponte,J. Aponte,D,172.0,Left,2,589654,7.0,1992-05-18,,7878,135000.0,BO,Bolivia,135000.0,EUR,https://api.sofascore.app/api/v1/player/589654/image
Jorge Rojas,jorge-rojas,H. Rojas,M,,,4,891849,77.0,1993-12-06,,33820,205000.0,BO,Bolivia,205000.0,EUR,https://api.sofascore.app/api/v1/player/891849/image
Brahian Egüez,brahian-eguez,B. Egüez,M,175.0,Right,2,975058,29.0,1992-05-14,2023-12-31,47701,165000.0,BO,Bolivia,165000.0,EUR,https://api.sofascore.app/api/v1/player/975058/image
Adriel Fernandez,adriel-fernandez,A. Fernandez,M,177.0,Left,1,874467,23.0,1996-03-22,,7878,265000.0,BO,Bolivia,265000.0,EUR,https://api.sofascore.app/api/v1/player/874467/image
Martin Galain,martin-galain,M. Galain,D,183.0,Right,11,47416,18.0,1989-03-02,2023-12-31,47700,190000.0,UY,Uruguay,190000.0,EUR,https://api.sofascore.app/api/v1/player/47416/image
Carlos Sejas,carlos-sejas,C. Sejas,M,175.0,Right,12,1184152,24.0,2004-01-10,2025-12-30,33714,595000.0,BO,Bolivia,595000.0,EUR,https://api.sofascore.app/api/v1/player/1184152/image
Santiago Echeverria,santiago-echeverria,S. Echeverria,D,188.0,Right,5,789669,4.0,1990-03-28,,47701,245000.0,AR,Argentina,245000.0,EUR,https://api.sofascore.app/api/v1/player/789669/image
Diego Josue Hoyos,diego-josue-hoyos,D. J. Hoyos,M,180.0,Right,1,147560,22.0,1992-09-29,,47700,365000.0,BO,Bolivia,365000.0,EUR,https://api.sofascore.app/api/v1/player/147560/image
Germán Arauz,german-arauz,G. Arauz,G,186.0,,1,987588,13.0,1995-05-25,,372975,310000.0,BO,Bolivia,310000.0,EUR,https://api.sofascore.app/api/v1/player/987588/image
Luis Alí,luis-ali,L. Alí,M,170.0,Right,4,887156,18.0,1994-04-17,,335685,315000.0,BO,Bolivia,315000.0,EUR,https://api.sofascore.app/api/v1/player/887156/image
Edward Vaca,edward-vaca,E. Vaca,M,171.0,,1,944160,26.0,1999-09-30,,327860,315000.0,BO,Bolivia,315000.0,EUR,https://api.sofascore.app/api/v1/player/944160/image
Darlin Rodriguez,darlin-rodriguez,D. Rodriguez,M,,,8,1490615,17.0,2004-05-10,,327910,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1490615/image
Juan Carlos Robles,juan-carlos-robles,J. C. Robles,G,180.0,Right,1,47462,,1985-01-24,,423189,49000.0,BO,Bolivia,49000.0,EUR,https://api.sofascore.app/api/v1/player/47462/image
Alexir Ibaguary,alexir-ibaguary,A. Ibaguary,F,,,1,1490614,25.0,1996-12-02,,327910,,,,,EUR,https://api.sofascore.app/api/v1/player/1490614/image
Reyvin de la Rosa,reyvin-de-la-rosa,R. Rosa,D,,,0,1495676,17.0,2000-12-07,,297213,,,,,EUR,https://api.sofascore.app/api/v1/player/1495676/image
Fernando Saldías,fernando-saldias,F. Saldías,F,170.0,Right,1,893093,11.0,1997-02-27,,423186,77000.0,BO,Bolivia,77000.0,EUR,https://api.sofascore.app/api/v1/player/893093/image
Carlos Pérez,carlos-perez,C. Pérez,M,175.0,Right,1,964279,31.0,1999-02-19,,7878,52000.0,BO,Bolivia,52000.0,EUR,https://api.sofascore.app/api/v1/player/964279/image
Walter Flores,walter-flores,W. Flores,D,,,0,1468166,15.0,2003-01-15,,268083,,,,,EUR,https://api.sofascore.app/api/v1/player/1468166/image
Arturo Mina,arturo-mina,A. Mina,D,189.0,Right,83,387720,44.0,1990-10-08,,321264,260000.0,EC,Ecuador,260000.0,EUR,https://api.sofascore.app/api/v1/player/387720/image
Sebastian Alvarez,sebastian-alvarez,S. Alvarez,D,190.0,,2,1147182,27.0,2001-08-29,,33820,545000.0,BO,Bolivia,545000.0,EUR,https://api.sofascore.app/api/v1/player/1147182/image
Denilzon Ramallo,denilzon-ramallo,D. Ramallo,F,,,1,1184180,6.0,1998-05-20,,268082,220000.0,BO,Bolivia,220000.0,EUR,https://api.sofascore.app/api/v1/player/1184180/image
Ramiro Ballivián,ramiro-ballivian,R. Ballivián,D,166.0,Right,2,47469,21.0,1992-04-08,,33714,310000.0,BO,Bolivia,310000.0,EUR,https://api.sofascore.app/api/v1/player/47469/image
Jairo Quinteros,jairo-quinteros,J. Quinteros,D,180.0,Right,73,1016159,5.0,2001-02-07,,7059,290000.0,BO,Bolivia,290000.0,EUR,https://api.sofascore.app/api/v1/player/1016159/image
Jorge Vazquez,jorge-vazquez,J. Vazquez,D,186.0,Left,6,1177423,5.0,1997-02-02,,249194,115000.0,PY,Paraguay,115000.0,EUR,https://api.sofascore.app/api/v1/player/1177423/image
Eduardo Álvarez,eduardo-alvarez,E. Álvarez,D,184.0,,13,1116654,6.0,2003-04-09,,273544,865000.0,BO,Bolivia,865000.0,EUR,https://api.sofascore.app/api/v1/player/1116654/image
Fran Supayabe Alpiri,fran-supayabe-alpiri,F. S. Alpiri,D,178.0,,1,923029,3.0,1996-01-12,2024-12-31,47701,590000.0,BO,Bolivia,590000.0,EUR,https://api.sofascore.app/api/v1/player/923029/image
Mateo Hernandez,mateo-hernandez,M. Hernandez,M,178.0,Right,5,830877,11.0,1998-10-05,,335685,185000.0,AR,Argentina,185000.0,EUR,https://api.sofascore.app/api/v1/player/830877/image
Marcos Andía,marcos-andia,M. Andía,M,178.0,,1,886599,15.0,1988-02-08,,47700,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/886599/image
Daniel Mancilla,daniel-mancilla,D. Mancilla,D,178.0,Left,4,339233,5.0,1991-02-17,2023-12-31,47700,290000.0,BO,Bolivia,290000.0,EUR,https://api.sofascore.app/api/v1/player/339233/image
Tobías Moriceau,tobias-moriceau,T. Moriceau,D,,Left,4,1111537,3.0,1997-04-09,,273544,340000.0,AR,Argentina,340000.0,EUR,https://api.sofascore.app/api/v1/player/1111537/image
Rivaldo Méndez,rivaldo-mendez,R. Méndez,D,,,0,1184225,32.0,2002-11-28,,335685,295000.0,BO,Bolivia,295000.0,EUR,https://api.sofascore.app/api/v1/player/1184225/image
Luis Ruano,luis-ruano,L. Ruano,D,,Right,2,1486636,2.0,1991-11-13,,327860,,GQ,Equatorial Guinea,,EUR,https://api.sofascore.app/api/v1/player/1486636/image
Miguel Quiroga,miguel-quiroga,M. Quiroga,M,175.0,Left,2,221442,18.0,1991-09-15,,372975,160000.0,BO,Bolivia,160000.0,EUR,https://api.sofascore.app/api/v1/player/221442/image
Leonardo Villagra,villagra-leonardo,L. Villagra,F,181.0,Left,20,835655,90.0,1990-09-02,,134976,330000.0,PY,Paraguay,330000.0,EUR,https://api.sofascore.app/api/v1/player/835655/image
Kevin Romay,kevin-romay,K. Romay,F,,,3,1008538,7.0,1994-04-17,,47700,210000.0,BO,Bolivia,210000.0,EUR,https://api.sofascore.app/api/v1/player/1008538/image
Hugo Silva,hugo-silva,H. Silva,D,176.0,Right,2,830700,20.0,1992-02-04,,273544,270000.0,AR,Argentina,270000.0,EUR,https://api.sofascore.app/api/v1/player/830700/image
Denis Pinto,denis-pinto,D. Pinto,F,,,1,964421,33.0,1995-08-25,,327910,,,,,EUR,https://api.sofascore.app/api/v1/player/964421/image
Rodrigo Saucedo,rodrigo-saucedo,R. Saucedo,F,169.0,,1,997288,20.0,1999-03-11,,33820,230000.0,BO,Bolivia,230000.0,EUR,https://api.sofascore.app/api/v1/player/997288/image
Fernando Aguilar,fernando-aguilar,F. Aguilar,D,,,0,1468331,5.0,,,33714,,,,,EUR,https://api.sofascore.app/api/v1/player/1468331/image
Carlos Áñez,carlos-anez,C. Áñez,M,174.0,Right,2,805060,5.0,1995-07-06,,273544,515000.0,BO,Bolivia,515000.0,EUR,https://api.sofascore.app/api/v1/player/805060/image
Edemir Rodriguez,edemir-rodriguez,E. Rodriguez,D,175.0,Right,1,26121,2.0,1984-10-21,,33820,81000.0,BO,Bolivia,81000.0,EUR,https://api.sofascore.app/api/v1/player/26121/image
Samuel Garzon,garzon-samuel,S. Garzón,F,175.0,Right,3,1184181,7.0,1999-05-12,,6968,205000.0,BO,Bolivia,205000.0,EUR,https://api.sofascore.app/api/v1/player/1184181/image
Josué Mamani,josue-mamani,J. Mamani,M,170.0,Right,1,886573,26.0,2000-08-20,,7878,190000.0,BO,Bolivia,190000.0,EUR,https://api.sofascore.app/api/v1/player/886573/image
Guillermo Denis,guillermo-denis,G. Denis,F,,,3,1389906,44.0,1999-07-04,,327860,,CO,Colombia,,EUR,https://api.sofascore.app/api/v1/player/1389906/image
Franz Parada,franz-parada,F. Parada,M,,,1,1477488,10.0,1992-06-10,,327910,105000.0,BO,Bolivia,105000.0,EUR,https://api.sofascore.app/api/v1/player/1477488/image
Gustavo Peredo,gustavo-peredo,G. Peredo,M,,,1,962856,7.0,2000-04-07,,47701,450000.0,BO,Bolivia,450000.0,EUR,https://api.sofascore.app/api/v1/player/962856/image
