goals,successfulDribblesPercentage,blockedShots,penaltyWon,goalsFromOutsideTheBox,hitWoodwork,expectedGoals,totalShots,goalConversionPercentage,shotFromSetPiece,headedGoals,offsides,bigChancesMissed,shotsOnTarget,penaltiesTaken,freeKickGoal,leftFootGoals,penaltyConversion,successfulDribbles,shotsOffTarget,penaltyGoals,goalsFromInsideTheBox,rightFootGoals,setPieceConversion,rating,player.id,team.id
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.2,879859,2020
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.2,1018555,1977
3,51.72,2,0,0,0,2.5,17,17.65,0,0,2,2,12,0,0,0,0.0,15,3,0,3,3,0.0,7.18,1046501,2020
4,68.0,8,0,1,0,3.77,27,14.81,0,0,8,3,12,1,0,0,100.0,17,7,1,3,4,0.0,7.17,954719,1982
10,50.0,10,1,0,3,9.82,70,14.29,0,3,14,12,30,2,0,0,100.0,6,30,2,10,7,0.0,7.17,583974,1974
1,50.0,2,0,0,0,0.74,12,8.33,0,1,4,0,3,0,0,0,0.0,2,7,0,1,0,0.0,7.16,826343,1957
1,50.0,21,0,0,1,3.63,64,1.56,4,0,2,3,12,0,0,1,0.0,29,31,0,1,0,0.0,7.15,331397,1999
18,52.75,18,0,1,1,14.18,87,20.69,0,2,10,15,46,0,0,5,0.0,48,23,0,17,11,0.0,7.15,885179,1977
1,80.0,3,0,0,1,1.14,21,4.76,5,0,2,2,7,0,0,1,0.0,4,11,0,1,0,0.0,7.15,385916,1977
0,73.33,4,0,0,0,0.82,16,0.0,2,0,1,1,4,0,0,0,0.0,33,8,0,0,0,0.0,7.15,245159,1954
2,44.0,12,0,1,1,2.73,49,4.08,2,1,3,2,20,0,0,1,0.0,22,17,0,1,0,0.0,7.14,870556,1999
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.13,358418,2020
3,70.97,6,0,0,1,1.34,23,13.04,6,1,1,1,6,0,0,2,0.0,22,11,0,3,0,0.0,7.13,870787,1954
0,100.0,0,0,0,0,0.11,2,0.0,0,0,0,0,0,0,0,0,0.0,1,2,0,0,0,0.0,7.13,844576,1999
9,30.77,5,2,0,2,8.4,46,19.57,0,2,14,3,22,2,0,2,100.0,8,19,2,9,4,0.0,7.13,340519,1981
0,0.0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.12,870748,1977
1,87.5,3,0,0,1,1.93,19,5.26,0,0,3,4,6,0,0,0,0.0,7,10,0,1,1,0.0,7.12,250351,1963
0,57.14,2,0,0,1,0.93,11,0.0,0,0,0,1,4,0,0,0,0.0,4,5,0,0,0,0.0,7.12,869643,1999
3,75.0,3,0,0,0,1.84,17,17.65,3,2,1,2,6,0,0,1,0.0,9,8,0,3,0,0.0,7.12,358548,5981
0,80.0,6,0,0,1,0.6,13,0.0,0,0,0,0,3,0,0,0,0.0,4,4,0,0,0,0.0,7.12,840220,5981
1,55.56,1,0,0,0,0.8,7,14.29,0,0,4,1,2,0,0,0,0.0,15,4,0,1,1,0.0,7.12,273329,1963
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.12,17785,1961
6,61.24,12,1,1,1,4.9,48,12.5,6,1,9,3,24,1,0,2,100.0,79,12,1,5,3,0.0,7.11,844096,1961
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.11,358524,1955
1,66.67,0,0,0,0,0.36,4,25.0,0,0,1,0,1,0,0,0,0.0,10,3,0,1,1,0.0,7.11,82576,1963
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.11,871290,1958
3,64.29,19,0,0,1,4.96,62,4.84,4,0,5,5,17,0,0,2,0.0,72,26,0,3,1,0.0,7.11,255873,1955
0,64.1,2,0,0,0,0.37,10,0.0,0,0,5,0,3,0,0,0,0.0,25,5,0,0,0,0.0,7.11,1105970,1957
7,44.44,10,0,0,1,6.64,47,14.89,7,2,6,5,18,2,0,0,100.0,16,19,2,7,5,0.0,7.11,777341,1957
0,0.0,0,0,0,0,0.04,2,0.0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0.0,7.1,583824,1982
0,66.67,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,7.1,931574,1968
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.1,1111123,1999
0,80.0,1,0,0,0,0.13,4,0.0,0,0,0,0,1,0,0,0,0.0,4,2,0,0,0,0.0,7.09,44691,1974
1,62.5,6,1,1,1,2.12,33,3.03,0,0,0,3,8,0,0,0,0.0,10,19,0,0,1,0.0,7.08,1047740,1968
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.08,124980,1954
4,52.5,11,0,2,0,3.63,31,12.9,1,0,3,6,8,0,0,0,0.0,21,12,0,2,4,0.0,7.08,1106839,5926
0,75.0,0,0,0,0,0.26,7,0.0,0,0,0,0,1,0,0,0,0.0,9,6,0,0,0,0.0,7.08,1199282,1957
3,85.71,0,0,0,0,1.02,12,25.0,0,2,2,2,7,0,0,0,0.0,6,5,0,3,1,0.0,7.07,874729,1963
1,67.74,4,0,1,0,0.51,8,12.5,1,0,1,0,2,0,0,1,0.0,21,2,0,0,0,0.0,7.07,243113,1966
5,59.46,10,1,2,0,2.91,29,17.24,0,1,4,5,12,0,0,4,0.0,44,7,0,3,0,0.0,7.07,611876,5981
1,0.0,1,0,0,1,1.07,12,8.33,0,1,0,3,5,0,0,0,0.0,0,6,0,1,0,0.0,7.07,795261,1958
0,100.0,0,0,0,0,0.12,2,0.0,0,0,0,0,1,0,0,0,0.0,4,1,0,0,0,0.0,7.07,1129429,2020
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.07,243529,1963
8,68.97,11,2,0,0,6.59,40,20.0,1,1,6,5,21,4,0,0,75.0,20,8,3,8,7,0.0,7.07,558820,5926
0,69.23,3,0,0,1,0.41,11,0.0,0,0,0,0,3,0,0,0,0.0,36,5,0,0,0,0.0,7.07,1035996,1961
3,53.52,4,0,2,0,2.76,35,8.57,5,0,3,1,14,0,1,3,0.0,38,17,0,1,0,20.0,7.06,906837,1999
1,100.0,2,0,0,0,0.93,7,14.29,0,0,0,0,1,0,0,0,0.0,7,4,0,1,1,0.0,7.06,875402,1981
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.06,874979,1981
8,51.96,19,2,0,2,9.21,78,10.26,8,0,25,5,29,4,0,2,50.0,53,30,2,8,6,0.0,7.06,817650,1954
1,50.0,8,0,0,0,1.38,28,3.57,2,0,1,0,9,0,0,1,0.0,16,11,0,1,0,0.0,7.06,17787,1961
6,37.5,9,0,1,1,5.54,34,17.65,5,0,4,4,14,4,0,4,100.0,6,11,4,5,2,0.0,7.05,109610,1960
2,87.5,3,1,1,0,0.25,5,40.0,0,0,1,0,2,0,0,2,0.0,7,0,0,1,0,0.0,7.05,904505,1958
0,40.0,0,0,0,0,0.4,4,0.0,0,0,2,1,1,0,0,0,0.0,2,3,0,0,0,0.0,7.05,897617,1954
1,75.0,2,0,0,1,0.95,9,11.11,0,1,0,1,3,0,0,0,0.0,12,4,0,1,0,0.0,7.05,925189,1999
1,33.33,7,0,0,1,2.3,20,5.0,3,0,1,2,4,0,0,1,0.0,3,9,0,1,0,0.0,7.05,587148,1958
1,0.0,1,0,0,0,0.84,11,9.09,0,1,0,0,5,0,0,0,0.0,0,5,0,1,0,0.0,7.05,1108441,1981
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.04,595598,1974
0,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,7.04,552172,1960
1,40.0,0,0,0,0,1.0,2,50.0,0,0,1,0,1,0,0,0,0.0,2,1,0,1,1,0.0,7.04,243425,1974
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.04,27756,1957
2,53.85,7,0,0,0,2.7,31,6.45,2,0,3,3,15,1,0,2,100.0,21,9,1,2,0,0.0,7.03,243109,5926
2,58.89,10,1,0,0,2.69,41,4.88,0,0,6,2,18,1,0,0,100.0,53,13,1,2,2,0.0,7.03,787607,1961
0,68.42,3,0,0,0,0.29,10,0.0,0,0,0,0,2,0,0,0,0.0,13,5,0,0,0,0.0,7.03,874030,1977
3,80.0,8,0,0,1,2.3,22,13.64,1,0,1,1,7,0,0,3,0.0,12,7,0,3,0,0.0,7.03,116853,1961
2,65.52,6,1,1,0,1.13,26,7.69,0,0,2,2,12,0,0,0,0.0,19,8,0,1,2,0.0,7.03,34152,1957
0,0.0,0,0,0,0,0.14,2,0.0,0,0,0,0,1,0,0,0,0.0,0,1,0,0,0,0.0,7.03,841129,1977
0,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,7.02,795177,1968
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.02,839762,1973
5,61.11,8,0,0,3,4.93,46,10.87,1,4,8,5,17,0,0,0,0.0,33,21,0,5,1,0.0,7.02,841128,1963
0,100.0,3,0,0,0,0.11,4,0.0,0,0,0,0,1,0,0,0,0.0,6,0,0,0,0,0.0,7.02,12634,1981
1,77.5,4,0,0,0,1.94,23,4.35,0,0,3,2,6,0,0,0,0.0,31,13,0,1,1,0.0,7.02,330057,2020
1,100.0,15,0,0,1,2.07,39,2.56,0,0,0,0,5,0,0,0,0.0,5,19,0,1,1,0.0,7.02,840202,1958
1,69.23,4,0,0,0,0.56,15,6.67,0,0,3,0,3,0,0,1,0.0,9,8,0,1,0,0.0,7.02,139300,1954
1,80.0,2,0,0,0,0.27,6,16.67,0,1,0,0,3,0,0,0,0.0,8,1,0,1,0,0.0,7.02,21300,5981
2,42.31,6,0,0,0,0.98,27,7.41,0,0,0,1,7,0,0,2,0.0,11,14,0,2,0,0.0,7.02,1127439,1977
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.02,329055,49202
0,33.33,0,0,0,0,0.05,2,0.0,0,0,0,0,0,0,0,0,0.0,1,2,0,0,0,0.0,7.02,1017746,1967
4,65.85,9,0,0,2,4.95,52,7.69,0,1,1,3,14,0,0,1,0.0,27,29,0,4,2,0.0,7.02,874063,1967
1,79.17,14,0,1,1,1.26,32,3.13,1,0,0,0,9,0,0,0,0.0,38,9,0,0,1,0.0,7.02,1175760,49202
1,63.04,9,0,0,0,0.79,24,4.17,0,0,0,0,6,0,0,0,0.0,29,9,0,1,1,0.0,7.01,840150,1999
11,44.83,11,0,0,3,11.61,64,17.19,0,1,10,8,26,3,0,1,100.0,13,27,3,11,9,0.0,7.01,143846,1999
1,83.33,1,0,0,0,0.38,4,25.0,0,1,0,0,1,0,0,0,0.0,5,2,0,1,0,0.0,7.01,867907,1954
11,41.18,7,0,1,0,10.78,56,19.64,0,3,4,5,25,2,0,7,50.0,7,24,1,10,1,0.0,7.01,345847,1973
12,51.06,15,1,0,2,12.41,69,17.39,3,5,34,10,31,4,0,7,75.0,24,23,3,12,0,0.0,7.0,270287,49202
13,45.45,18,1,0,1,12.17,77,16.88,7,2,24,13,30,4,0,4,100.0,20,29,4,13,7,0.0,7.0,1047227,1968
0,66.67,0,0,0,0,0.03,1,0.0,0,0,0,0,1,0,0,0,0.0,2,0,0,0,0,0.0,7.0,1495892,1982
0,50.0,1,0,0,0,0.52,7,0.0,0,0,0,0,3,0,0,0,0.0,1,3,0,0,0,0.0,7.0,1117710,1955
0,100.0,0,0,0,0,0.02,1,0.0,0,0,0,0,1,0,0,0,0.0,2,0,0,0,0,0.0,7.0,1175765,1981
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,927666,1961
0,0.0,0,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,1585334,1954
5,41.07,12,1,3,1,5.0,43,11.63,1,0,1,3,15,0,0,1,0.0,23,16,0,2,4,0.0,7.0,1106140,1955
4,50.94,14,1,0,2,3.03,51,7.84,3,1,7,0,23,0,0,0,0.0,54,14,0,4,3,0.0,6.99,386198,5981
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.99,1016104,1967
0,66.67,5,0,0,1,0.35,16,0.0,0,0,0,0,7,0,0,0,0.0,26,4,0,0,0,0.0,6.99,943044,1960
1,63.33,3,0,0,0,1.21,15,6.67,0,0,1,0,4,1,0,0,100.0,19,8,1,1,1,0.0,6.99,13630,1967
1,75.0,0,0,0,0,0.59,7,14.29,0,0,2,0,2,0,0,0,0.0,3,5,0,1,1,0.0,6.99,551774,1967
1,59.46,10,0,1,1,1.75,23,4.35,6,0,7,1,5,0,1,1,0.0,22,8,0,0,0,16.67,6.99,244589,1968
4,70.83,14,0,2,0,1.47,43,9.3,0,1,0,0,14,0,0,0,0.0,17,15,0,2,3,0.0,6.99,1120721,1981
2,20.0,4,0,0,0,2.06,25,8.0,0,0,4,2,12,0,0,1,0.0,1,9,0,2,1,0.0,6.99,106402,1957
3,55.0,19,1,0,1,5.38,66,4.55,4,2,12,7,29,0,0,0,0.0,44,18,0,3,1,0.0,6.99,846413,1967
6,62.39,4,0,1,0,4.01,37,16.22,0,0,1,1,19,0,0,0,0.0,68,14,0,5,6,0.0,6.98,247483,1966
5,70.83,13,1,0,2,4.55,41,12.2,1,0,4,1,12,0,0,4,0.0,17,16,0,5,1,0.0,6.98,986233,1966
0,61.22,5,0,0,0,1.5,29,0.0,0,0,4,2,9,0,0,0,0.0,30,15,0,0,0,0.0,6.98,871273,1967
1,100.0,4,0,0,0,1.3,24,4.17,0,1,2,2,8,0,0,0,0.0,6,12,0,1,0,0.0,6.98,845110,1954
0,37.5,7,0,0,0,0.82,19,0.0,1,0,1,1,6,0,0,0,0.0,12,6,0,0,0,0.0,6.98,795014,1960
1,56.44,7,1,0,0,1.86,28,3.57,6,0,3,2,11,0,0,0,0.0,57,10,0,1,1,0.0,6.98,789960,1968
0,0.0,2,0,0,1,0.81,17,0.0,0,0,2,0,4,0,0,0,0.0,0,11,0,0,0,0.0,6.98,33106,1967
2,56.52,9,0,1,2,1.66,34,5.88,3,0,2,1,7,0,0,0,0.0,13,18,0,1,2,0.0,6.98,974556,1963
3,43.59,10,0,2,0,2.03,32,9.38,3,0,2,1,7,1,0,3,100.0,17,15,1,1,0,0.0,6.98,881110,1963
2,81.25,3,0,0,1,1.17,13,15.38,0,1,0,1,6,0,0,0,0.0,13,4,0,2,1,0.0,6.98,870788,1961
0,59.18,10,0,0,1,1.73,38,0.0,7,0,2,0,10,0,0,0,0.0,29,18,0,0,0,0.0,6.98,927975,1968
4,46.51,4,0,0,1,1.61,20,20.0,0,2,1,0,10,0,0,0,0.0,20,6,0,4,2,0.0,6.97,1139775,5926
3,62.11,12,0,1,1,3.92,45,6.67,7,0,5,1,12,1,0,0,100.0,59,21,1,2,3,0.0,6.97,124997,1966
1,68.75,4,0,0,1,1.08,22,4.55,3,0,3,0,6,0,0,1,0.0,22,12,0,1,0,0.0,6.97,1019652,1955
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.96,33132,1981
0,44.83,3,0,0,0,0.36,15,0.0,0,0,0,0,6,0,0,0,0.0,13,6,0,0,0,0.0,6.96,981703,1957
1,100.0,1,0,0,0,0.21,4,25.0,0,1,0,0,1,0,0,0,0.0,2,2,0,1,0,0.0,6.96,963990,1967
1,41.18,4,1,1,1,1.23,14,7.14,4,0,1,1,4,0,0,1,0.0,7,6,0,0,0,0.0,6.96,377238,1954
12,44.29,12,1,0,1,9.04,50,24.0,0,4,7,7,23,0,0,5,0.0,31,15,0,12,3,0.0,6.96,1150391,1967
1,72.73,2,0,1,0,0.33,10,10.0,0,0,1,0,6,0,0,1,0.0,16,2,0,0,0,0.0,6.96,1021721,1974
0,100.0,1,0,0,1,0.23,2,0.0,0,0,0,0,0,0,0,0,0.0,4,1,0,0,0,0.0,6.96,809194,49202
0,50.0,0,0,0,0,0.05,2,0.0,0,0,0,0,1,0,0,0,0.0,2,1,0,0,0,0.0,6.96,859083,2020
1,37.5,2,0,0,0,0.36,16,6.25,3,0,3,0,6,0,0,1,0.0,3,8,0,1,0,0.0,6.95,1017827,1960
0,0.0,0,0,0,0,0.11,1,0.0,0,0,0,1,1,0,0,0,0.0,0,0,0,0,0,0.0,6.95,988873,1961
2,63.49,12,0,0,1,3.04,39,5.13,7,0,3,2,15,0,0,2,0.0,40,12,0,2,0,0.0,6.95,1046796,2020
1,65.0,9,0,0,0,1.1,18,5.56,0,0,3,0,5,0,0,1,0.0,13,4,0,1,0,0.0,6.95,1093196,1977
0,61.54,4,0,0,0,1.0,10,0.0,3,0,3,2,2,0,0,0,0.0,8,4,0,0,0,0.0,6.95,984896,1967
2,50.0,7,0,0,0,1.07,20,10.0,0,1,0,0,4,0,0,0,0.0,14,9,0,2,1,0.0,6.95,868030,1955
3,60.0,3,0,1,0,0.81,16,18.75,0,0,0,1,6,0,0,0,0.0,21,7,0,2,3,0.0,6.94,850023,1966
0,75.0,0,0,0,0,0.1,2,0.0,0,0,1,0,1,0,0,0,0.0,3,1,0,0,0,0.0,6.94,26029,5981
2,83.33,4,0,0,1,2.22,22,9.09,0,2,10,3,5,0,0,0,0.0,5,13,0,2,0,0.0,6.94,220833,1963
3,54.55,12,0,0,1,2.73,50,6.0,0,3,1,4,13,0,0,0,0.0,12,25,0,3,0,0.0,6.94,866392,49202
3,66.67,8,0,0,0,0.86,20,15.0,0,3,3,0,6,0,0,0,0.0,8,6,0,3,0,0.0,6.94,905450,1960
2,66.67,4,0,0,2,1.44,11,18.18,0,1,0,1,3,0,0,0,0.0,6,4,0,2,1,0.0,6.94,46798,1968
7,33.33,11,0,0,1,6.08,43,16.28,0,1,11,3,15,0,0,2,0.0,7,17,0,7,4,0.0,6.93,374486,1967
4,35.29,10,0,0,0,2.75,31,12.9,1,0,3,0,6,1,0,0,100.0,12,15,1,4,4,0.0,6.93,811308,49202
2,57.69,11,0,0,2,2.75,47,4.26,4,1,2,1,19,0,0,0,0.0,30,17,0,2,1,0.0,6.93,824626,2020
1,75.0,4,0,1,1,2.0,15,6.67,6,0,1,2,4,1,0,1,0.0,12,7,0,0,0,0.0,6.93,107414,1981
10,50.0,14,0,2,4,8.99,75,13.33,0,1,17,5,32,1,0,2,0.0,11,29,0,8,7,0.0,6.93,33238,1961
2,68.97,5,0,0,2,1.12,14,14.29,0,1,2,1,8,0,0,0,0.0,20,1,0,2,1,0.0,6.93,990169,1966
0,62.5,3,0,0,0,0.36,8,0.0,0,0,0,0,2,0,0,0,0.0,5,3,0,0,0,0.0,6.93,552686,1977
6,66.2,13,0,2,1,2.94,44,13.64,1,0,4,1,18,0,0,0,0.0,47,13,0,4,6,0.0,6.93,807850,1961
1,73.33,5,0,0,0,1.71,27,3.7,6,1,1,0,11,0,0,0,0.0,11,11,0,1,0,0.0,6.93,905459,1999
0,71.43,0,0,0,0,0.57,9,0.0,0,0,0,0,4,0,0,0,0.0,5,5,0,0,0,0.0,6.93,995293,1981
2,50.0,2,0,1,1,0.91,16,12.5,0,0,1,0,6,0,0,2,0.0,28,8,0,1,0,0.0,6.92,870691,2020
0,45.31,4,0,0,2,1.25,21,0.0,0,0,1,2,3,0,0,0,0.0,29,14,0,0,0,0.0,6.92,604274,1954
2,51.81,8,1,0,1,1.81,33,6.06,5,0,3,1,13,0,0,0,0.0,86,12,0,2,2,0.0,6.92,848472,1982
8,43.75,18,0,1,1,5.9,55,14.55,0,1,10,6,23,1,0,2,100.0,14,14,1,7,5,0.0,6.92,386212,1955
2,75.0,12,1,2,0,1.62,37,5.41,3,0,1,2,12,0,0,0,0.0,21,13,0,0,2,0.0,6.92,931479,49202
0,42.86,7,0,0,0,1.13,20,0.0,2,0,1,0,8,0,0,0,0.0,3,5,0,0,0,0.0,6.91,146599,49202
1,77.27,14,0,0,1,1.11,29,3.45,4,1,1,1,6,0,0,0,0.0,17,9,0,1,0,0.0,6.91,551422,2020
4,50.0,7,1,1,0,5.05,47,8.51,0,0,4,8,20,0,0,0,0.0,31,20,0,3,4,0.0,6.91,799634,1958
1,54.55,8,0,1,1,2.28,33,3.03,7,0,1,3,11,0,1,0,0.0,12,14,0,0,1,14.29,6.91,844601,1954
10,50.75,7,1,3,3,6.66,43,23.26,1,2,2,4,22,1,0,8,0.0,34,14,0,7,0,0.0,6.9,1174937,1963
8,47.32,15,0,0,3,8.99,65,12.31,5,2,6,5,24,0,0,2,0.0,53,26,0,8,4,0.0,6.9,995072,1974
8,52.27,24,1,1,2,9.75,83,9.64,0,2,15,8,28,0,0,0,0.0,23,31,0,7,5,0.0,6.9,905463,1957
6,50.82,13,1,0,1,5.0,43,13.95,0,0,2,2,15,2,0,5,100.0,31,15,2,6,1,0.0,6.9,354510,1968
3,49.09,12,1,0,0,2.05,34,8.82,2,1,1,1,11,0,0,2,0.0,27,11,0,3,0,0.0,6.9,329069,1963
2,75.0,3,0,0,0,2.22,21,9.52,0,1,7,2,8,1,0,0,100.0,3,10,1,2,1,0.0,6.9,880169,1960
1,100.0,0,0,0,0,0.63,1,100.0,0,0,0,0,1,0,0,0,0.0,1,0,0,1,1,0.0,6.9,36684,1961
0,0.0,0,0,0,0,0.02,1,0.0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0.0,6.9,1116660,1966
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.9,840027,1958
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.9,1382913,1961
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.9,1111770,5926
7,59.52,22,0,1,2,6.73,68,10.29,0,1,5,7,24,2,0,6,50.0,25,22,1,6,0,0.0,6.9,282557,1981
2,75.0,9,0,0,0,1.79,19,10.53,0,0,1,1,5,0,0,0,0.0,30,5,0,2,2,0.0,6.9,913598,1977
0,50.0,1,0,0,0,0.13,2,0.0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0.0,6.89,959006,1957
1,50.0,5,0,0,2,2.13,30,3.33,0,0,5,1,13,0,0,0,0.0,21,12,0,1,1,0.0,6.89,796925,1960
1,61.18,11,1,0,0,1.38,32,3.13,2,0,3,0,11,0,0,0,0.0,52,10,0,1,1,0.0,6.89,1005177,1960
2,59.26,4,0,1,1,1.89,19,10.53,0,0,4,2,6,0,0,0,0.0,16,9,0,1,2,0.0,6.89,1008832,2020
2,73.68,3,0,1,0,0.62,10,20.0,3,0,0,1,4,0,1,1,0.0,14,3,0,1,1,33.33,6.89,14216,1974
0,60.0,0,0,0,0,0.26,0,0.0,0,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,6.89,973737,1977
4,62.5,8,1,1,1,2.68,25,16.0,0,0,0,2,9,0,0,2,0.0,45,8,0,3,2,0.0,6.88,818473,5981
4,63.64,9,0,1,1,2.54,24,16.67,0,2,0,3,7,0,0,0,0.0,21,8,0,3,2,0.0,6.88,981733,1967
0,66.67,6,0,0,0,0.77,15,0.0,0,0,0,0,4,0,0,0,0.0,10,5,0,0,0,0.0,6.88,840247,1954
2,57.14,6,0,1,1,1.27,18,11.11,3,0,0,0,7,0,0,0,0.0,4,5,0,1,2,0.0,6.88,345113,1966
2,50.0,1,0,0,0,1.16,8,25.0,0,0,0,0,2,0,0,1,0.0,3,5,0,2,1,0.0,6.88,929200,1967
1,60.0,0,0,0,0,0.77,6,16.67,0,0,0,0,2,0,0,0,0.0,3,4,0,1,1,0.0,6.88,330693,1954
0,71.43,1,0,0,0,0.1,2,0.0,0,0,0,0,1,0,0,0,0.0,5,0,0,0,0,0.0,6.88,1175259,1973
0,100.0,0,0,0,0,0.06,1,0.0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0.0,6.88,243735,5981
